,Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetterGrade
4384,2016,OKLAHOMA,OKLAHOMA CITY,CESAR CHAVEZ ES,55I089,55I089150,65.0,D
4385,2013,OKLAHOMA,OKLAHOMA CITY,CLASSEN HS OF ADVANCED STUDIES,55I089,55I089706,103.0,A+
4386,2014,OKLAHOMA,OKLAHOMA CITY,CLASSEN HS OF ADVANCED STUDIES,55I089,55I089706,104.0,A+
4387,2015,OKLAHOMA,OKLAHOMA CITY,CLASSEN HS OF ADVANCED STUDIES,55I089,55I089706,102.0,A+
4388,2016,OKLAHOMA,OKLAHOMA CITY,CLASSEN HS OF ADVANCED STUDIES,55I089,55I089706,100.0,A+
4389,2013,OKLAHOMA,OKLAHOMA CITY,CLASSEN MS OF ADVANCED STUDIES,55I089,55I089508,96.0,A
4390,2014,OKLAHOMA,OKLAHOMA CITY,CLASSEN MS OF ADVANCED STUDIES,55I089,55I089508,100.0,A+
4391,2015,OKLAHOMA,OKLAHOMA CITY,CLASSEN MS OF ADVANCED STUDIES,55I089,55I089508,93.0,A
4392,2016,OKLAHOMA,OKLAHOMA CITY,CLASSEN MS OF ADVANCED STUDIES,55I089,55I089508,90.0,A-
4393,2013,OKLAHOMA,OKLAHOMA CITY,CLEVELAND ES,55I089,55I089154,89.0,B+
4394,2014,OKLAHOMA,OKLAHOMA CITY,CLEVELAND ES,55I089,55I089154,86.0,B
4395,2015,OKLAHOMA,OKLAHOMA CITY,CLEVELAND ES,55I089,55I089154,85.0,B
4396,2016,OKLAHOMA,OKLAHOMA CITY,CLEVELAND ES,55I089,55I089154,86.0,B
4397,2013,OKLAHOMA,OKLAHOMA CITY,COLUMBUS ES,55I089,55I089160,80.0,B-
4398,2014,OKLAHOMA,OKLAHOMA CITY,COLUMBUS ES,55I089,55I089160,76.0,C
4399,2013,OKLAHOMA,OKLAHOMA CITY,COOLIDGE ES,55I089,55I089165,60.0,D-
4400,2014,OKLAHOMA,OKLAHOMA CITY,COOLIDGE ES,55I089,55I089165,55.0,F
4401,2015,OKLAHOMA,OKLAHOMA CITY,COOLIDGE ES,55I089,55I089165,55.0,F
4402,2016,OKLAHOMA,OKLAHOMA CITY,COOLIDGE ES,55I089,55I089165,51.0,F
4403,2013,OKLAHOMA,OKLAHOMA CITY,DOUGLASS HS,55I089,55I089707,77.0,C+
4404,2014,OKLAHOMA,OKLAHOMA CITY,DOUGLASS HS,55I089,55I089707,60.0,D-
4405,2015,OKLAHOMA,OKLAHOMA CITY,DOUGLASS HS,55I089,55I089707,66.0,D
4406,2016,OKLAHOMA,OKLAHOMA CITY,DOUGLASS HS,55I089,55I089707,53.0,F
4407,2013,OKLAHOMA,OKLAHOMA CITY,DOUGLASS MS,55I089,55I089512,48.0,F
4408,2014,OKLAHOMA,OKLAHOMA CITY,DOUGLASS MS,55I089,55I089512,43.0,F
4409,2015,OKLAHOMA,OKLAHOMA CITY,DOUGLASS MS,55I089,55I089512,49.0,F
4410,2016,OKLAHOMA,OKLAHOMA CITY,DOUGLASS MS,55I089,55I089512,36.0,F
4411,2013,OKLAHOMA,OKLAHOMA CITY,EDGEMERE ES,55I089,55I089195,57.0,F
4412,2014,OKLAHOMA,OKLAHOMA CITY,EDGEMERE ES,55I089,55I089195,53.0,F
4413,2015,OKLAHOMA,OKLAHOMA CITY,EDGEMERE ES,55I089,55I089195,46.0,F
4414,2016,OKLAHOMA,OKLAHOMA CITY,EDGEMERE ES,55I089,55I089195,54.0,F
4415,2013,OKLAHOMA,OKLAHOMA CITY,EDWARDS ES,55I089,55I089205,59.0,F
4416,2014,OKLAHOMA,OKLAHOMA CITY,EDWARDS ES,55I089,55I089205,38.0,F
4417,2015,OKLAHOMA,OKLAHOMA CITY,EDWARDS ES,55I089,55I089205,52.0,F
4418,2016,OKLAHOMA,OKLAHOMA CITY,EDWARDS ES,55I089,55I089205,41.0,F
4419,2015,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (ES),55I089,55I089210,32.0,F
4420,2016,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (ES),55I089,55I089210,33.0,F
4421,2015,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (HS),55I089,55I089710,54.0,F
4422,2016,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (HS),55I089,55I089710,37.0,F
4423,2015,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (MS),55I089,55I089511,40.0,F
4424,2016,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (MS),55I089,55I089511,35.0,F
4425,2013,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED.(ES),55I089,55I089210,40.0,F
4426,2014,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED.(ES),55I089,55I089210,44.0,F
4427,2013,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED.(HS),55I089,55I089710,74.0,D
4428,2014,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED.(HS),55I089,55I089710,63.0,D
4429,2013,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED.(MS),55I089,55I089511,52.0,F
4430,2014,OKLAHOMA,OKLAHOMA CITY,EMERSON ALTERNATIVE ED.(MS),55I089,55I089511,44.0,F
4431,2013,OKLAHOMA,OKLAHOMA CITY,EUGENE FIELD ES,55I089,55I089215,72.0,C-
4432,2014,OKLAHOMA,OKLAHOMA CITY,EUGENE FIELD ES,55I089,55I089215,67.0,D+
4433,2015,OKLAHOMA,OKLAHOMA CITY,EUGENE FIELD ES,55I089,55I089215,69.0,D+
4434,2016,OKLAHOMA,OKLAHOMA CITY,EUGENE FIELD ES,55I089,55I089215,65.0,D
4435,2015,OKLAHOMA,OKLAHOMA CITY,F.D. MOON ES,55I089,55I089170,53.0,F
4436,2016,OKLAHOMA,OKLAHOMA CITY,F.D. MOON ES,55I089,55I089170,36.0,F
4437,2013,OKLAHOMA,OKLAHOMA CITY,F.D.MOON ES,55I089,55I089170,53.0,F
4438,2014,OKLAHOMA,OKLAHOMA CITY,F.D.MOON ES,55I089,55I089170,47.0,F
4439,2013,OKLAHOMA,OKLAHOMA CITY,FILLMORE ES,55I089,55I089220,59.0,F
4440,2014,OKLAHOMA,OKLAHOMA CITY,FILLMORE ES,55I089,55I089220,56.0,F
4441,2015,OKLAHOMA,OKLAHOMA CITY,FILLMORE ES,55I089,55I089220,56.0,F
4442,2016,OKLAHOMA,OKLAHOMA CITY,FILLMORE ES,55I089,55I089220,53.0,F
4443,2013,OKLAHOMA,OKLAHOMA CITY,GATEWOOD ES,55I089,55I089240,65.0,D
4444,2014,OKLAHOMA,OKLAHOMA CITY,GATEWOOD ES,55I089,55I089240,55.0,F
4445,2015,OKLAHOMA,OKLAHOMA CITY,GATEWOOD ES,55I089,55I089240,74.0,C
4446,2016,OKLAHOMA,OKLAHOMA CITY,GATEWOOD ES,55I089,55I089240,47.0,F
4447,2013,OKLAHOMA,OKLAHOMA CITY,GREEN PASTURES ES,55I089,55I089244,43.0,F
4448,2014,OKLAHOMA,OKLAHOMA CITY,GREEN PASTURES ES,55I089,55I089244,50.0,F
4449,2015,OKLAHOMA,OKLAHOMA CITY,GREEN PASTURES ES,55I089,55I089244,37.0,F
4450,2016,OKLAHOMA,OKLAHOMA CITY,GREEN PASTURES ES,55I089,55I089244,50.0,F
4451,2013,OKLAHOMA,OKLAHOMA CITY,GREYSTONE LOWER ES,55I089,55I089251,36.0,F
4452,2014,OKLAHOMA,OKLAHOMA CITY,GREYSTONE LOWER ES,55I089,55I089251,40.0,F
4455,2013,OKLAHOMA,OKLAHOMA CITY,GREYSTONE UPPER ES,55I089,55I089252,46.0,F
4456,2014,OKLAHOMA,OKLAHOMA CITY,GREYSTONE UPPER ES,55I089,55I089252,50.0,F
4457,2015,OKLAHOMA,OKLAHOMA CITY,GREYSTONE UPPER ES,55I089,55I089252,51.0,F
4458,2016,OKLAHOMA,OKLAHOMA CITY,GREYSTONE UPPER ES,55I089,55I089252,53.0,F
4459,2013,OKLAHOMA,OKLAHOMA CITY,HAWTHORNE ES,55I089,55I089255,56.0,F
4460,2014,OKLAHOMA,OKLAHOMA CITY,HAWTHORNE ES,55I089,55I089255,66.0,D
4461,2015,OKLAHOMA,OKLAHOMA CITY,HAWTHORNE ES,55I089,55I089255,62.0,D-
4462,2016,OKLAHOMA,OKLAHOMA CITY,HAWTHORNE ES,55I089,55I089255,60.0,D-
4463,2013,OKLAHOMA,OKLAHOMA CITY,HAYES ES,55I089,55I089260,57.0,F
4464,2014,OKLAHOMA,OKLAHOMA CITY,HAYES ES,55I089,55I089260,61.0,D-
4465,2015,OKLAHOMA,OKLAHOMA CITY,HAYES ES,55I089,55I089260,62.0,D-
4466,2016,OKLAHOMA,OKLAHOMA CITY,HAYES ES,55I089,55I089260,62.0,D-
4467,2013,OKLAHOMA,OKLAHOMA CITY,HERONVILLE ES,55I089,55I089265,56.0,F
4468,2014,OKLAHOMA,OKLAHOMA CITY,HERONVILLE ES,55I089,55I089265,55.0,F
4469,2015,OKLAHOMA,OKLAHOMA CITY,HERONVILLE ES,55I089,55I089265,53.0,F
4470,2016,OKLAHOMA,OKLAHOMA CITY,HERONVILLE ES,55I089,55I089265,54.0,F
4471,2013,OKLAHOMA,OKLAHOMA CITY,HILLCREST ES,55I089,55I089268,31.0,F
4472,2014,OKLAHOMA,OKLAHOMA CITY,HILLCREST ES,55I089,55I089268,61.0,D-
4473,2015,OKLAHOMA,OKLAHOMA CITY,HILLCREST ES,55I089,55I089268,61.0,D-
4474,2016,OKLAHOMA,OKLAHOMA CITY,HILLCREST ES,55I089,55I089268,62.0,D-
4475,2013,OKLAHOMA,OKLAHOMA CITY,HORACE MANN ES,55I089,55I089270,74.0,C
4476,2014,OKLAHOMA,OKLAHOMA CITY,HORACE MANN ES,55I089,55I089270,77.0,C+
4477,2015,OKLAHOMA,OKLAHOMA CITY,HORACE MANN ES,55I089,55I089270,72.0,C-
4478,2016,OKLAHOMA,OKLAHOMA CITY,HORACE MANN ES,55I089,55I089270,75.0,C
4479,2015,OKLAHOMA,OKLAHOMA CITY,JACKSON ES,55I089,55I089273,69.0,D+
4480,2016,OKLAHOMA,OKLAHOMA CITY,JACKSON ES,55I089,55I089273,63.0,D
4481,2013,OKLAHOMA,OKLAHOMA CITY,JACKSON MS,55I089,55I089515,41.0,F
4482,2014,OKLAHOMA,OKLAHOMA CITY,JACKSON MS,55I089,55I089515,43.0,F
4483,2013,OKLAHOMA,OKLAHOMA CITY,JEFFERSON MS,55I089,55I089518,41.0,F
4484,2014,OKLAHOMA,OKLAHOMA CITY,JEFFERSON MS,55I089,55I089518,54.0,F
4485,2015,OKLAHOMA,OKLAHOMA CITY,JEFFERSON MS,55I089,55I089518,60.0,D-
4486,2016,OKLAHOMA,OKLAHOMA CITY,JEFFERSON MS,55I089,55I089518,52.0,F
4487,2013,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL HS,55I089,55I089726,69.0,D+
4488,2014,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL HS,55I089,55I089726,67.0,D+
4489,2015,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL HS,55I089,55I089726,75.0,C
4490,2016,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL HS,55I089,55I089726,74.0,C
4491,2013,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL MS,55I089,55I089535,48.0,F
4492,2014,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL MS,55I089,55I089535,56.0,F
4493,2015,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL MS,55I089,55I089535,61.0,D-
4494,2016,OKLAHOMA,OKLAHOMA CITY,JOHN MARSHALL MS,55I089,55I089535,46.0,F
4495,2013,OKLAHOMA,OKLAHOMA CITY,JOHNSON ES,55I089,55I089275,73.0,C
4496,2014,OKLAHOMA,OKLAHOMA CITY,JOHNSON ES,55I089,55I089275,70.0,C-
4497,2015,OKLAHOMA,OKLAHOMA CITY,JOHNSON ES,55I089,55I089275,60.0,D-
4498,2016,OKLAHOMA,OKLAHOMA CITY,JOHNSON ES,55I089,55I089275,69.0,D+
4499,2013,OKLAHOMA,OKLAHOMA CITY,KAISER ES,55I089,55I089280,68.0,D+
4500,2014,OKLAHOMA,OKLAHOMA CITY,KAISER ES,55I089,55I089280,58.0,F
4501,2015,OKLAHOMA,OKLAHOMA CITY,KAISER ES,55I089,55I089280,66.0,D
4502,2016,OKLAHOMA,OKLAHOMA CITY,KAISER ES,55I089,55I089280,59.0,F
4503,2013,OKLAHOMA,OKLAHOMA CITY,LEE ES,55I089,55I089295,46.0,F
4504,2014,OKLAHOMA,OKLAHOMA CITY,LEE ES,55I089,55I089295,54.0,F
4505,2015,OKLAHOMA,OKLAHOMA CITY,LEE ES,55I089,55I089295,59.0,F
4506,2016,OKLAHOMA,OKLAHOMA CITY,LEE ES,55I089,55I089295,50.0,F
4507,2013,OKLAHOMA,OKLAHOMA CITY,LINWOOD ES,55I089,55I089305,65.0,D
4508,2014,OKLAHOMA,OKLAHOMA CITY,LINWOOD ES,55I089,55I089305,68.0,D+
4509,2015,OKLAHOMA,OKLAHOMA CITY,LINWOOD ES,55I089,55I089305,67.0,D+
4510,2016,OKLAHOMA,OKLAHOMA CITY,LINWOOD ES,55I089,55I089305,70.0,C-
4511,2015,OKLAHOMA,OKLAHOMA CITY,M.L. KING JR. ES,55I089,55I089283,43.0,F
4512,2016,OKLAHOMA,OKLAHOMA CITY,M.L. KING JR. ES,55I089,55I089283,45.0,F
4513,2013,OKLAHOMA,OKLAHOMA CITY,M.L.KING JR.ES,55I089,55I089283,50.0,F
4514,2014,OKLAHOMA,OKLAHOMA CITY,M.L.KING JR.ES,55I089,55I089283,46.0,F
4515,2013,OKLAHOMA,OKLAHOMA CITY,MARK TWAIN ES,55I089,55I089320,73.0,C
4516,2014,OKLAHOMA,OKLAHOMA CITY,MARK TWAIN ES,55I089,55I089320,63.0,D
4517,2015,OKLAHOMA,OKLAHOMA CITY,MARK TWAIN ES,55I089,55I089320,64.0,D
4518,2016,OKLAHOMA,OKLAHOMA CITY,MARK TWAIN ES,55I089,55I089320,65.0,D
4519,2013,OKLAHOMA,OKLAHOMA CITY,MONROE ES,55I089,55I089335,71.0,C-
4520,2014,OKLAHOMA,OKLAHOMA CITY,MONROE ES,55I089,55I089335,53.0,F
4521,2015,OKLAHOMA,OKLAHOMA CITY,MONROE ES,55I089,55I089335,67.0,D+
4522,2016,OKLAHOMA,OKLAHOMA CITY,MONROE ES,55I089,55I089335,68.0,D+
4523,2013,OKLAHOMA,OKLAHOMA CITY,NICHOLS HILLS ES,55I089,55I089340,81.0,B-
4524,2014,OKLAHOMA,OKLAHOMA CITY,NICHOLS HILLS ES,55I089,55I089340,78.0,C+
4525,2015,OKLAHOMA,OKLAHOMA CITY,NICHOLS HILLS ES,55I089,55I089340,84.0,B
4526,2016,OKLAHOMA,OKLAHOMA CITY,NICHOLS HILLS ES,55I089,55I089340,85.0,B
4527,2013,OKLAHOMA,OKLAHOMA CITY,NORTH HIGHLAND ES,55I089,55I089343,58.0,F
4528,2014,OKLAHOMA,OKLAHOMA CITY,NORTH HIGHLAND ES,55I089,55I089343,38.0,F
4529,2015,OKLAHOMA,OKLAHOMA CITY,NORTH HIGHLAND ES,55I089,55I089343,46.0,F
4530,2016,OKLAHOMA,OKLAHOMA CITY,NORTH HIGHLAND ES,55I089,55I089343,48.0,F
4531,2013,OKLAHOMA,OKLAHOMA CITY,NORTHEAST HS,55I089,55I089760,76.0,C
4532,2014,OKLAHOMA,OKLAHOMA CITY,NORTHEAST HS,55I089,55I089760,81.0,B-
4533,2015,OKLAHOMA,OKLAHOMA CITY,NORTHEAST HS,55I089,55I089760,72.0,C-
4534,2016,OKLAHOMA,OKLAHOMA CITY,NORTHEAST HS,55I089,55I089760,70.0,C-
4535,2013,OKLAHOMA,OKLAHOMA CITY,NORTHEAST MS,55I089,55I089521,55.0,F
4536,2014,OKLAHOMA,OKLAHOMA CITY,NORTHEAST MS,55I089,55I089521,66.0,D
4537,2015,OKLAHOMA,OKLAHOMA CITY,NORTHEAST MS,55I089,55I089521,47.0,F
4538,2016,OKLAHOMA,OKLAHOMA CITY,NORTHEAST MS,55I089,55I089521,50.0,F
4539,2013,OKLAHOMA,OKLAHOMA CITY,NORTHWEST CLASSEN HS,55I089,55I089765,74.0,C
4540,2014,OKLAHOMA,OKLAHOMA CITY,NORTHWEST CLASSEN HS,55I089,55I089765,80.0,B-
4541,2015,OKLAHOMA,OKLAHOMA CITY,NORTHWEST CLASSEN HS,55I089,55I089765,80.0,B-
4542,2016,OKLAHOMA,OKLAHOMA CITY,NORTHWEST CLASSEN HS,55I089,55I089765,70.0,C-
4543,2013,OKLAHOMA,OKLAHOMA CITY,OAKRIDGE ES,55I089,55I089344,47.0,F
4544,2014,OKLAHOMA,OKLAHOMA CITY,OAKRIDGE ES,55I089,55I089344,53.0,F
4545,2015,OKLAHOMA,OKLAHOMA CITY,OAKRIDGE ES,55I089,55I089344,51.0,F
4546,2016,OKLAHOMA,OKLAHOMA CITY,OAKRIDGE ES,55I089,55I089344,41.0,F
4547,2013,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,55I089,55I089750,66.0,D
4548,2014,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,55I089,55I089750,58.0,F
4549,2015,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,55I089,55I089750,66.0,D
4550,2016,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,55I089,55I089750,71.0,C-
4551,2013,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL MS,55I089,55I089540,39.0,F
4552,2014,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL MS,55I089,55I089540,52.0,F
4553,2015,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL MS,55I089,55I089540,54.0,F
4554,2016,OKLAHOMA,OKLAHOMA CITY,OKLAHOMA CENTENNIAL MS,55I089,55I089540,35.0,F
4555,2013,OKLAHOMA,OKLAHOMA CITY,PARMELEE ES,55I089,55I089352,59.0,F
4556,2014,OKLAHOMA,OKLAHOMA CITY,PARMELEE ES,55I089,55I089352,63.0,D
4557,2015,OKLAHOMA,OKLAHOMA CITY,PARMELEE ES,55I089,55I089352,62.0,D-
4558,2016,OKLAHOMA,OKLAHOMA CITY,PARMELEE ES,55I089,55I089352,62.0,D-
4559,2013,OKLAHOMA,OKLAHOMA CITY,PIERCE ES,55I089,55I089353,82.0,B-
4560,2014,OKLAHOMA,OKLAHOMA CITY,PIERCE ES,55I089,55I089353,77.0,C+
4561,2015,OKLAHOMA,OKLAHOMA CITY,PIERCE ES,55I089,55I089353,79.0,C+
4562,2016,OKLAHOMA,OKLAHOMA CITY,PIERCE ES,55I089,55I089353,80.0,B-
4563,2013,OKLAHOMA,OKLAHOMA CITY,PRAIRIE QUEEN ES,55I089,55I089360,60.0,D-
4564,2014,OKLAHOMA,OKLAHOMA CITY,PRAIRIE QUEEN ES,55I089,55I089360,55.0,F
4565,2015,OKLAHOMA,OKLAHOMA CITY,PRAIRIE QUEEN ES,55I089,55I089360,56.0,F
4566,2016,OKLAHOMA,OKLAHOMA CITY,PRAIRIE QUEEN ES,55I089,55I089360,60.0,D-
4567,2013,OKLAHOMA,OKLAHOMA CITY,PUTNAM HEIGHTS ES,55I089,55I089365,56.0,F
4568,2014,OKLAHOMA,OKLAHOMA CITY,PUTNAM HEIGHTS ES,55I089,55I089365,76.0,C
4569,2015,OKLAHOMA,OKLAHOMA CITY,PUTNAM HEIGHTS ES,55I089,55I089365,75.0,C
4570,2016,OKLAHOMA,OKLAHOMA CITY,PUTNAM HEIGHTS ES,55I089,55I089365,63.0,D
4571,2013,OKLAHOMA,OKLAHOMA CITY,QUAIL CREEK ES,55I089,55I089368,79.0,C+
4572,2014,OKLAHOMA,OKLAHOMA CITY,QUAIL CREEK ES,55I089,55I089368,74.0,C
4573,2015,OKLAHOMA,OKLAHOMA CITY,QUAIL CREEK ES,55I089,55I089368,80.0,B-
4574,2016,OKLAHOMA,OKLAHOMA CITY,QUAIL CREEK ES,55I089,55I089368,82.0,B-
4575,2013,OKLAHOMA,OKLAHOMA CITY,RANCHO VILLAGE ES,55I089,55I089370,73.0,C
4576,2014,OKLAHOMA,OKLAHOMA CITY,RANCHO VILLAGE ES,55I089,55I089370,61.0,D-
4577,2015,OKLAHOMA,OKLAHOMA CITY,RANCHO VILLAGE ES,55I089,55I089370,68.0,D+
4578,2016,OKLAHOMA,OKLAHOMA CITY,RANCHO VILLAGE ES,55I089,55I089370,59.0,F
4579,2013,OKLAHOMA,OKLAHOMA CITY,RIDGEVIEW ES,55I089,55I089375,75.0,C
4580,2014,OKLAHOMA,OKLAHOMA CITY,RIDGEVIEW ES,55I089,55I089375,74.0,C
4581,2015,OKLAHOMA,OKLAHOMA CITY,RIDGEVIEW ES,55I089,55I089375,82.0,B-
4582,2016,OKLAHOMA,OKLAHOMA CITY,RIDGEVIEW ES,55I089,55I089375,72.0,C-
4583,2013,OKLAHOMA,OKLAHOMA CITY,ROCKWOOD ES,55I089,55I089385,40.0,F
4584,2014,OKLAHOMA,OKLAHOMA CITY,ROCKWOOD ES,55I089,55I089385,42.0,F
4585,2015,OKLAHOMA,OKLAHOMA CITY,ROCKWOOD ES,55I089,55I089385,49.0,F
4586,2016,OKLAHOMA,OKLAHOMA CITY,ROCKWOOD ES,55I089,55I089385,42.0,F
4587,2013,OKLAHOMA,OKLAHOMA CITY,ROGERS MS,55I089,55I089522,60.0,D-
4588,2014,OKLAHOMA,OKLAHOMA CITY,ROGERS MS,55I089,55I089522,45.0,F
4589,2015,OKLAHOMA,OKLAHOMA CITY,ROGERS MS,55I089,55I089522,53.0,F
4590,2016,OKLAHOMA,OKLAHOMA CITY,ROGERS MS,55I089,55I089522,50.0,F
4591,2013,OKLAHOMA,OKLAHOMA CITY,ROOSEVELT MS,55I089,55I089523,50.0,F
4592,2014,OKLAHOMA,OKLAHOMA CITY,ROOSEVELT MS,55I089,55I089523,59.0,F
4593,2015,OKLAHOMA,OKLAHOMA CITY,ROOSEVELT MS,55I089,55I089523,54.0,F
4594,2016,OKLAHOMA,OKLAHOMA CITY,ROOSEVELT MS,55I089,55I089523,48.0,F
4595,2013,OKLAHOMA,OKLAHOMA CITY,SEQUOYAH ES,55I089,55I089395,61.0,D-
4596,2014,OKLAHOMA,OKLAHOMA CITY,SEQUOYAH ES,55I089,55I089395,61.0,D-
4597,2015,OKLAHOMA,OKLAHOMA CITY,SEQUOYAH ES,55I089,55I089395,59.0,F
4598,2016,OKLAHOMA,OKLAHOMA CITY,SEQUOYAH ES,55I089,55I089395,57.0,F
4599,2013,OKLAHOMA,OKLAHOMA CITY,SHIDLER ES,55I089,55I089400,45.0,F
4600,2014,OKLAHOMA,OKLAHOMA CITY,SHIDLER ES,55I089,55I089400,44.0,F
4601,2015,OKLAHOMA,OKLAHOMA CITY,SHIDLER ES,55I089,55I089400,48.0,F
4602,2016,OKLAHOMA,OKLAHOMA CITY,SHIDLER ES,55I089,55I089400,44.0,F
4603,2013,OKLAHOMA,OKLAHOMA CITY,SOUTHEAST HS,55I089,55I089770,94.0,A
4604,2014,OKLAHOMA,OKLAHOMA CITY,SOUTHEAST HS,55I089,55I089770,95.0,A
4605,2015,OKLAHOMA,OKLAHOMA CITY,SOUTHEAST HS,55I089,55I089770,94.0,A
4606,2016,OKLAHOMA,OKLAHOMA CITY,SOUTHEAST HS,55I089,55I089770,84.0,B
4607,2013,OKLAHOMA,OKLAHOMA CITY,SOUTHERN HILLS ES,55I089,55I089407,54.0,F
4608,2014,OKLAHOMA,OKLAHOMA CITY,SOUTHERN HILLS ES,55I089,55I089407,51.0,F
4609,2015,OKLAHOMA,OKLAHOMA CITY,SOUTHERN HILLS ES,55I089,55I089407,61.0,D-
4610,2016,OKLAHOMA,OKLAHOMA CITY,SOUTHERN HILLS ES,55I089,55I089407,64.0,D
4611,2013,OKLAHOMA,OKLAHOMA CITY,SPENCER ES,55I089,55I089408,64.0,D
4612,2014,OKLAHOMA,OKLAHOMA CITY,SPENCER ES,55I089,55I089408,45.0,F
4613,2015,OKLAHOMA,OKLAHOMA CITY,SPENCER ES,55I089,55I089408,37.0,F
4614,2016,OKLAHOMA,OKLAHOMA CITY,SPENCER ES,55I089,55I089408,48.0,F
4615,2013,OKLAHOMA,OKLAHOMA CITY,STAND WATIE ES,55I089,55I089410,65.0,D
4616,2014,OKLAHOMA,OKLAHOMA CITY,STAND WATIE ES,55I089,55I089410,58.0,F
4617,2015,OKLAHOMA,OKLAHOMA CITY,STAND WATIE ES,55I089,55I089410,51.0,F
4618,2016,OKLAHOMA,OKLAHOMA CITY,STAND WATIE ES,55I089,55I089410,52.0,F
4619,2013,OKLAHOMA,OKLAHOMA CITY,STAR SPENCER HS,55I089,55I089780,74.0,C
4620,2014,OKLAHOMA,OKLAHOMA CITY,STAR SPENCER HS,55I089,55I089780,59.0,F
4621,2015,OKLAHOMA,OKLAHOMA CITY,STAR SPENCER HS,55I089,55I089780,63.0,D
4622,2016,OKLAHOMA,OKLAHOMA CITY,STAR SPENCER HS,55I089,55I089780,57.0,F
4623,2013,OKLAHOMA,OKLAHOMA CITY,TAFT MS,55I089,55I089525,63.0,D
4624,2014,OKLAHOMA,OKLAHOMA CITY,TAFT MS,55I089,55I089525,60.0,D-
4625,2015,OKLAHOMA,OKLAHOMA CITY,TAFT MS,55I089,55I089525,67.0,D+
4626,2016,OKLAHOMA,OKLAHOMA CITY,TAFT MS,55I089,55I089525,50.0,F
4627,2013,OKLAHOMA,OKLAHOMA CITY,TELSTAR ES,55I089,55I089417,31.0,F
4628,2014,OKLAHOMA,OKLAHOMA CITY,TELSTAR ES,55I089,55I089417,38.0,F
4629,2015,OKLAHOMA,OKLAHOMA CITY,TELSTAR ES,55I089,55I089417,48.0,F
4630,2016,OKLAHOMA,OKLAHOMA CITY,TELSTAR ES,55I089,55I089417,47.0,F
4631,2015,OKLAHOMA,OKLAHOMA CITY,THELMA R. PARKS ES,55I089,55I089350,63.0,D
4632,2016,OKLAHOMA,OKLAHOMA CITY,THELMA R. PARKS ES,55I089,55I089350,39.0,F
4633,2013,OKLAHOMA,OKLAHOMA CITY,THELMA R.PARKS ES,55I089,55I089350,52.0,F
4634,2014,OKLAHOMA,OKLAHOMA CITY,THELMA R.PARKS ES,55I089,55I089350,72.0,C-
4635,2015,OKLAHOMA,OKLAHOMA CITY,U. S. GRANT HS,55I089,55I089712,80.0,B-
4636,2016,OKLAHOMA,OKLAHOMA CITY,U. S. GRANT HS,55I089,55I089712,73.0,C
4637,2013,OKLAHOMA,OKLAHOMA CITY,U.S.GRANT HS,55I089,55I089712,89.0,B+
4638,2014,OKLAHOMA,OKLAHOMA CITY,U.S.GRANT HS,55I089,55I089712,85.0,B
4639,2013,OKLAHOMA,OKLAHOMA CITY,VAN BUREN ES,55I089,55I089440,64.0,D
4640,2014,OKLAHOMA,OKLAHOMA CITY,VAN BUREN ES,55I089,55I089440,70.0,C-
4641,2015,OKLAHOMA,OKLAHOMA CITY,VAN BUREN ES,55I089,55I089440,67.0,D+
4642,2016,OKLAHOMA,OKLAHOMA CITY,VAN BUREN ES,55I089,55I089440,73.0,C
4643,2013,OKLAHOMA,OKLAHOMA CITY,WEBSTER MS,55I089,55I089530,51.0,F
