RecordNumber,Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ELA_ExamCount,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCount,Math_GrowthIndex,Math_LetterGrade,OverallExamCount,OverallGrowthIndex,OverallLetterGrade
3012,2014,57,I029,715,57I029715,Barnsdall,"Barnsdall HS",NULL,NULL,NULL,NULL,NULL,NULL,10,70,"C    "
1220,2015,57,I029,715,57I029715,BARNSDALL,"BARNSDALL HS",,,,,,,10,50,"F    "
4809,2016,57,I029,715,57I029715,BARNSDALL,"BARNSDALL HS",NULL,NULL,NULL,NULL,NULL,"A    ",19,84,"B    "
3011,2014,57,I029,615,57I029615,Barnsdall,"Barnsdall JHS",15,53,"F    ",14,43,"F    ",29,48,"F    "
1219,2015,57,I029,615,57I029615,BARNSDALL,"BARNSDALL JHS",21,62,"D    ",21,24,"F    ",42,43,"F    "
4808,2016,57,I029,615,57I029615,BARNSDALL,"BARNSDALL JHS",16,38,"F    ",16,69,"D    ",32,53,"F    "
3555,2014,74,I030,705,74I030705,Bartlesville,"Bartlesville HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1761,2015,74,I030,705,74I030705,BARTLESVILLE,"BARTLESVILLE HS",N/A,N/A,N/A,,,,,,""
5353,2016,74,I030,705,74I030705,BARTLESVILLE,"BARTLESVILLE HS",92,64,"D    ",100,61,"D    ",192,63,"D    "
3556,2014,74,I030,710,74I030710,Bartlesville,"Bartlesville Mhs",81,84,"B    ",59,88,"B    ",140,86,"B    "
1762,2015,74,I030,710,74I030710,BARTLESVILLE,"BARTLESVILLE MHS",87,79,"C    ",94,89,"B    ",181,85,"B    "
3553,2014,74,I030,505,74I030505,Bartlesville,"Central MS",147,57,"F    ",144,51,"F    ",291,54,"F    "
1759,2015,74,I030,505,74I030505,BARTLESVILLE,"CENTRAL MS",152,46,"F    ",152,51,"F    ",304,49,"F    "
5351,2016,74,I030,505,74I030505,BARTLESVILLE,"CENTRAL MS",133,50,"F    ",133,52,"F    ",266,51,"F    "
3548,2014,74,I030,120,74I030120,Bartlesville,"Hoover ES",26,58,"F    ",26,65,"D    ",52,62,"D    "
1754,2015,74,I030,120,74I030120,BARTLESVILLE,"HOOVER ES",28,75,"C    ",28,57,"F    ",56,66,"D    "
5346,2016,74,I030,120,74I030120,BARTLESVILLE,"HOOVER ES",29,59,"F    ",29,86,"B    ",58,72,"C    "
3549,2014,74,I030,130,74I030130,Bartlesville,"Jane Phillips ES",18,56,"F    ",18,72,"C    ",36,64,"D    "
1755,2015,74,I030,130,74I030130,BARTLESVILLE,"JANE PHILLIPS ES",19,58,"F    ",19,68,"D    ",38,63,"D    "
5347,2016,74,I030,130,74I030130,BARTLESVILLE,"JANE PHILLIPS ES",20,45,"F    ",20,40,"F    ",40,43,"F    "
3554,2014,74,I030,510,74I030510,Bartlesville,"Madison MS",138,62,"D    ",136,56,"F    ",274,59,"F    "
1760,2015,74,I030,510,74I030510,BARTLESVILLE,"MADISON MS",131,51,"F    ",132,49,"F    ",263,50,"F    "
5352,2016,74,I030,510,74I030510,BARTLESVILLE,"MADISON MS",146,59,"F    ",146,51,"F    ",292,55,"F    "
3550,2014,74,I030,160,74I030160,Bartlesville,"Ranch Heights ES",35,51,"F    ",35,66,"D    ",70,59,"F    "
1756,2015,74,I030,160,74I030160,BARTLESVILLE,"RANCH HEIGHTS ES",31,58,"F    ",31,77,"C    ",62,68,"D    "
5348,2016,74,I030,160,74I030160,BARTLESVILLE,"RANCH HEIGHTS ES",34,68,"D    ",34,79,"C    ",68,74,"C    "
3547,2014,74,I030,110,74I030110,Bartlesville,"Richard Kane ES",26,31,"F    ",27,56,"F    ",53,43,"F    "
1753,2015,74,I030,110,74I030110,BARTLESVILLE,"RICHARD KANE ES",30,53,"F    ",30,43,"F    ",60,48,"F    "
5345,2016,74,I030,110,74I030110,BARTLESVILLE,"RICHARD KANE ES",29,59,"F    ",29,52,"F    ",58,55,"F    "
3551,2014,74,I030,175,74I030175,Bartlesville,"Wayside ES",35,74,"C    ",36,89,"B    ",71,82,"B    "
1757,2015,74,I030,175,74I030175,BARTLESVILLE,"WAYSIDE ES",38,76,"C    ",38,95,"A    ",76,86,"B    "
5349,2016,74,I030,175,74I030175,BARTLESVILLE,"WAYSIDE ES",39,67,"D    ",40,68,"D    ",79,67,"D    "
3552,2014,74,I030,185,74I030185,Bartlesville,"Woodrow Wilson ES",35,49,"F    ",36,78,"C    ",71,63,"D    "
1758,2015,74,I030,185,74I030185,BARTLESVILLE,"WOODROW WILSON ES",33,61,"D    ",33,82,"B    ",66,71,"C    "
5350,2016,74,I030,185,74I030185,BARTLESVILLE,"WOODROW WILSON ES",33,55,"F    ",33,88,"B    ",66,71,"C    "
2651,2014,48,I071,105,48I071105,Battiest,"Battiest ES",22,59,"F    ",22,68,"D    ",44,64,"D    "
862,2015,48,I071,105,48I071105,BATTIEST,"BATTIEST ES",22,55,"F    ",22,64,"D    ",44,59,"F    "
4446,2016,48,I071,105,48I071105,BATTIEST,"BATTIEST ES",23,48,"F    ",23,35,"F    ",46,41,"F    "
2652,2014,48,I071,715,48I071715,Battiest,"Battiest HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
863,2015,48,I071,715,48I071715,BATTIEST,"BATTIEST HS",,,,,,,,,""
4447,2016,48,I071,715,48I071715,BATTIEST,"BATTIEST HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2735,2014,54,C029,105,54C029105,Bearden,"Bearden Public School",12,33,"F    ",12,75,"C    ",24,54,"F    "
941,2015,54,C029,105,54C029105,BEARDEN,"BEARDEN PUBLIC SCHOOL",,,,,,,18,78,"C    "
4524,2016,54,C029,105,54C029105,BEARDEN,"BEARDEN PUBLIC SCHOOL",NULL,NULL,NULL,NULL,NULL,NULL,14,57,"F    "
1828,2014,4,I022,105,04I022105,Beaver,"Beaver ES",28,54,"F    ",28,68,"D    ",56,61,"D    "
35,2015,4,I022,105,04I022105,BEAVER,"BEAVER ES",29,52,"F    ",29,66,"D    ",58,59,"F    "
3622,2016,4,I022,105,04I022105,BEAVER,"BEAVER ES",29,66,"D    ",29,59,"F    ",58,62,"D    "
1829,2014,4,I022,705,04I022705,Beaver,"Beaver HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
36,2015,4,I022,705,04I022705,BEAVER,"BEAVER HS",,,,,,,,,""
3623,2016,4,I022,705,04I022705,BEAVER,"BEAVER HS",NULL,NULL,NULL,NULL,NULL,NULL,11,73,"C    "
2986,2014,56,I004,105,56I004105,Beggs,"Beggs ES",20,50,"F    ",20,35,"F    ",40,43,"F    "
1195,2015,56,I004,105,56I004105,BEGGS,"BEGGS ES",19,42,"F    ",19,63,"D    ",38,53,"F    "
4784,2016,56,I004,105,56I004105,BEGGS,"BEGGS ES",21,76,"C    ",21,76,"C    ",42,76,"C    "
2989,2014,56,I004,705,56I004705,Beggs,"Beggs HS",NULL,NULL,"F    ",NULL,NULL,NULL,28,46,"F    "
1197,2015,56,I004,705,56I004705,BEGGS,"BEGGS HS",16,69,"D    ",10,80,"B    ",26,73,"C    "
4786,2016,56,I004,705,56I004705,BEGGS,"BEGGS HS",20,40,"F    ",21,76,"C    ",41,59,"F    "
2988,2014,56,I004,505,56I004505,Beggs,"Beggs MS",37,49,"F    ",36,47,"F    ",73,48,"F    "
1196,2015,56,I004,505,56I004505,BEGGS,"BEGGS MS",81,43,"F    ",82,33,"F    ",163,38,"F    "
4785,2016,56,I004,505,56I004505,BEGGS,"BEGGS MS",79,46,"F    ",79,56,"F    ",158,51,"F    "
2987,2014,56,I004,405,56I004405,Beggs,"Beggs Upper ES",38,37,"F    ",37,27,"F    ",75,32,"F    "
3257,2014,68,C050,110,68C050110,Belfonte,"Belfonte Bell ES (Adair Cnty)",NULL,NULL,NULL,NULL,NULL,NULL,18,100,"A    "
1464,2015,68,C050,110,68C050110,BELFONTE,"BELFONTE BELL ES (ADAIR CNTY)",,,,,,,14,29,"F    "
5050,2016,68,C050,110,68C050110,BELFONTE,"BELFONTE BELL ES (ADAIR CNTY)",NULL,NULL,NULL,NULL,NULL,NULL,14,86,"B    "
3256,2014,68,C050,105,68C050105,Belfonte,"Belfonte Public School",NULL,NULL,NULL,NULL,NULL,NULL,16,94,"A    "
1463,2015,68,C050,105,68C050105,BELFONTE,"BELFONTE PUBLIC SCHOOL",,,,,,,16,50,"F    "
5049,2016,68,C050,105,68C050105,BELFONTE,"BELFONTE PUBLIC SCHOOL",11,100,"A    ",11,91,"A    ",22,95,"A    "
1873,2014,7,I040,105,07I040105,Bennington,"Bennington ES",16,88,"B    ",16,63,"D    ",32,75,"C    "
80,2015,7,I040,105,07I040105,BENNINGTON,"BENNINGTON ES",22,73,"C    ",22,59,"F    ",44,66,"D    "
3667,2016,7,I040,105,07I040105,BENNINGTON,"BENNINGTON ES",21,62,"D    ",21,48,"F    ",42,55,"F    "
1874,2014,7,I040,705,07I040705,Bennington,"Bennington HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
81,2015,7,I040,705,07I040705,BENNINGTON,"BENNINGTON HS",,,,,,,,,""
3668,2016,7,I040,705,07I040705,BENNINGTON,"BENNINGTON HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3501,2014,72,I010,105,72I010105,Berryhill,"Berryhill ES South",61,41,"F    ",61,48,"F    ",122,44,"F    "
1708,2015,72,I010,105,72I010105,BERRYHILL,"BERRYHILL ES SOUTH",62,39,"F    ",62,50,"F    ",124,44,"F    "
5300,2016,72,I010,105,72I010105,BERRYHILL,"BERRYHILL ES SOUTH",59,54,"F    ",59,49,"F    ",118,52,"F    "
3503,2014,72,I010,705,72I010705,Berryhill,"Berryhill HS",24,92,"A    ",15,60,"D    ",39,79,"C    "
1710,2015,72,I010,705,72I010705,BERRYHILL,"BERRYHILL HS",24,92,"A    ",25,88,"B    ",49,90,"A    "
5302,2016,72,I010,705,72I010705,BERRYHILL,"BERRYHILL HS",26,69,"D    ",25,80,"B    ",51,75,"C    "
3502,2014,72,I010,510,72I010510,Berryhill,"Berryhill MS",42,67,"D    ",42,67,"D    ",84,67,"D    "
1709,2015,72,I010,510,72I010510,BERRYHILL,"BERRYHILL MS",43,79,"C    ",43,58,"F    ",86,69,"D    "
5301,2016,72,I010,510,72I010510,BERRYHILL,"BERRYHILL MS",46,72,"C    ",45,69,"D    ",91,70,"C    "
2894,2014,55,I088,705,55I088705,Bethany,"Bethany HS",28,100,"A    ",20,65,"D    ",48,85,"B    "
1093,2015,55,I088,705,55I088705,BETHANY,"BETHANY HS",26,96,"A    ",30,57,"F    ",56,75,"C    "
4676,2016,55,I088,705,55I088705,BETHANY,"BETHANY HS",30,57,"F    ",27,56,"F    ",57,56,"F    "
2893,2014,55,I088,505,55I088505,Bethany,"Bethany MS",77,77,"C    ",78,94,"A    ",155,85,"B    "
1092,2015,55,I088,505,55I088505,BETHANY,"BETHANY MS",83,60,"D    ",84,77,"C    ",167,69,"D    "
4675,2016,55,I088,505,55I088505,BETHANY,"BETHANY MS",89,57,"F    ",89,65,"D    ",178,61,"D    "
2892,2014,55,I088,110,55I088110,Bethany,"Children'S Ctr",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1091,2015,55,I088,110,55I088110,BETHANY,"CHILDREN'S CTR",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
4674,2016,55,I088,110,55I088110,BETHANY,"CHILDREN'S CTR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2891,2014,55,I088,105,55I088105,Bethany,"Earl Harris ES",49,80,"B    ",49,80,"B    ",98,80,"B    "
1090,2015,55,I088,105,55I088105,BETHANY,"EARL HARRIS ES",53,77,"C    ",54,85,"B    ",107,81,"B    "
4673,2016,55,I088,105,55I088105,BETHANY,"EARL HARRIS ES",52,75,"C    ",52,85,"B    ",104,80,"B    "
3148,2014,63,I003,105,63I003105,Bethel,"Bethel ES",37,54,"F    ",39,64,"D    ",76,59,"F    "
1355,2015,63,I003,105,63I003105,BETHEL,"BETHEL ES",45,38,"F    ",45,56,"F    ",90,47,"F    "
4942,2016,63,I003,105,63I003105,BETHEL,"BETHEL ES",46,61,"D    ",46,65,"D    ",92,63,"D    "
3150,2014,63,I003,705,63I003705,Bethel,"Bethel HS",19,79,"C    ",11,73,"C    ",30,77,"C    "
1357,2015,63,I003,705,63I003705,BETHEL,"BETHEL HS",21,81,"B    ",22,77,"C    ",43,79,"C    "
4944,2016,63,I003,705,63I003705,BETHEL,"BETHEL HS",24,67,"D    ",27,52,"F    ",51,59,"F    "
3149,2014,63,I003,505,63I003505,Bethel,"Bethel MS",63,68,"D    ",64,52,"F    ",127,60,"D    "
1356,2015,63,I003,505,63I003505,BETHEL,"BETHEL MS",73,48,"F    ",73,52,"F    ",146,50,"F    "
4943,2016,63,I003,505,63I003505,BETHEL,"BETHEL MS",67,57,"F    ",67,54,"F    ",134,55,"F    "
2162,2014,17,I333,105,17I333105,"Big Pasture","Big Pasture ES",15,80,"B    ",15,67,"D    ",30,73,"C    "
371,2015,17,I333,105,17I333105,"BIG PASTURE","BIG PASTURE ES",15,80,"B    ",15,73,"C    ",30,77,"C    "
3954,2016,17,I333,105,17I333105,"BIG PASTURE","BIG PASTURE ES",15,80,"B    ",15,73,"C    ",30,77,"C    "
2163,2014,17,I333,705,17I333705,"Big Pasture","Big Pasture HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
372,2015,17,I333,705,17I333705,"BIG PASTURE","BIG PASTURE HS",,,,,,,,,""
3955,2016,17,I333,705,17I333705,"BIG PASTURE","BIG PASTURE HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2720,2014,52,I002,105,52I002105,Billings,"Billings ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
926,2015,52,I002,105,52I002105,BILLINGS,"BILLINGS ES",,,,,,,,,""
4509,2016,52,I002,105,52I002105,BILLINGS,"BILLINGS ES",NULL,NULL,NULL,NULL,NULL,NULL,10,30,"F    "
2721,2014,52,I002,705,52I002705,Billings,"Billings HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
927,2015,52,I002,705,52I002705,BILLINGS,"BILLINGS HS",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
4510,2016,52,I002,705,52I002705,BILLINGS,"BILLINGS HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1912,2014,8,I168,105,08I168105,Binger-Oney,"Binger-Oney ES",29,38,"F    ",29,59,"F    ",58,48,"F    "
119,2015,8,I168,105,08I168105,BINGER-ONEY,"BINGER-ONEY ES",33,36,"F    ",33,24,"F    ",66,30,"F    "
3706,2016,8,I168,105,08I168105,BINGER-ONEY,"BINGER-ONEY ES",32,53,"F    ",32,28,"F    ",64,41,"F    "
1913,2014,8,I168,705,08I168705,Binger-Oney,"Binger-Oney HS",NULL,NULL,NULL,NULL,NULL,NULL,11,82,"B    "
120,2015,8,I168,705,08I168705,BINGER-ONEY,"BINGER-ONEY HS",,,,,,,11,45,"F    "
3707,2016,8,I168,705,08I168705,BINGER-ONEY,"BINGER-ONEY HS",NULL,NULL,NULL,NULL,NULL,NULL,11,64,"D    "
2104,2014,16,C049,105,16C049105,Bishop,"Bishop Public School",34,65,"D    ",34,85,"B    ",68,75,"C    "
314,2015,16,C049,105,16C049105,BISHOP,"BISHOP PUBLIC SCHOOL",34,59,"F    ",34,94,"A    ",68,76,"C    "
3902,2016,16,C049,105,16C049105,BISHOP,"BISHOP PUBLIC SCHOOL",35,69,"D    ",35,97,"A    ",70,83,"B    "
3464,2014,72,I004,705,72I004705,Bixby,"Bixby HS",78,92,"A    ",61,84,"B    ",139,88,"B    "
1671,2015,72,I004,705,72I004705,BIXBY,"BIXBY HS",85,86,"B    ",86,80,"B    ",171,83,"B    "
5261,2016,72,I004,705,72I004705,BIXBY,"BIXBY HS",98,77,"C    ",97,74,"C    ",195,75,"C    "
3463,2014,72,I004,505,72I004505,Bixby,"Bixby MS",183,76,"C    ",172,74,"C    ",355,75,"C    "
1670,2015,72,I004,505,72I004505,BIXBY,"BIXBY MS",199,78,"C    ",199,69,"D    ",398,74,"C    "
5260,2016,72,I004,505,72I004505,BIXBY,"BIXBY MS",198,66,"D    ",197,63,"D    ",395,65,"D    "
3459,2014,72,I004,120,72I004120,Bixby,"Bixby North ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1666,2015,72,I004,120,72I004120,BIXBY,"BIXBY NORTH ES",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A"
5256,2016,72,I004,120,72I004120,BIXBY,"BIXBY NORTH ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3458,2014,72,I004,110,72I004110,Bixby,"Central ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
1665,2015,72,I004,110,72I004110,BIXBY,"CENTRAL ES",,,,,,,,,""
5255,2016,72,I004,110,72I004110,BIXBY,"CENTRAL ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
3461,2014,72,I004,140,72I004140,Bixby,"Central Intermediate School",109,58,"F    ",112,79,"C    ",221,69,"D    "
1668,2015,72,I004,140,72I004140,BIXBY,"CENTRAL INTERMEDIATE SCHOOL",120,51,"F    ",120,63,"D    ",240,57,"F    "
5258,2016,72,I004,140,72I004140,BIXBY,"CENTRAL INTERMEDIATE SCHOOL",127,60,"D    ",127,64,"D    ",254,62,"D    "
3460,2014,72,I004,130,72I004130,Bixby,"North Intermediate School",120,70,"C    ",122,75,"C    ",242,72,"C    "
1667,2015,72,I004,130,72I004130,BIXBY,"NORTH INTERMEDIATE SCHOOL",127,57,"F    ",128,67,"D    ",255,62,"D    "
5257,2016,72,I004,130,72I004130,BIXBY,"NORTH INTERMEDIATE SCHOOL",128,71,"C    ",128,67,"D    ",256,69,"D    "
3462,2014,72,I004,150,72I004150,Bixby,"Northeast ES And Is",48,69,"D    ",49,37,"F    ",97,53,"F    "
1669,2015,72,I004,150,72I004150,BIXBY,"NORTHEAST ES AND IS",52,48,"F    ",52,62,"D    ",104,55,"F    "
5259,2016,72,I004,150,72I004150,BIXBY,"NORTHEAST ES AND IS",59,53,"F    ",59,61,"D    ",118,57,"F    "
2432,2014,36,I045,125,36I045125,Blackwell,"Blackwell ES",43,28,"F    ",43,53,"F    ",86,41,"F    "
641,2015,36,I045,125,36I045125,BLACKWELL,"BLACKWELL ES",36,47,"F    ",36,64,"D    ",72,56,"F    "
4226,2016,36,I045,125,36I045125,BLACKWELL,"BLACKWELL ES",38,47,"F    ",38,61,"D    ",76,54,"F    "
2434,2014,36,I045,705,36I045705,Blackwell,"Blackwell HS",18,72,"C    ",19,32,"F    ",37,51,"F    "
643,2015,36,I045,705,36I045705,BLACKWELL,"BLACKWELL HS",20,80,"B    ",25,52,"F    ",45,64,"D    "
4228,2016,36,I045,705,36I045705,BLACKWELL,"BLACKWELL HS",22,50,"F    ",24,46,"F    ",46,48,"F    "
2433,2014,36,I045,505,36I045505,Blackwell,"Blackwell MS",62,60,"D    ",63,65,"D    ",125,62,"D    "
642,2015,36,I045,505,36I045505,BLACKWELL,"BLACKWELL MS",64,33,"F    ",64,52,"F    ",128,42,"F    "
4227,2016,36,I045,505,36I045505,BLACKWELL,"BLACKWELL MS",58,67,"D    ",59,64,"D    ",117,66,"D    "
2431,2014,36,I045,105,36I045105,Blackwell,"Huston Ec Ctr",43,28,"F    ",43,53,"F    ",86,41,"F    "
2405,2014,33,I054,105,33I054105,Blair,"Blair ES",19,32,"F    ",19,21,"F    ",38,26,"F    "
615,2015,33,I054,105,33I054105,BLAIR,"BLAIR ES",22,55,"F    ",22,50,"F    ",44,52,"F    "
4200,2016,33,I054,105,33I054105,BLAIR,"BLAIR ES",23,30,"F    ",23,43,"F    ",46,37,"F    "
2406,2014,33,I054,705,33I054705,Blair,"Blair HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
616,2015,33,I054,705,33I054705,BLAIR,"BLAIR HS",,,,,,,,,""
4201,2016,33,I054,705,33I054705,BLAIR,"BLAIR HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2624,2014,47,I029,105,47I029105,Blanchard,"Blanchard ES",58,55,"F    ",59,54,"F    ",117,55,"F    "
835,2015,47,I029,105,47I029105,BLANCHARD,"BLANCHARD ES",62,44,"F    ",62,48,"F    ",124,46,"F    "
4419,2016,47,I029,105,47I029105,BLANCHARD,"BLANCHARD ES",66,56,"F    ",66,53,"F    ",132,55,"F    "
2627,2014,47,I029,705,47I029705,Blanchard,"Blanchard HS",22,86,"B    ",21,90,"A    ",43,88,"B    "
838,2015,47,I029,705,47I029705,BLANCHARD,"BLANCHARD HS",24,88,"B    ",32,72,"C    ",56,79,"C    "
4422,2016,47,I029,705,47I029705,BLANCHARD,"BLANCHARD HS",31,61,"D    ",35,71,"C    ",66,67,"D    "
2625,2014,47,I029,110,47I029110,Blanchard,"Blanchard Intermediate ES",58,55,"F    ",59,54,"F    ",117,55,"F    "
836,2015,47,I029,110,47I029110,BLANCHARD,"BLANCHARD INTERMEDIATE ES",62,44,"F    ",62,48,"F    ",124,46,"F    "
4420,2016,47,I029,110,47I029110,BLANCHARD,"BLANCHARD INTERMEDIATE ES",66,56,"F    ",66,53,"F    ",132,55,"F    "
2626,2014,47,I029,510,47I029510,Blanchard,"Blanchard MS",80,88,"B    ",76,75,"C    ",156,81,"B    "
837,2015,47,I029,510,47I029510,BLANCHARD,"BLANCHARD MS",92,62,"D    ",92,52,"F    ",184,57,"F    "
4421,2016,47,I029,510,47I029510,BLANCHARD,"BLANCHARD MS",98,82,"B    ",98,53,"F    ",196,67,"D    "
2171,2014,18,I020,105,18I020105,Bluejacket,"Bluejacket ES",NULL,NULL,NULL,NULL,NULL,NULL,14,64,"D    "
380,2015,18,I020,105,18I020105,BLUEJACKET,"BLUEJACKET ES",,,,,,,12,42,"F    "
3963,2016,18,I020,105,18I020105,BLUEJACKET,"BLUEJACKET ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2173,2014,18,I020,705,18I020705,Bluejacket,"Bluejacket HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
382,2015,18,I020,705,18I020705,BLUEJACKET,"BLUEJACKET HS",,,,,,,,,""
3965,2016,18,I020,705,18I020705,BLUEJACKET,"BLUEJACKET HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2172,2014,18,I020,505,18I020505,Bluejacket,"Bluejacket MS",NULL,NULL,NULL,NULL,NULL,NULL,18,67,"D    "
381,2015,18,I020,505,18I020505,BLUEJACKET,"BLUEJACKET MS",11,36,"F    ",11,36,"F    ",22,36,"F    "
3964,2016,18,I020,505,18I020505,BLUEJACKET,"BLUEJACKET MS",13,31,"F    ",13,31,"F    ",26,31,"F    "
2021,2014,13,I002,105,13I002105,"Boise City","Boise City ES",12,33,"F    ",12,75,"C    ",24,54,"F    "
230,2015,13,I002,105,13I002105,"BOISE CITY","BOISE CITY ES",11,27,"F    ",11,64,"D    ",22,45,"F    "
3816,2016,13,I002,105,13I002105,"BOISE CITY","BOISE CITY ES",NULL,NULL,NULL,NULL,NULL,"C    ",19,74,"C    "
2023,2014,13,I002,705,13I002705,"Boise City","Boise City HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
232,2015,13,I002,705,13I002705,"BOISE CITY","BOISE CITY HS",,,,,,,,,""
3818,2016,13,I002,705,13I002705,"BOISE CITY","BOISE CITY HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2022,2014,13,I002,505,13I002505,"Boise City","Boise City JHS",NULL,NULL,NULL,NULL,NULL,NULL,14,71,"C    "
231,2015,13,I002,505,13I002505,"BOISE CITY","BOISE CITY JHS",,,,,,,16,63,"D    "
3817,2016,13,I002,505,13I002505,"BOISE CITY","BOISE CITY JHS",NULL,NULL,NULL,NULL,NULL,NULL,18,56,"F    "
2506,2014,40,I026,105,40I026105,Bokoshe,"Bokoshe ES",NULL,NULL,NULL,NULL,NULL,NULL,12,42,"F    "
715,2015,40,I026,105,40I026105,BOKOSHE,"BOKOSHE ES",10,100,"A    ",10,70,"C    ",20,85,"B    "
4301,2016,40,I026,105,40I026105,BOKOSHE,"BOKOSHE ES",NULL,NULL,NULL,NULL,NULL,NULL,18,33,"F    "
2508,2014,40,I026,715,40I026715,Bokoshe,"Bokoshe HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
717,2015,40,I026,715,40I026715,BOKOSHE,"BOKOSHE HS",,,,N/A,N/A,N/A,,,""
4303,2016,40,I026,715,40I026715,BOKOSHE,"BOKOSHE HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2507,2014,40,I026,615,40I026615,Bokoshe,"Bokoshe JHS",NULL,NULL,NULL,NULL,NULL,NULL,12,83,"B    "
716,2015,40,I026,615,40I026615,BOKOSHE,"BOKOSHE JHS",,,,,,,12,50,"F    "
4302,2016,40,I026,615,40I026615,BOKOSHE,"BOKOSHE JHS",NULL,NULL,NULL,NULL,NULL,NULL,15,80,"B    "
1896,2014,8,I056,105,08I056105,Boone-Apache,"Apache ES",21,38,"F    ",21,38,"F    ",42,38,"F    "
103,2015,8,I056,105,08I056105,BOONE-APACHE,"APACHE ES",22,50,"F    ",22,36,"F    ",44,43,"F    "
3690,2016,8,I056,105,08I056105,BOONE-APACHE,"APACHE ES",18,39,"F    ",18,50,"F    ",36,44,"F    "
1898,2014,8,I056,705,08I056705,Boone-Apache,"Apache HS",NULL,NULL,NULL,NULL,NULL,NULL,14,79,"C    "
105,2015,8,I056,705,08I056705,BOONE-APACHE,"APACHE HS",,,,,,,16,56,"F    "
3692,2016,8,I056,705,08I056705,BOONE-APACHE,"APACHE HS",NULL,NULL,NULL,NULL,NULL,"D    ",20,70,"C    "
1897,2014,8,I056,505,08I056505,Boone-Apache,"Apache MS",30,37,"F    ",29,48,"F    ",59,42,"F    "
104,2015,8,I056,505,08I056505,BOONE-APACHE,"APACHE MS",33,64,"D    ",33,48,"F    ",66,56,"F    "
3691,2016,8,I056,505,08I056505,BOONE-APACHE,"APACHE MS",31,45,"F    ",31,26,"F    ",62,35,"F    "
2010,2014,12,I001,105,12I001105,Boswell,"Boswell ES",16,25,"F    ",16,44,"F    ",32,34,"F    "
218,2015,12,I001,105,12I001105,BOSWELL,"BOSWELL ES",19,58,"F    ",19,63,"D    ",38,61,"D    "
3804,2016,12,I001,105,12I001105,BOSWELL,"BOSWELL ES",18,56,"F    ",18,56,"F    ",36,56,"F    "
2012,2014,12,I001,715,12I001715,Boswell,"Boswell HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
220,2015,12,I001,715,12I001715,BOSWELL,"BOSWELL HS",,,,,,,,,""
3806,2016,12,I001,715,12I001715,BOSWELL,"BOSWELL HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL"
2011,2014,12,I001,515,12I001515,Boswell,"Boswell MS",NULL,NULL,NULL,NULL,NULL,NULL,16,69,"D    "
219,2015,12,I001,515,12I001515,BOSWELL,"BOSWELL MS",10,50,"F    ",10,10,"F    ",20,30,"F    "
3805,2016,12,I001,515,12I001515,BOSWELL,"BOSWELL MS",11,36,"F    ",11,82,"B    ",22,59,"F    "
