Year,DistrictName,SchoolName,DistrictKey,DistrictCode,SiteCode,FullCode,DropOutRate,AP_participationIndex,AP_PerformanceIndex,GradRate,LowPerfm_Grade8,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,EOIPerformanceRate,AchievedGrowthTarget,OverallParticipation_County
2015,LAWTON,EISENHOWER MS,I008,16I008,545,16I008545,0.05,0.56,,,0,,0,0,0,2904
2016,LAWTON,EISENHOWER MS,I008,,545,16I008545,0.05,0.74,,,0,,0,0,0,2532
2016,LAWTON,FREEDOM ES,I008,,127,16I008127,,,,,0,,0,0,0,1078
2013,Lawton,Geronimo Road ES,I008,,135,,,,,,,,,,,555
2014,Lawton,Geronimo Road ES,I008,,135,16I008135,,,,,,,,,,485
2015,LAWTON,GERONIMO ROAD ES,I008,16I008,135,16I008135,,,,,0,,0,0,0,622
2013,Lawton,Hugh Bish ES,I008,,148,,,,,,,,,,,352
2014,Lawton,Hugh Bish ES,I008,,148,16I008148,,,,,,,,,,480
2015,LAWTON,HUGH BISH ES,I008,16I008,148,16I008148,,,,,0,,0,0,0,521
2016,LAWTON,HUGH BISH ES,I008,,148,16I008148,,,,,0,,0,0,0,480
2013,Lawton,Jackson ES,I008,,150,,,,,,,,,,,198
2014,Lawton,Jackson ES,I008,,150,16I008150,,,,,,,,,,183
2013,Lawton,Lawton HS,I008,,710,,,0.86,0.6,0.76,0.83,0.52,0.54,0.62,,2652
2014,Lawton,Lawton HS,I008,,710,16I008710,,0.71,0.37,0.85,0.75,0.65,0.52,0.62,3,2599
2015,LAWTON,LAWTON HS,I008,16I008,710,16I008710,,0.7,0.95,0.79,0.64,0.62,0.54,0.61,1,2372
2016,LAWTON,LAWTON HS,I008,,710,16I008710,,0.57,0.95,0.67,0.52,0.59,0.51,0.56,2,2669
2013,Lawton,Learning Tree Academy,I008,,200,,,,,,,,,,,
2014,Lawton,Learning Tree Academy,I008,,200,16I008200,,,,,,,,,,
2015,LAWTON,LEARNING TREE ACADEMY,I008,16I008,200,16I008200,,,,,0,,0,0,0,0
2016,LAWTON,LEARNING TREE ACADEMY,I008,,200,16I008200,,,,,0,,0,0,0,0
2013,Lawton,Lincoln ES,I008,,165,,,,,,,,,,,380
2014,Lawton,Lincoln ES,I008,,165,16I008165,,,,,,,,,,416
2015,LAWTON,LINCOLN ES,I008,16I008,165,16I008165,,,,,0,,0,0,0,405
2016,LAWTON,LINCOLN ES,I008,,165,16I008165,,,,,0,,0,0,0,395
2013,Lawton,Macarthur HS,I008,,715,,,0.93,0.68,0.88,0.91,0.83,0.56,0.65,,1606
2014,Lawton,Macarthur HS,I008,,715,16I008715,,0.67,0.68,0.91,0.87,0.58,0.56,0.66,3,1587
2015,LAWTON,MACARTHUR HS,I008,16I008,715,16I008715,,0.55,0.95,0.91,0.78,0.56,0.56,0.58,2,1677
2016,LAWTON,MACARTHUR HS,I008,,715,16I008715,,0.62,0.95,0.94,0.92,0.6,0.61,0.56,4,1601
2013,Lawton,Macarthur MS,I008,,530,,0.05,0.21,,,,,,,,2073
2014,Lawton,Macarthur MS,I008,,530,16I008530,0.05,0.12,,,,,,,,2250
2015,LAWTON,MACARTHUR MS,I008,16I008,530,16I008530,0.05,0.43,,,0,,0,0,0,2404
2016,LAWTON,MACARTHUR MS,I008,,530,16I008530,0.05,0.67,,,0,,0,0,0,2358
2013,Lawton,Park Lane ES,I008,,167,,,,,,,,,,,250
2014,Lawton,Park Lane ES,I008,,167,16I008167,,,,,,,,,,287
2015,LAWTON,PARK LANE ES,I008,16I008,167,16I008167,,,,,0,,0,0,0,249
2013,Lawton,Pat Henry ES,I008,,168,,,,,,,,,,,720
2014,Lawton,Pat Henry ES,I008,,168,16I008168,,,,,,,,,,891
2015,LAWTON,PAT HENRY ES,I008,16I008,168,16I008168,,,,,0,,0,0,0,772
2016,LAWTON,PAT HENRY ES,I008,,168,16I008168,,,,,0,,0,0,0,715
2013,Lawton,Pioneer Park ES,I008,,173,,,,,,,,,,,440
2014,Lawton,Pioneer Park ES,I008,,173,16I008173,,,,,,,,,,510
2015,LAWTON,PIONEER PARK ES,I008,16I008,173,16I008173,,,,,0,,0,0,0,430
2016,LAWTON,PIONEER PARK ES,I008,,173,16I008173,,,,,0,,0,0,0,547
2013,Lawton,Ridgecrest ES,I008,,140,,,,,,,,,,,436
2014,Lawton,Ridgecrest ES,I008,,140,16I008140,,,,,,,,,,419
2015,LAWTON,RIDGECREST ES,I008,16I008,140,16I008140,,,,,0,,0,0,0,675
2016,LAWTON,RIDGECREST ES,I008,,140,16I008140,,,,,0,,0,0,0,588
2013,Lawton,Sheridan Road ES,I008,,180,,,,,,,,,,,434
2014,Lawton,Sheridan Road ES,I008,,180,16I008180,,,,,,,,,,557
2015,LAWTON,SHERIDAN ROAD ES,I008,16I008,180,16I008180,,,,,0,,0,0,0,499
2013,Lawton,Sullivan Village ES,I008,,183,,,,,,,,,,,340
2014,Lawton,Sullivan Village ES,I008,,183,16I008183,,,,,,,,,,424
2015,LAWTON,SULLIVAN VILLAGE ES,I008,16I008,183,16I008183,,,,,0,,0,0,0,327
2016,LAWTON,SULLIVAN VILLAGE ES,I008,,183,16I008183,,,,,0,,0,0,0,554
2013,Lawton,Swinney ES,I008,,185,,,,,,,,,,,214
2014,Lawton,Swinney ES,I008,,185,16I008185,,,,,,,,,,279
2015,LAWTON,SWINNEY ES,I008,16I008,185,16I008185,,,,,0,,0,0,0,295
2013,Lawton,Tomlinson MS,I008,,540,,0.05,0.39,,,,,,,,1981
2014,Lawton,Tomlinson MS,I008,,540,16I008540,0.05,0.11,,,,,,,,2236
2015,LAWTON,TOMLINSON MS,I008,16I008,540,16I008540,0.05,0.6,,,0,,0,0,0,2259
2016,LAWTON,TOMLINSON MS,I008,,540,16I008540,0.05,0.69,,,0,,0,0,0,2066
2013,Lawton,Washington ES,I008,,195,,,,,,,,,,,186
2014,Lawton,Washington ES,I008,,195,16I008195,,,,,,,,,,206
2015,LAWTON,WASHINGTON ES,I008,16I008,195,16I008195,,,,,0,,0,0,0,227
2016,LAWTON,WASHINGTON ES,I008,,195,16I008195,,,,,0,,0,0,0,256
2013,Lawton,Whittier ES,I008,,205,,,,,,,,,,,263
2014,Lawton,Whittier ES,I008,,205,16I008205,,,,,,,,,,308
2015,LAWTON,WHITTIER ES,I008,16I008,205,16I008205,,,,,0,,0,0,0,321
2016,LAWTON,WHITTIER ES,I008,,205,16I008205,,,,,0,,0,0,0,372
2013,Lawton,Wilson ES,I008,,215,,,,,,,,,,,236
2014,Lawton,Wilson ES,I008,,215,16I008215,,,,,,,,,,295
2015,LAWTON,WILSON ES,I008,16I008,215,16I008215,,,,,0,,0,0,0,349
2013,Lawton,Woodland Hills ES,I008,,220,,,,,,,,,,,516
2014,Lawton,Woodland Hills ES,I008,,220,16I008220,,,,,,,,,,604
2015,LAWTON,WOODLAND HILLS ES,I008,16I008,220,16I008220,,,,,0,,0,0,0,550
2016,LAWTON,WOODLAND HILLS ES,I008,,220,16I008220,,,,,0,,0,0,0,541
2013,Le Flore,Leflore ES,I016,,105,,0.05,0.05,,,,,,,,288
2014,Le Flore,Leflore ES,I016,,105,40I016105,0.05,0.05,,,,,,,,296
2015,LE FLORE,LEFLORE ES,I016,40I016,105,40I016105,0.05,0.32,,,0,,0,0,0,320
2016,LE FLORE,LEFLORE ES,I016,,105,40I016105,0.05,0.19,,,0,,0,0,0,267
2013,Le Flore,Leflore HS,I016,,705,,,0.2,0.95,0.95,0.95,0.71,0.2,0.53,,84
2014,Le Flore,Leflore HS,I016,,705,40I016705,,0.18,0.95,0.95,0.95,0.18,0.5,0.6,5,101
2015,LE FLORE,LEFLORE HS,I016,40I016,705,40I016705,,0.24,0.71,0.79,0,0.67,0.6,0.45,3,121
2016,LE FLORE,LEFLORE HS,I016,,705,40I016705,,0.41,0.8,0.92,0.8,0.6,0.11,0.67,4,130
2013,Leach,Leach Public School,C014,,105,,0.05,0.05,,,,,,,,246
2014,Leach,Leach Public School,C014,,105,21C014105,0.05,0.28,,,,,,,,275
2015,LEACH,LEACH PUBLIC SCHOOL,C014,21C014,105,21C014105,0.05,0.05,,,0,,0,0,0,314
2016,LEACH,LEACH PUBLIC SCHOOL,C014,,105,21C014105,0.05,0.05,,,0,,0,0,0,235
2013,Leedey,Leedey ES,I003,,105,,0.05,0.13,,,,,,,,238
2014,Leedey,Leedey ES,I003,,105,65I003105,0.05,0.05,,,,,,,,263
2015,LEEDEY,LEEDEY ES,I003,65I003,105,65I003105,0.05,0.05,,,0,,0,0,0,293
2016,LEEDEY,LEEDEY ES,I003,,105,65I003105,0.05,0.05,,,0,,0,0,0,257
2013,Leedey,Leedey HS,I003,,705,,,0.86,0.95,0.95,0.95,0.69,0.64,0.95,,103
2014,Leedey,Leedey HS,I003,,705,65I003705,,0.05,,0.88,0.95,0.95,0.58,0.95,3,113
2015,LEEDEY,LEEDEY HS,I003,65I003,705,65I003705,,0.42,0.95,0.87,0.75,0.95,0.35,0.85,3,107
2016,LEEDEY,LEEDEY HS,I003,,705,65I003705,,0.53,0.94,0.95,0,0.95,0.52,0.83,5,92
2013,Lexington,Lexington ES,I057,,105,,,,,,,,,,,328
2014,Lexington,Lexington ES,I057,,105,14I057105,,,,,,,,,,286
2015,LEXINGTON,LEXINGTON ES,I057,14I057,105,14I057105,,,,,0,,0,0,0,326
2016,LEXINGTON,LEXINGTON ES,I057,,105,14I057105,,,,,0,,0,0,0,368
2013,Lexington,Lexington HS,I057,,705,,,0.95,0.64,0.87,0.93,0.5,0.5,0.51,,354
2014,Lexington,Lexington HS,I057,,705,14I057705,,0.67,0.71,0.95,0.95,0.59,0.68,0.51,4,420
2015,LEXINGTON,LEXINGTON HS,I057,14I057,705,14I057705,,0.53,0.89,0.93,0.88,0.47,0.46,0.52,3,474
2016,LEXINGTON,LEXINGTON HS,I057,,705,14I057705,,0.63,0.94,0.83,0.83,0.54,0.51,0.52,2,468
2013,Lexington,Lexington Intermediate School,I057,,110,,,,,,,,,,,564
2014,Lexington,Lexington Intermediate School,I057,,110,14I057110,,,,,,,,,,646
2015,LEXINGTON,LEXINGTON INTERMEDIATE SCHOOL,I057,14I057,110,14I057110,,,,,0,,0,0,0,541
2016,LEXINGTON,LEXINGTON INTERMEDIATE SCHOOL,I057,,110,14I057110,,,,,0,,0,0,0,398
2013,Lexington,Lexington JHS,I057,,605,,0.05,0.12,,,,,,,,610
2014,Lexington,Lexington JHS,I057,,605,14I057605,0.05,0.09,,,,,,,,669
2015,LEXINGTON,LEXINGTON MS,I057,14I057,510,14I057510,0.05,0.11,,,0,,0,0,0,661
2016,LEXINGTON,LEXINGTON MS,I057,,510,14I057510,0.05,0.08,,,0,,0,0,0,608
2013,Liberty,Liberty ES,I014,,105,,0.05,0.07,,,,,,,,578
2014,Liberty,Liberty ES,I014,,105,72I014105,0.05,0.72,,,,,,,,693
2015,LIBERTY,LIBERTY ES,I014,72I014,105,72I014105,0.05,0.95,,,0,,0,0,0,766
2016,LIBERTY,LIBERTY ES,I014,,105,72I014105,0.05,0.86,,,0,,0,0,0,680
2013,Liberty,Liberty HS,I014,,705,,,0.45,0.79,0.95,0.95,0.77,0.45,0.65,,313
2014,Liberty,Liberty HS,I014,,705,72I014705,,0.86,0.25,0.95,0.91,0.52,0.32,0.65,3,287
2015,LIBERTY,LIBERTY HS,I014,72I014,705,72I014705,,0.95,0.95,0.95,0,0.64,0.52,0.49,4,311
2016,LIBERTY,LIBERTY HS,I014,,705,72I014705,,0.95,0.94,0.95,0.93,0.82,0.37,0.53,4,260
2013,Liberty,Liberty Public School,C001,,105,,0.05,0.34,,,,,,,,497
2014,Liberty,Liberty Public School,C001,,105,68C001105,0.05,0.28,,,,,,,,467
2015,LIBERTY,LIBERTY PUBLIC SCHOOL,C001,68C001,105,68C001105,0.05,0.37,,,0,,0,0,0,566
2016,LIBERTY,LIBERTY PUBLIC SCHOOL,C001,,105,68C001105,0.05,0.37,,,0,,0,0,0,449
2013,Lindsay,Lindsay ES,I009,,105,,,,,,,,,,,723
2014,Lindsay,Lindsay ES,I009,,105,25I009105,,,,,,,,,,788
2015,LINDSAY,LINDSAY ES,I009,25I009,105,25I009105,,,,,0,,0,0,0,805
2016,LINDSAY,LINDSAY ES,I009,,105,25I009105,,,,,0,,0,0,0,676
2013,Lindsay,Lindsay HS,I009,,705,,,0.36,0.62,0.85,0.86,0.78,0.64,0.75,,442
2014,Lindsay,Lindsay HS,I009,,705,25I009705,,0.41,0.54,0.92,0.93,0.58,0.66,0.75,3,445
2015,LINDSAY,LINDSAY HS,I009,25I009,705,25I009705,,0.24,0.95,0.89,0,0.69,0.64,0.69,3,518
2016,LINDSAY,LINDSAY HS,I009,,705,25I009705,,0.53,0.95,0.83,0.67,0.67,0.53,0.84,3,536
2013,Lindsay,Lindsay MS,I009,,505,,0.05,0.05,,,,,,,,691
2014,Lindsay,Lindsay MS,I009,,505,25I009505,0.05,0.05,,,,,,,,768
2015,LINDSAY,LINDSAY MS,I009,25I009,505,25I009505,0.05,0.05,,,0,,0,0,0,875
2016,LINDSAY,LINDSAY MS,I009,,505,25I009505,0.05,0.05,,,0,,0,0,0,776
2013,Little Axe,Little Axe ES,I070,,105,,,,,,,,,,,642
2014,Little Axe,Little Axe ES,I070,,105,14I070105,,,,,,,,,,840
2015,LITTLE AXE,LITTLE AXE ES,I070,14I070,105,14I070105,,,,,0,,0,0,0,777
2016,LITTLE AXE,LITTLE AXE ES,I070,,105,14I070105,,,,,0,,0,0,0,691
2013,Little Axe,Little Axe HS,I070,,715,,,0.63,0.42,0.66,0.86,0.54,0.51,0.68,,524
2014,Little Axe,Little Axe HS,I070,,715,14I070715,,0.54,0.65,0.75,0.78,0.45,0.45,0.68,2,529
2015,LITTLE AXE,LITTLE AXE HS,I070,14I070,715,14I070715,,0.87,0.95,0.82,0.76,0.82,0.26,0.77,4,444
2016,LITTLE AXE,LITTLE AXE HS,I070,,715,14I070715,,0.75,0.95,0.9,0.83,0.95,0.29,0.57,4,525
2013,Little Axe,Little Axe MS,I070,,505,,0.05,0.36,,,,,,,,742
2014,Little Axe,Little Axe MS,I070,,505,14I070505,0.05,0.33,,,,,,,,850
2015,LITTLE AXE,LITTLE AXE MS,I070,14I070,505,14I070505,0.05,0.37,,,0,,0,0,0,1033
2016,LITTLE AXE,LITTLE AXE MS,I070,,505,14I070505,0.05,0.38,,,0,,0,0,0,863
2013,Locust Grove,Locust Grove Early Lrning Ctr,I017,,105,,,,,,,,,,,
2014,Locust Grove,Locust Grove Early Lrning Ctr,I017,,105,46I017105,,,,,,,,,,
2015,LOCUST GROVE,LOCUST GROVE EARLY LRNING CTR,I017,46I017,105,46I017105,,,,,0,,0,0,0,872
2016,LOCUST GROVE,LOCUST GROVE EARLY LRNING CTR,I017,,105,46I017105,,,,,0,,0,0,0,823
2013,Locust Grove,Locust Grove HS,I017,,705,,,0.41,0.95,0.73,0.76,0.61,0.42,0.61,,720
2014,Locust Grove,Locust Grove HS,I017,,705,46I017705,,0.38,0.95,0.86,0.81,0.74,0.4,0.61,4,722
2015,LOCUST GROVE,LOCUST GROVE HS,I017,46I017,705,46I017705,,0.51,0.95,0.79,0.58,0.64,0.48,0.74,3,699
2016,LOCUST GROVE,LOCUST GROVE HS,I017,,705,46I017705,,0.27,0.95,0.74,0.76,0.78,0.57,0.7,3,653
2013,Locust Grove,Locust Grove MS,I017,,505,,0.05,0.48,,,,,,,,961
2014,Locust Grove,Locust Grove MS,I017,,505,46I017505,0.05,0.39,,,,,,,,1021
2015,LOCUST GROVE,LOCUST GROVE MS,I017,46I017,505,46I017505,0.05,0.29,,,0,,0,0,0,1040
2016,LOCUST GROVE,LOCUST GROVE MS,I017,,505,46I017505,0.05,0.35,,,0,,0,0,0,894
2013,Locust Grove,Locust Grove Upper ES,I017,,110,,,,,,,,,,,773
2014,Locust Grove,Locust Grove Upper ES,I017,,110,46I017110,,,,,,,,,,924
2015,LOCUST GROVE,LOCUST GROVE UPPER ES,I017,46I017,110,46I017110,,,,,0,,0,0,0,872
2016,LOCUST GROVE,LOCUST GROVE UPPER ES,I017,,110,46I017110,,,,,0,,0,0,0,823
2013,Lomega,Lomega ES,I003,,105,,0.05,0.05,,,,,,,,255
2014,Lomega,Lomega ES,I003,,105,37I003105,0.05,0.57,,,,,,,,327
2015,LOMEGA,LOMEGA ES,I003,37I003,105,37I003105,0.05,0.59,,,0,,0,0,0,352
2016,LOMEGA,LOMEGA ES,I003,,105,37I003105,0.05,0.56,,,0,,0,0,0,309
2013,Lomega,Lomega HS,I003,,705,,,0.95,0.81,0.95,0.95,0.88,0.57,0.95,,76
2014,Lomega,Lomega HS,I003,,705,37I003705,,0.95,0.95,0.95,,0.95,0.38,0.95,4,80
2015,LOMEGA,LOMEGA HS,I003,37I003,705,37I003705,,0.8,0.94,0.95,0,0.8,0.25,0,5,99
2016,LOMEGA,LOMEGA HS,I003,,705,37I003705,,0.95,0.9,0.95,0,0.95,0.36,0.8,5,93
2013,Lone Grove,Lone Grove HS,I032,,705,,,0.82,0.93,0.75,0.54,0.64,0.62,0.69,,543
2014,Lone Grove,Lone Grove HS,I032,,705,10I032705,,0.36,0.95,0.88,0.79,0.65,0.48,0.69,3,658
2015,LONE GROVE,LONE GROVE HS,I032,10I032,705,10I032705,,0.75,0.95,0.82,0.71,0.81,0.59,0.77,3,684
2016,LONE GROVE,LONE GROVE HS,I032,,705,10I032705,,0.81,0.95,0.83,0.76,0.75,0.63,0.74,3,622
2013,Lone Grove,Lone Grove Intermediate School,I032,,105,,,,,,,,,,,800
2014,Lone Grove,Lone Grove Intermediate School,I032,,105,10I032105,,,,,,,,,,1036
2015,LONE GROVE,LONE GROVE INTERMEDIATE SCHOOL,I032,10I032,105,10I032105,,,,,0,,0,0,0,987
2016,LONE GROVE,LONE GROVE INTERMEDIATE SCHOOL,I032,,105,10I032105,,,,,0,,0,0,0,946
2013,Lone Grove,Lone Grove MS,I032,,505,,0.05,0.05,,,,,,,,901
2014,Lone Grove,Lone Grove MS,I032,,505,10I032505,0.05,0.05,,,,,,,,980
2015,LONE GROVE,LONE GROVE MS,I032,10I032,505,10I032505,0.05,0.36,,,0,,0,0,0,1022
2016,LONE GROVE,LONE GROVE MS,I032,,505,10I032505,0.05,0.36,,,0,,0,0,0,979
2013,Lone Grove,Lone Grove Primary ES,I032,,110,,,,,,,,,,,
2014,Lone Grove,Lone Grove Primary ES,I032,,110,10I032110,,,,,,,,,,
2015,LONE GROVE,LONE GROVE PRIMARY ES,I032,10I032,110,10I032110,,,,,0,,0,0,0,987
2016,LONE GROVE,LONE GROVE PRIMARY ES,I032,,110,10I032110,,,,,0,,0,0,0,946
2013,Lone Star,Lone Star Public School,C008,,105,,0.05,0.33,,,,,,,,1339
2014,Lone Star,Lone Star Public School,C008,,105,19C008105,0.05,0.75,,,,,,,,1519
2015,LONE STAR,LONE STAR PUBLIC SCHOOL,C008,19C008,105,19C008105,0.05,0.89,,,0,,0,0,0,1643
2016,LONE STAR,LONE STAR PUBLIC SCHOOL,C008,,105,19C008105,0.05,0.95,,,0,,0,0,0,1481
2013,Lone Wolf,Lone Wolf ES,I002,,105,,0.05,0.91,,,,,,,,124
2014,Lone Wolf,Lone Wolf ES,I002,,105,38I002105,0.05,0.41,,,,,,,,104
2015,LONE WOLF,LONE WOLF ES,I002,38I002,105,38I002105,0.05,0.05,,,0,,0,0,0,160
2016,LONE WOLF,LONE WOLF ES,I002,,105,38I002105,0.05,0.42,,,0,,0,0,0,140
2013,Lone Wolf,Lone Wolf HS,I002,,705,,,0.22,0.95,0.88,0.95,0.14,0.95,,,12
2014,Lone Wolf,Lone Wolf HS,I002,,705,38I002705,,0.05,,,,0.5,0.05,,1,35
2015,LONE WOLF,LONE WOLF HS,I002,38I002,705,38I002705,,0.5,0.95,0.67,0,0.05,0,0,3,30
2016,LONE WOLF,LONE WOLF HS,I002,,705,38I002705,,0.33,0.95,0.25,0,0.05,0,0,1,31
2013,Lookeba Sickles,Lookeba-Sickles ES,I012,,105,,0.05,0.05,,,,,,,,315
2014,Lookeba Sickles,Lookeba-Sickles ES,I012,,105,08I012105,0.05,0.05,,,,,,,,343
2015,LOOKEBA SICKLES,LOOKEBA-SICKLES ES,I012,08I012,105,08I012105,0.05,0.05,,,0,,0,0,0,323
2016,LOOKEBA SICKLES,LOOKEBA-SICKLES ES,I012,,105,08I012105,0.05,0.05,,,0,,0,0,0,295
2013,Lookeba Sickles,Lookeba-Sickles HS,I012,,705,,,0.05,0.95,0.95,0.95,0.8,0.75,0.8,,91
2014,Lookeba Sickles,Lookeba-Sickles HS,I012,,705,08I012705,,0.08,0.95,0.95,0.95,0.6,0.33,0.8,4,124
2015,LOOKEBA SICKLES,LOOKEBA-SICKLES HS,I012,08I012,705,08I012705,,0.25,0.95,0.79,0.57,0.42,0.4,0.45,2,161
2016,LOOKEBA SICKLES,LOOKEBA-SICKLES HS,I012,,705,08I012705,,0.57,0.95,0.92,0.89,0.95,0.4,0.5,4,148
2013,Lowrey,Lowrey Public School,C010,,105,,0.05,0.05,,,,,,,,232
2014,Lowrey,Lowrey Public School,C010,,105,11C010105,0.05,0.05,,,,,,,,241
2015,LOWREY,LOWREY PUBLIC SCHOOL,C010,11C010,105,11C010105,0.05,0.05,,,0,,0,0,0,293
2016,LOWREY,LOWREY PUBLIC SCHOOL,C010,,105,11C010105,0.05,0.05,,,0,,0,0,0,212
2013,Lukfata,Lukfata Public School,C009,,105,,0.05,0.44,,,,,,,,525
2014,Lukfata,Lukfata Public School,C009,,105,48C009105,0.05,0.67,,,,,,,,612
2015,LUKFATA,LUKFATA PUBLIC SCHOOL,C009,48C009,105,48C009105,0.05,0.74,,,0,,0,0,0,739
2016,LUKFATA,LUKFATA PUBLIC SCHOOL,C009,,105,48C009105,0.05,0.95,,,0,,0,0,0,600
2013,Luther,Luther ES,I003,,105,,,,,,,,,,,249
2014,Luther,Luther ES,I003,,105,55I003105,,,,,,,,,,274
2015,LUTHER,LUTHER ES,I003,55I003,105,55I003105,,,,,0,,0,0,0,304
2016,LUTHER,LUTHER ES,I003,,105,55I003105,,,,,0,,0,0,0,258
2013,Luther,Luther HS,I003,,705,,,0.75,0.95,0.95,0.95,0.51,0.38,0.55,,393
2014,Luther,Luther HS,I003,,705,55I003705,,0.95,0.94,0.86,0.73,0.56,0.51,0.55,2,375
2015,LUTHER,LUTHER HS,I003,55I003,705,55I003705,,0.95,0.95,0.91,0.91,0.95,0.34,0.49,4,386
2016,LUTHER,LUTHER HS,I003,,705,55I003705,,0.47,0.95,0.84,0.65,0.95,0.3,0.47,2,414
2013,Luther,Luther MS,I003,,505,,0.05,0.62,,,,,,,,810
2014,Luther,Luther MS,I003,,505,55I003505,0.05,0.59,,,,,,,,977
2015,LUTHER,LUTHER MS,I003,55I003,505,55I003505,0.05,0.87,,,0,,0,0,0,1047
2016,LUTHER,LUTHER MS,I003,,505,55I003505,0.05,0.76,,,0,,0,0,0,791
2013,Macomb,Macomb ES,I004,,110,,0.05,0.05,,,,,,,,340
2014,Macomb,Macomb ES,I004,,110,63I004110,0.05,0.15,,,,,,,,396
2015,MACOMB,MACOMB ES,I004,63I004,110,63I004110,0.05,0.05,,,0,,0,0,0,345
2016,MACOMB,MACOMB ES,I004,,110,63I004110,0.05,0.05,,,0,,0,0,0,320
2013,Macomb,Macomb HS,I004,,705,,,0.44,0.62,0.7,0.89,0.5,0.58,0.52,,186
2014,Macomb,Macomb HS,I004,,705,63I004705,,0.18,0.9,0.72,0.56,0.57,0.38,0.52,2,202
2015,MACOMB,MACOMB HS,I004,63I004,705,63I004705,,0.18,0.95,0.77,0.73,0.43,0.3,0.67,4,210
2016,MACOMB,MACOMB HS,I004,,705,63I004705,,0.13,0.71,0.74,0.76,0.55,0.56,0.4,2,176
2013,Madill,Madill ES,I002,,105,,,,,,,,,,,951
2014,Madill,Madill ES,I002,,105,45I002105,,,,,,,,,,1021
2015,MADILL,MADILL ES,I002,45I002,105,45I002105,,,,,0,,0,0,0,1136
2016,MADILL,MADILL ES,I002,,105,45I002105,,,,,0,,0,0,0,1023
2013,Madill,Madill HS,I002,,705,,,0.56,0.81,0.81,0.87,0.57,0.43,0.74,,729
2014,Madill,Madill HS,I002,,705,45I002705,,0.45,0.54,0.77,0.61,0.68,0.45,0.74,2,670
2015,MADILL,MADILL HS,I002,45I002,705,45I002705,,0.47,0.94,0.82,0.74,0.95,0.32,0.75,4,784
2016,MADILL,MADILL HS,I002,,705,45I002705,,0.69,0.95,0.81,0.74,0.95,0.28,0.8,3,827
2013,Madill,Madill MS,I002,,505,,0.05,0.29,,,,,,,,1086
2014,Madill,Madill MS,I002,,505,45I002505,0.05,0.24,,,,,,,,1203
2015,MADILL,MADILL MS,I002,45I002,505,45I002505,0.05,0.16,,,0,,0,0,0,1183
2016,MADILL,MADILL MS,I002,,505,45I002505,0.05,0.36,,,0,,0,0,0,1028
2013,Mangum,Edison ES,I001,,105,,,,,,,,,,,228
2014,Mangum,Edison ES,I001,,105,28I001105,,,,,,,,,,242
2015,MANGUM,EDISON ES,I001,28I001,105,28I001105,,,,,0,,0,0,0,208
2016,MANGUM,EDISON ES,I001,,105,28I001105,,,,,0,,0,0,0,188
2013,Mangum,Mangum HS,I001,,705,,,0.09,0.95,0.81,0.95,0.63,0.37,0.55,,288
2014,Mangum,Mangum HS,I001,,705,28I001705,,0.08,0.95,0.94,0.88,0.49,0.33,0.55,3,261
2015,MANGUM,MANGUM HS,I001,28I001,705,28I001705,,0.08,0.86,0.81,0.63,0.53,0.4,0.53,1,303
2016,MANGUM,MANGUM HS,I001,,705,28I001705,,0.48,0.95,0.68,0.45,0.56,0.48,0.63,3,284
2013,Mangum,Mangum MS,I001,,510,,0.05,0.05,,,,,,,,572
2014,Mangum,Mangum MS,I001,,510,28I001510,0.05,0.05,,,,,,,,749
2015,MANGUM,MANGUM MS,I001,28I001,510,28I001510,0.05,0.05,,,0,,0,0,0,832
2016,MANGUM,MANGUM MS,I001,,510,28I001510,0.05,0.05,,,0,,0,0,0,746
2013,Mannford,Mannford Ec Ctr,I003,,115,,,,,,,,,,,
2014,Mannford,Mannford Ec Ctr,I003,,115,19I003115,,,,,,,,,,
2015,MANNFORD,MANNFORD EC CTR,I003,19I003,115,19I003115,,,,,0,,0,0,0,234
2016,MANNFORD,MANNFORD EC CTR,I003,,115,19I003115,,,,,0,,0,0,0,232
2013,Mannford,Mannford HS,I003,,705,,,0.84,0.95,0.87,0.83,0.68,0.6,0.76,,659
2014,Mannford,Mannford HS,I003,,705,19I003705,,0.62,0.65,0.93,0.86,0.62,0.62,0.76,3,666
2015,MANNFORD,MANNFORD HS,I003,19I003,705,19I003705,,0.6,0.95,0.91,0.86,0.74,0.67,0.69,4,672
2016,MANNFORD,MANNFORD HS,I003,,705,19I003705,,0.41,0.94,0.9,0.91,0.74,0.54,0.61,4,497
2013,Mannford,Mannford Lower ES,I003,,105,,,,,,,,,,,191
2014,Mannford,Mannford Lower ES,I003,,105,19I003105,,,,,,,,,,175
2015,MANNFORD,MANNFORD LOWER ES,I003,19I003,105,19I003105,,,,,0,,0,0,0,234
2016,MANNFORD,MANNFORD LOWER ES,I003,,105,19I003105,,,,,0,,0,0,0,232
2013,Mannford,Mannford MS,I003,,500,,0.05,0.12,,,,,,,,853
2014,Mannford,Mannford MS,I003,,500,19I003500,0.05,0.41,,,,,,,,949
2015,MANNFORD,MANNFORD MS,I003,19I003,500,19I003500,0.05,0.5,,,0,,0,0,0,1079
2016,MANNFORD,MANNFORD MS,I003,,500,19I003500,0.05,0.48,,,0,,0,0,0,1088
2013,Mannford,Mannford Upper ES,I003,,110,,,,,,,,,,,650
