RecordNumber,Yr,County,DistrictName,DistrictCode,DistrictPop,AvgIncome,AvgPropVal,Unemployment,Poverty,SingleParentFam,StdntOffdr,OffnsOffdr,NCNTGang,CollegeEd,HSDiploma,BelowHS,FRL
3928,2015,LeFLORE,HODGEN,40C014,1650,54173.07,15497.14,0.04,0.38,0.14,0.1,0.7,0.23,0.00,0.00,0.00,0.780
3423,2014,LeFLORE,HOWE,40I067,1832,49979.81,13220.59,0.17,0.19,0.39,134.0,1.5,0.00,0.70,0.21,0.09,0.785
3941,2015,LeFLORE,HOWE,40I067,1724,52646.83,13073.60,0.11,0.16,0.34,0.1,0.7,0.20,287.50,1.00,0.00,0.821
4458,2016,LeFLORE,HOWE,40I067,1859,48599.50,12958.07,0.07,0.26,0.41,119.4,1.0,0.00,0.09,0.68,0.23,0.846
4450,2016,LeFLORE,LeFLORE,40I016,1681,56255.28,24893.34,0.10,0.17,0.17,116.0,1.0,0.00,0.17,0.70,0.13,0.746
3415,2014,LeFLORE,LeFLORE,40I016,1784,48263.86,23506.64,0.10,0.21,0.18,71.0,2.3,0.00,0.72,0.14,0.13,0.681
3933,2015,LeFLORE,LeFLORE,40I016,1933,49382.12,24817.16,0.10,0.23,0.17,0.1,0.7,0.14,218.00,1.00,0.00,0.725
4444,2016,LeFLORE,MONROE,40C011,1110,59698.44,47888.08,0.06,0.13,0.19,0.0,0.0,0.00,0.20,0.66,0.14,0.739
3927,2015,LeFLORE,MONROE,40C011,1082,63013.59,51384.78,0.05,0.12,0.15,0.2,0.7,0.13,0.00,0.00,0.00,0.762
3409,2014,LeFLORE,MONROE,40C011,981,57088.50,43303.05,0.04,0.09,0.10,119.0,1.0,0.00,0.66,0.14,0.20,0.773
3417,2014,LeFLORE,PANAMA,40I020,3243,43208.82,25101.71,0.12,0.23,0.42,365.0,3.0,0.00,0.67,0.24,0.09,0.852
4452,2016,LeFLORE,PANAMA,40I020,3224,42310.82,29881.04,0.11,0.26,0.36,102.6,1.3,0.00,0.08,0.70,0.22,0.877
3935,2015,LeFLORE,PANAMA,40I020,3332,42160.15,25675.42,0.10,0.24,0.37,0.1,0.7,0.24,729.00,2.00,0.00,0.826
3932,2015,LeFLORE,POCOLA,40I007,3941,41725.45,23558.18,0.15,0.22,0.34,0.1,0.8,0.12,407.00,1.00,0.00,0.708
4449,2016,LeFLORE,POCOLA,40I007,3908,44287.57,25702.92,0.15,0.22,0.36,209.8,2.0,0.00,0.10,0.79,0.12,0.713
3414,2014,LeFLORE,POCOLA,40I007,3939,41399.42,22991.54,0.12,0.20,0.36,424.0,1.0,0.00,0.79,0.14,0.08,0.713
3419,2014,LeFLORE,POTEAU,40I029,11212,55804.76,24941.40,0.09,0.16,0.26,82.6,1.9,0.00,0.63,0.15,0.22,0.644
4454,2016,LeFLORE,POTEAU,40I029,11386,58332.85,27080.25,0.08,0.19,0.29,90.8,1.7,0.00,0.22,0.64,0.14,0.541
3937,2015,LeFLORE,POTEAU,40I029,10971,55813.95,25790.26,0.10,0.21,0.34,0.2,0.6,0.16,91.23,1.65,0.00,0.619
4443,2016,LeFLORE,"SHADY POINT",40C004,1324,54327.03,30557.03,0.08,0.19,0.27,0.0,0.0,0.00,0.12,0.69,0.20,0.884
3408,2014,LeFLORE,"SHADY POINT",40C004,1539,54261.69,31168.67,0.10,0.18,0.16,0.0,0.0,0.00,0.64,0.26,0.10,0.814
3926,2015,LeFLORE,"SHADY POINT",40C004,1338,57536.29,34302.51,0.12,0.18,0.21,0.1,0.7,0.20,0.00,0.00,0.00,0.780
4447,2016,LeFLORE,SPIRO,40I002,7240,49606.18,32962.73,0.07,0.23,0.32,1120.0,1.0,0.00,0.11,0.65,0.24,0.794
3930,2015,LeFLORE,SPIRO,40I002,6841,47958.64,28950.64,0.10,0.21,0.32,0.1,0.6,0.27,999.99,1.00,0.00,0.699
3412,2014,LeFLORE,SPIRO,40I002,6781,47773.51,28038.58,0.15,0.24,0.39,584.5,1.0,0.00,0.65,0.26,0.09,0.713
3421,2014,LeFLORE,TALIHINA,40I052,2294,35664.94,10408.77,0.21,0.34,0.55,653.0,1.0,0.00,0.63,0.22,0.15,0.824
4456,2016,LeFLORE,TALIHINA,40I052,2237,39943.82,11537.52,0.14,0.30,0.41,308.0,1.0,0.00,0.16,0.64,0.20,0.760
3939,2015,LeFLORE,TALIHINA,40I052,2262,39893.25,10992.54,0.16,0.32,0.46,0.1,0.6,0.22,204.33,2.67,0.00,0.706
3940,2015,LeFLORE,WHITESBORO,40I062,1095,41990.02,19940.61,0.12,0.15,0.30,0.2,0.7,0.15,0.00,0.00,0.00,0.785
3422,2014,LeFLORE,WHITESBORO,40I062,1171,41467.87,18295.08,0.14,0.28,0.27,103.0,1.0,0.00,0.70,0.13,0.17,0.840
4457,2016,LeFLORE,WHITESBORO,40I062,953,42582.07,21306.98,0.11,0.16,0.27,67.3,1.3,0.00,0.18,0.66,0.15,0.856
4455,2016,LeFLORE,WISTER,40I049,2134,47031.48,15621.77,0.09,0.21,0.35,302.5,1.0,0.00,0.10,0.73,0.17,0.645
3938,2015,LeFLORE,WISTER,40I049,2379,47207.57,14488.65,0.08,0.23,0.32,0.1,0.7,0.16,302.50,2.00,0.00,0.693
3420,2014,LeFLORE,WISTER,40I049,2178,48304.12,14241.39,0.10,0.20,0.32,593.0,3.0,0.00,0.72,0.17,0.10,0.735
3433,2014,LINCOLN,AGRA,41I134,1929,65865.45,14454.04,0.07,0.17,0.21,430.0,1.0,0.00,0.70,0.18,0.12,0.858
4468,2016,LINCOLN,AGRA,41I134,1630,75720.85,22471.39,0.06,0.17,0.21,0.0,0.0,0.00,0.10,0.73,0.16,0.855
3951,2015,LINCOLN,AGRA,41I134,1638,71860.53,16479.11,0.07,0.18,0.26,0.1,0.7,0.16,424.00,1.00,0.00,0.859
3950,2015,LINCOLN,CARNEY,41I105,1149,51353.30,26858.92,0.05,0.23,0.17,0.1,0.8,0.18,110.50,1.00,0.00,0.738
3432,2014,LINCOLN,CARNEY,41I105,1088,45397.51,25119.88,0.07,0.24,0.21,107.5,4.5,0.00,0.79,0.15,0.06,0.735
4467,2016,LINCOLN,CARNEY,41I105,1219,50427.54,28213.56,0.14,0.26,0.20,238.0,2.0,0.00,0.09,0.73,0.19,0.803
4461,2016,LINCOLN,CHANDLER,41I001,5964,53307.82,32016.15,0.08,0.17,0.35,202.8,1.5,0.00,0.15,0.73,0.12,0.488
3944,2015,LINCOLN,CHANDLER,41I001,5985,52089.57,31190.54,0.09,0.15,0.32,0.1,0.7,0.14,201.17,3.00,0.00,0.448
3426,2014,LINCOLN,CHANDLER,41I001,5959,52945.04,30687.24,0.08,0.12,0.30,389.3,1.3,0.00,0.75,0.12,0.13,0.470
3427,2014,LINCOLN,DAVENPORT,41I003,1887,50410.72,38521.80,0.12,0.19,0.30,199.0,1.0,0.00,0.74,0.20,0.06,0.648
4462,2016,LINCOLN,DAVENPORT,41I003,1862,53313.85,43396.00,0.08,0.19,0.33,130.7,1.3,0.00,0.09,0.73,0.18,0.605
3945,2015,LINCOLN,DAVENPORT,41I003,1764,48812.64,40392.92,0.10,0.19,0.40,0.1,0.7,0.19,386.00,1.00,0.00,0.565
3948,2015,LINCOLN,MEEKER,41I095,5026,67478.97,22812.62,0.05,0.13,0.19,0.2,0.7,0.15,141.33,1.33,0.00,0.579
3430,2014,LINCOLN,MEEKER,41I095,5447,64731.41,22570.11,0.05,0.12,0.21,39.5,2.0,0.00,0.74,0.12,0.13,0.601
4465,2016,LINCOLN,MEEKER,41I095,5169,69693.88,23814.47,0.05,0.11,0.20,142.5,2.2,0.00,0.19,0.67,0.14,0.591
4466,2016,LINCOLN,PRAGUE,41I103,5782,69584.82,29928.41,0.03,0.09,0.26,116.3,1.3,0.00,0.14,0.73,0.13,0.598
3949,2015,LINCOLN,PRAGUE,41I103,5869,65194.62,27074.32,0.06,0.09,0.22,0.1,0.7,0.12,130.38,1.25,0.00,0.565
3431,2014,LINCOLN,PRAGUE,41I103,5554,64962.32,27455.16,0.06,0.11,0.21,342.0,1.0,0.00,0.74,0.13,0.13,0.579
3429,2014,LINCOLN,STROUD,41I054,4304,52826.34,216492.80,0.10,0.18,0.41,103.1,1.8,0.00,0.74,0.14,0.13,0.578
4464,2016,LINCOLN,STROUD,41I054,4500,55994.52,289329.88,0.09,0.14,0.31,138.3,2.0,0.00,0.11,0.72,0.17,0.594
3947,2015,LINCOLN,STROUD,41I054,4548,54683.82,271928.99,0.09,0.15,0.36,0.1,0.7,0.16,163.80,1.60,0.00,0.567
3946,2015,LINCOLN,WELLSTON,41I004,3326,57346.07,25340.50,0.06,0.16,0.22,0.2,0.7,0.16,325.50,2.50,0.00,0.535
3428,2014,LINCOLN,WELLSTON,41I004,3164,50602.36,23401.23,0.06,0.19,0.23,345.5,1.0,0.00,0.66,0.17,0.18,0.553
4463,2016,LINCOLN,WELLSTON,41I004,3126,58001.15,26674.02,0.08,0.16,0.21,328.0,1.0,0.00,0.17,0.69,0.14,0.544
4460,2016,LINCOLN,"WHITE ROCK",41C005,1493,52046.29,53501.26,0.09,0.17,0.15,0.0,0.0,0.00,0.15,0.71,0.15,0.818
3943,2015,LINCOLN,"WHITE ROCK",41C005,1457,52870.03,45625.87,0.07,0.17,0.19,0.1,0.7,0.16,125.00,4.00,0.00,0.808
3425,2014,LINCOLN,"WHITE ROCK",41C005,1422,51331.29,45581.59,0.10,0.16,0.15,0.0,0.0,0.00,0.67,0.17,0.15,0.849
3437,2014,LOGAN,COYLE,42I014,3421,63507.60,68624.91,0.10,0.17,0.10,75.0,1.8,0.00,0.61,0.12,0.27,0.760
4472,2016,LOGAN,COYLE,42I014,3940,58869.62,63969.98,0.12,0.19,0.23,332.0,1.0,0.00,0.25,0.63,0.12,0.699
3955,2015,LOGAN,COYLE,42I014,3666,63748.55,65056.16,0.10,0.18,0.14,0.3,0.6,0.11,296.00,3.00,0.00,0.713
3953,2015,LOGAN,CRESCENT,42I002,3570,60246.99,38357.49,0.03,0.09,0.23,0.1,0.8,0.09,162.00,2.25,0.00,0.480
3435,2014,LOGAN,CRESCENT,42I002,3425,56172.42,35339.42,0.03,0.10,0.19,219.7,1.7,0.00,0.76,0.07,0.17,0.595
4470,2016,LOGAN,CRESCENT,42I002,3456,60053.32,37706.43,0.03,0.10,0.29,127.0,1.0,0.00,0.16,0.74,0.10,0.576
4469,2016,LOGAN,GUTHRIE,42I001,23232,62800.21,39302.95,0.06,0.14,0.31,35.4,1.7,2.00,0.22,0.67,0.10,0.630
3952,2015,LOGAN,GUTHRIE,42I001,23052,60117.28,37604.64,0.06,0.16,0.31,0.2,0.7,0.10,61.65,1.93,1.00,0.628
3434,2014,LOGAN,GUTHRIE,42I001,22828,58627.15,36043.67,0.05,0.17,0.26,68.2,2.3,0.00,0.67,0.13,0.20,0.654
3436,2014,LOGAN,MULHALL-ORLANDO,42I003,1232,67904.62,113238.77,0.03,0.09,0.43,242.0,3.0,0.00,0.67,0.13,0.20,0.517
4471,2016,LOGAN,MULHALL-ORLANDO,42I003,1464,65287.52,119143.05,0.10,0.16,0.23,255.0,1.0,0.00,0.15,0.72,0.13,0.573
3954,2015,LOGAN,MULHALL-ORLANDO,42I003,1417,64704.36,127998.53,0.09,0.12,0.31,0.2,0.7,0.14,0.00,0.00,0.00,0.515
3956,2015,LOVE,GREENVILLE,43C003,1021,56914.10,55108.36,0.04,0.18,0.31,0.2,0.7,0.10,0.00,0.00,0.00,0.908
3438,2014,LOVE,GREENVILLE,43C003,1108,59385.20,55741.63,0.02,0.17,0.18,0.0,0.0,0.00,0.69,0.13,0.18,0.930
4473,2016,LOVE,GREENVILLE,43C003,1041,59320.46,57299.00,0.04,0.15,0.31,0.0,0.0,0.00,0.17,0.71,0.12,0.807
4476,2016,LOVE,MARIETTA,43I016,4558,53311.59,27980.69,0.05,0.16,0.32,267.3,1.0,0.00,0.13,0.70,0.17,0.766
3959,2015,LOVE,MARIETTA,43I016,4531,51749.93,27913.87,0.05,0.17,0.31,0.2,0.6,0.21,263.25,2.75,0.00,0.705
3441,2014,LOVE,MARIETTA,43I016,4390,49096.67,25517.70,0.06,0.20,0.41,95.5,1.3,0.00,0.65,0.20,0.15,0.729
3439,2014,LOVE,THACKERVILLE,43I004,1398,50358.07,98920.43,0.02,0.13,0.45,295.0,3.0,0.00,0.75,0.19,0.06,0.773
4474,2016,LOVE,THACKERVILLE,43I004,1579,48123.15,114234.01,0.04,0.12,0.34,89.3,3.5,0.00,0.10,0.74,0.17,0.675
3957,2015,LOVE,THACKERVILLE,43I004,1498,49914.79,121233.19,0.03,0.11,0.31,0.1,0.7,0.18,316.00,2.00,0.00,0.763
3958,2015,LOVE,TURNER,43I005,2348,61526.67,73013.02,0.01,0.12,0.13,0.2,0.7,0.11,0.00,0.00,0.00,0.554
3440,2014,LOVE,TURNER,43I005,2393,57230.84,56763.18,0.02,0.13,0.18,169.5,1.5,0.00,0.71,0.11,0.18,0.552
4475,2016,LOVE,TURNER,43I005,2316,63402.85,62477.41,0.02,0.09,0.13,0.0,0.0,0.00,0.18,0.67,0.14,0.519
4478,2016,MAJOR,ALINE-CLEO,44I004,1107,71366.37,114406.08,0.04,0.11,0.30,154.0,1.0,0.00,0.12,0.79,0.09,0.578
3961,2015,MAJOR,ALINE-CLEO,44I004,1044,70875.17,122989.51,0.04,0.11,0.36,0.1,0.8,0.09,38.75,1.25,0.00,0.529
3443,2014,MAJOR,ALINE-CLEO,44I004,1056,66069.00,104785.01,0.05,0.11,0.41,77.5,1.0,0.00,0.73,0.09,0.17,0.574
3445,2014,MAJOR,CIMARRON,44I092,1882,64157.20,72804.48,0.06,0.08,0.21,93.7,1.3,0.00,0.72,0.10,0.18,0.545
4480,2016,MAJOR,CIMARRON,44I092,1972,63289.45,81787.69,0.06,0.09,0.14,89.7,1.3,0.00,0.20,0.73,0.07,0.480
3963,2015,MAJOR,CIMARRON,44I092,1910,68788.51,78788.73,0.06,0.08,0.15,0.2,0.8,0.08,136.00,1.00,0.00,0.515
3962,2015,MAJOR,FAIRVIEW,44I084,3663,57921.89,50875.47,0.03,0.21,0.29,0.2,0.7,0.14,151.80,2.00,0.00,0.476
3444,2014,MAJOR,FAIRVIEW,44I084,3567,59186.99,47647.14,0.03,0.17,0.35,143.0,4.4,0.00,0.69,0.13,0.19,0.499
4479,2016,MAJOR,FAIRVIEW,44I084,3734,62612.53,50420.09,0.05,0.20,0.34,66.5,2.9,1.00,0.17,0.70,0.13,0.557
4477,2016,MAJOR,RINGWOOD,44I001,1962,72031.56,45206.01,0.06,0.07,0.10,414.0,1.0,0.00,0.18,0.68,0.13,0.592
3960,2015,MAJOR,RINGWOOD,44I001,1858,77595.10,45941.00,0.07,0.08,0.08,0.2,0.7,0.13,46.22,1.11,0.00,0.551
3442,2014,MAJOR,RINGWOOD,44I001,1885,80057.65,40301.34,0.07,0.08,0.07,203.5,3.0,0.00,0.71,0.13,0.16,0.526
3447,2014,MARSHALL,KINGSTON,45I003,7518,48010.51,49765.38,0.10,0.20,0.40,174.6,1.3,0.00,0.69,0.18,0.13,0.782
4482,2016,MARSHALL,KINGSTON,45I003,7627,51700.99,53645.32,0.09,0.20,0.37,100.8,1.5,0.00,0.12,0.70,0.18,0.948
3965,2015,MARSHALL,KINGSTON,45I003,7631,53719.81,51228.78,0.10,0.21,0.36,0.1,0.7,0.17,152.25,2.00,0.00,0.828
3964,2015,MARSHALL,MADILL,45I002,8333,52774.26,35361.07,0.07,0.14,0.26,0.2,0.6,0.22,194.00,2.00,1.00,0.694
3446,2014,MARSHALL,MADILL,45I002,8342,49913.33,33577.87,0.08,0.15,0.25,105.6,1.6,0.00,0.61,0.23,0.16,0.760
4481,2016,MARSHALL,MADILL,45I002,8387,52391.55,35843.18,0.06,0.14,0.30,144.6,2.2,1.00,0.14,0.63,0.23,0.724
4487,2016,MAYES,ADAIR,46I002,4943,64061.93,28239.02,0.05,0.12,0.36,1036.0,4.0,0.00,0.17,0.73,0.11,0.531
3970,2015,MAYES,ADAIR,46I002,4565,58952.16,26003.38,0.07,0.16,0.31,0.2,0.7,0.13,350.33,1.67,0.00,0.541
3452,2014,MAYES,ADAIR,46I002,4976,59125.70,25531.97,0.09,0.14,0.24,1046.0,1.0,0.00,0.71,0.15,0.14,0.512
3455,2014,MAYES,CHOUTEAU-MAZIE,46I032,5794,53153.80,47278.89,0.08,0.22,0.33,91.3,2.3,0.00,0.66,0.18,0.15,0.720
4490,2016,MAYES,CHOUTEAU-MAZIE,46I032,6115,51163.07,57785.67,0.06,0.27,0.32,148.3,2.7,0.00,0.16,0.68,0.16,0.761
3973,2015,MAYES,CHOUTEAU-MAZIE,46I032,6086,52933.20,52249.61,0.07,0.25,0.32,0.2,0.7,0.17,112.38,1.50,0.00,0.765
3972,2015,MAYES,"LOCUST GROVE",46I017,7619,49993.34,21549.74,0.10,0.19,0.16,0.1,0.8,0.13,90.13,1.19,0.00,0.964
3454,2014,MAYES,"LOCUST GROVE",46I017,7628,49232.26,19813.67,0.09,0.17,0.19,114.4,1.8,0.00,0.74,0.14,0.12,0.742
4489,2016,MAYES,"LOCUST GROVE",46I017,6563,46812.95,21922.02,0.09,0.20,0.23,372.5,3.5,0.00,0.12,0.73,0.15,0.966
4485,2016,MAYES,OSAGE,46C043,595,64050.37,118480.34,0.00,0.08,0.22,0.0,0.0,0.00,0.21,0.71,0.09,0.641
3968,2015,MAYES,OSAGE,46C043,532,61023.58,99346.18,0.02,0.10,0.17,0.2,0.7,0.09,0.00,0.00,0.00,0.602
3450,2014,MAYES,OSAGE,46C043,530,57918.07,83278.99,0.04,0.10,0.16,0.0,0.0,0.00,0.66,0.15,0.19,0.733
3451,2014,MAYES,PRYOR,46I001,13854,54557.11,70736.00,0.09,0.19,0.28,123.9,2.4,0.00,0.67,0.14,0.20,0.563
4486,2016,MAYES,PRYOR,46I001,14266,53970.43,157814.12,0.07,0.23,0.31,213.0,2.2,0.00,0.21,0.68,0.12,0.575
3969,2015,MAYES,PRYOR,46I001,14146,55289.49,122460.22,0.08,0.20,0.30,0.2,0.7,0.12,178.87,2.07,0.00,0.579
3971,2015,MAYES,SALINA,46I016,3918,43225.47,19920.83,0.06,0.24,0.50,0.1,0.7,0.17,81.10,2.70,0.00,0.713
3453,2014,MAYES,SALINA,46I016,4024,41458.74,19460.77,0.05,0.28,0.42,102.0,2.0,0.00,0.68,0.19,0.13,0.707
4488,2016,MAYES,SALINA,46I016,3814,43929.30,23450.25,0.07,0.26,0.41,75.1,2.4,0.00,0.13,0.69,0.18,0.814
4483,2016,MAYES,SPAVINAW,46C021,1140,41616.83,16030.88,0.05,0.25,0.37,0.0,0.0,0.00,0.08,0.75,0.17,0.864
3966,2015,MAYES,SPAVINAW,46C021,1076,38910.87,54827.57,0.08,0.27,0.39,0.1,0.7,0.23,87.00,1.00,0.00,0.862
3448,2014,MAYES,SPAVINAW,46C021,1159,36306.00,51291.39,0.16,0.35,0.37,91.0,2.0,0.00,0.67,0.24,0.09,0.868
3449,2014,MAYES,WICKLIFFE,46C035,533,44174.41,11692.18,0.08,0.28,0.36,0.0,0.0,0.00,0.73,0.19,0.08,0.801
4484,2016,MAYES,WICKLIFFE,46C035,720,45888.01,15309.78,0.10,0.23,0.27,0.0,0.0,0.00,0.05,0.75,0.20,0.802
3967,2015,MAYES,WICKLIFFE,46C035,634,44271.84,11827.47,0.06,0.22,0.32,0.1,0.8,0.19,0.00,0.00,0.00,0.803
3980,2015,McCLAIN,BLANCHARD,47I029,8417,70686.20,26985.36,0.06,0.12,0.20,0.2,0.7,0.08,484.25,4.25,0.00,0.466
3462,2014,McCLAIN,BLANCHARD,47I029,8285,72846.59,26070.96,0.07,0.12,0.20,377.0,3.4,0.00,0.70,0.07,0.23,0.431
4496,2016,McCLAIN,BLANCHARD,47I029,8847,69686.76,29083.39,0.05,0.12,0.24,971.0,3.0,0.00,0.23,0.71,0.06,0.425
3974,2015,McCLAIN,BYARS,47C004,466,50108.95,15664.70,0.03,0.19,0.17,0.1,0.6,0.22,0.00,0.00,0.00,0.872
3456,2014,McCLAIN,BYARS,47C004,513,49506.86,78552.04,0.03,0.16,0.18,0.0,0.0,0.00,0.63,0.26,0.12,0.850
3458,2014,McCLAIN,DIBBLE,47I002,3399,49172.84,19398.29,0.03,0.17,0.48,142.4,1.0,0.00,0.71,0.19,0.10,0.562
4492,2016,McCLAIN,DIBBLE,47I002,3453,58554.71,27626.34,0.02,0.10,0.33,65.4,2.7,0.00,0.12,0.67,0.21,0.557
3976,2015,McCLAIN,DIBBLE,47I002,3451,55342.39,21539.19,0.02,0.12,0.35,0.1,0.7,0.20,69.00,1.30,0.00,0.623
3975,2015,McCLAIN,NEWCASTLE,47I001,8549,83589.62,47279.13,0.03,0.07,0.27,0.3,0.6,0.09,289.71,2.14,0.00,0.281
3457,2014,McCLAIN,NEWCASTLE,47I001,8428,78172.33,44986.01,0.04,0.06,0.26,244.6,2.1,1.00,0.62,0.14,0.25,0.305
4491,2016,McCLAIN,NEWCASTLE,47I001,8917,84294.47,47116.60,0.03,0.07,0.27,527.5,2.0,0.00,0.30,0.61,0.09,0.310
4495,2016,McCLAIN,PURCELL,47I015,7689,58420.52,29360.00,0.06,0.17,0.24,96.5,2.3,1.00,0.18,0.63,0.20,0.568
3979,2015,McCLAIN,PURCELL,47I015,7819,57590.17,28528.03,0.06,0.14,0.23,0.2,0.6,0.18,68.90,1.67,0.00,0.540
3461,2014,McCLAIN,PURCELL,47I015,7850,59000.78,25563.31,0.05,0.15,0.24,64.0,1.3,0.00,0.66,0.17,0.17,0.574
3459,2014,McCLAIN,WASHINGTON,47I005,3846,76026.26,24643.44,0.02,0.05,0.19,324.0,1.3,0.00,0.70,0.09,0.20,0.260
4493,2016,McCLAIN,WASHINGTON,47I005,3947,84212.91,27739.09,0.02,0.03,0.22,0.0,0.0,0.00,0.22,0.68,0.10,0.312
3977,2015,McCLAIN,WASHINGTON,47I005,4065,83803.81,26394.29,0.01,0.03,0.20,0.2,0.7,0.10,999.99,1.00,0.00,0.260
3978,2015,McCLAIN,WAYNE,47I010,3052,64253.32,39861.87,0.03,0.16,0.37,0.2,0.7,0.13,72.71,1.57,0.00,0.654
3460,2014,McCLAIN,WAYNE,47I010,2882,56454.58,31617.92,0.05,0.16,0.28,90.2,2.7,0.00,0.67,0.15,0.18,0.701
4494,2016,McCLAIN,WAYNE,47I010,3445,60704.56,40464.88,0.04,0.16,0.33,89.2,2.7,2.00,0.20,0.65,0.15,0.738
4508,2016,McCURTAIN,BATTIEST,48I071,1512,47132.27,43480.65,0.03,0.23,0.20,139.0,1.5,0.00,0.14,0.72,0.14,0.806
3992,2015,McCURTAIN,BATTIEST,48I071,1507,51869.22,40423.91,0.06,0.22,0.15,0.1,0.7,0.14,0.00,0.00,0.00,0.807
3474,2014,McCURTAIN,BATTIEST,48I071,1594,47773.48,34960.36,0.08,0.24,0.20,0.0,0.0,0.00,0.72,0.16,0.11,0.810
3475,2014,McCURTAIN,"BROKEN BOW",48I074,7293,43418.80,25822.97,0.08,0.25,0.37,38.8,1.6,0.00,0.69,0.18,0.14,0.748
4509,2016,McCURTAIN,"BROKEN BOW",48I074,7083,42598.69,31792.65,0.09,0.24,0.41,56.7,2.4,0.00,0.12,0.69,0.19,0.807
3993,2015,McCURTAIN,"BROKEN BOW",48I074,7230,42071.44,28246.73,0.08,0.22,0.37,0.1,0.7,0.18,38.53,2.91,0.00,0.796
3984,2015,McCURTAIN,DENISON,48C037,1674,51610.40,22735.42,0.08,0.18,0.49,0.2,0.7,0.16,0.00,0.00,0.00,0.585
3466,2014,McCURTAIN,DENISON,48C037,1643,50937.83,20812.05,0.08,0.19,0.44,0.0,0.0,0.00,0.71,0.12,0.17,0.562
4500,2016,McCURTAIN,DENISON,48C037,1590,53930.24,20244.27,0.06,0.20,0.50,325.0,1.0,0.00,0.13,0.70,0.17,0.585
4505,2016,McCURTAIN,EAGLETOWN,48I013,1291,40444.47,41953.60,0.12,0.26,0.26,37.3,1.3,0.00,0.10,0.74,0.17,0.805
3989,2015,McCURTAIN,EAGLETOWN,48I013,1321,37540.51,32990.11,0.15,0.23,0.24,0.1,0.7,0.20,96.00,1.50,0.00,0.807
3471,2014,McCURTAIN,EAGLETOWN,48I013,1211,37946.44,28107.17,0.14,0.21,0.27,73.7,1.3,0.00,0.72,0.19,0.09,0.805
3463,2014,McCURTAIN,"FOREST GROVE",48C001,1041,52727.62,37753.39,0.15,0.21,0.36,82.5,1.0,0.00,0.64,0.19,0.18,0.879
4497,2016,McCURTAIN,"FOREST GROVE",48C001,938,55189.70,43789.08,0.06,0.23,0.44,0.0,0.0,0.00,0.19,0.66,0.15,0.876
3981,2015,McCURTAIN,"FOREST GROVE",48C001,1003,54101.87,38440.91,0.15,0.21,0.32,0.2,0.6,0.16,90.50,1.50,0.00,0.862
3983,2015,McCURTAIN,GLOVER,48C023,721,38935.02,29387.30,0.14,0.25,0.36,0.1,0.7,0.22,0.00,0.00,0.00,0.854
3465,2014,McCURTAIN,GLOVER,48C023,673,36052.67,24433.80,0.15,0.33,0.50,81.0,2.0,0.00,0.66,0.22,0.12,0.901
4499,2016,McCURTAIN,GLOVER,48C023,772,44669.42,39090.91,0.06,0.24,0.36,0.0,0.0,0.00,0.13,0.67,0.21,1.000
4503,2016,McCURTAIN,HAWORTH,48I006,2474,47857.61,13331.48,0.07,0.19,0.38,83.3,1.1,0.00,0.10,0.69,0.21,0.811
3987,2015,McCURTAIN,HAWORTH,48I006,2356,45748.57,11704.63,0.08,0.19,0.41,0.1,0.7,0.23,76.75,1.88,0.00,0.796
3469,2014,McCURTAIN,HAWORTH,48I006,2592,45430.07,11655.48,0.08,0.23,0.37,87.9,1.4,0.00,0.69,0.21,0.11,0.811
3467,2014,McCURTAIN,"HOLLY CREEK",48C072,1288,44816.99,12136.19,0.10,0.22,0.07,107.5,1.5,0.00,0.65,0.21,0.14,0.800
4501,2016,McCURTAIN,"HOLLY CREEK",48C072,1385,50035.96,11977.86,0.06,0.24,0.11,0.0,0.0,0.00,0.15,0.65,0.20,0.716
3985,2015,McCURTAIN,"HOLLY CREEK",48C072,1368,47703.06,11695.43,0.11,0.25,0.08,0.1,0.6,0.21,0.00,0.00,0.00,0.783
3986,2015,McCURTAIN,IDABEL,48I005,7389,38164.04,19830.11,0.08,0.34,0.55,0.2,0.6,0.17,41.90,1.97,1.00,0.897
3468,2014,McCURTAIN,IDABEL,48I005,7204,37832.03,18391.21,0.08,0.35,0.55,34.5,2.1,1.00,0.61,0.19,0.20,0.890
4502,2016,McCURTAIN,IDABEL,48I005,7570,39589.57,21037.77,0.07,0.34,0.56,56.8,1.6,0.00,0.18,0.63,0.19,1.000
4498,2016,McCURTAIN,LUKFATA,48C009,1189,43752.02,16951.56,0.10,0.22,0.33,0.0,0.0,0.00,0.12,0.66,0.22,0.598
3982,2015,McCURTAIN,LUKFATA,48C009,1220,46345.84,16530.04,0.07,0.20,0.36,0.1,0.7,0.22,0.00,0.00,0.00,0.576
3464,2014,McCURTAIN,LUKFATA,48C009,1087,48475.67,15786.16,0.09,0.19,0.37,371.0,2.0,0.00,0.62,0.26,0.12,0.596
3472,2014,McCURTAIN,SMITHVILLE,48I014,1764,42400.81,25246.53,0.12,0.23,0.42,100.3,1.7,0.00,0.72,0.17,0.11,0.827
4506,2016,McCURTAIN,SMITHVILLE,48I014,1790,48025.45,28506.21,0.12,0.16,0.27,0.0,0.0,0.00,0.13,0.71,0.16,0.817
3990,2015,McCURTAIN,SMITHVILLE,48I014,1764,45216.89,27304.50,0.11,0.18,0.34,0.1,0.7,0.17,0.00,0.00,0.00,0.826
