Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ReportCardType,Performance_Multiplier,SchoolName,ELA_ExamCount_bq,ELA_GrowthIndex_bq,ELA_LetterGradeas_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,Math_LetterGrade_bq,OverallExamCount_bq,OverallGrowthIndex_bq,OverallLetterGrade_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,OverallParticipation_County,OverallPArticipation_Rate,ELA_ExamCounty,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCounty,Math_GrowthIndex,Math_LetterGrade,Science_ExamCounty,Science_GrowthIndex,Science_LetterGrade,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,SocialStudies_LetterGrade,Writing_ExamCounty,Writing_GrowthIndex,Writing_LetterGrade,Overall_ExamCounty,Overall_GrowthIndex,Overall_LetterGrade,ReportCardType,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,OverallLetterGrade,DistrictCode,Grade_Group
2014,72,I005,110,72I005110,JENKS,"JENKS EAST ES",NULL,NULL,"Jenks East ES",60,43,"F    ",63,54,"F    ",123,49,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1235,1.00,567,69,D,576,67,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1143,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I005,110,72I005110,JENKS,"JENKS EAST ES",Elementary,50,"JENKS EAST ES",68,44,"F    ",69,49,"F    ",137,47,"F    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,1368,1.00,626,69,D,640,63,D,0,0,N/,0,0,N/,0,0,N/,1266,66,D,Elementary,50,25,25,10,74,C,72I005,C
2016,72,I005,110,72I005110,JENKS,"JENKS EAST ES",NULL,NULL,"JENKS EAST ES",77,51,"F    ",81,64,"D    ",158,58,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1468,1.00,313,78,C,327,81,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,640,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I005,130,72I005130,JENKS,"JENKS EAST INTERMEDIATE ES",NULL,NULL,"Jenks East Intermediate ES",195,61,"D    ",198,56,"F    ",393,58,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3307,1.00,902,76,C,906,78,C,446,59,F,NULL,NULL,B,NULL,NULL,NULL,2704,76,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I005,130,72I005130,JENKS,"JENKS EAST INTERMEDIATE ES",Elementary,50,"JENKS EAST INTERMEDIATE ES",215,40,"F    ",218,47,"F    ",433,43,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,3403,1.00,922,75,C,928,78,C,472,60,D,472,81,B,0,0,N/,2794,74,C,Elementary,50,25,25,10,78,C+,72I005,C
2016,72,I005,130,72I005130,JENKS,"JENKS EAST INTERMEDIATE ES",NULL,NULL,"JENKS EAST INTERMEDIATE ES",218,48,"F    ",221,45,"F    ",439,46,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,2922,1.00,874,81,B,885,81,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,1759,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I005,705,72I005705,JENKS,"JENKS HS",NULL,NULL,"Jenks HS",153,80,"B    ",57,86,"B    ",210,82,"B    ",NULL,NULL,NULL,NULL,0.95,0.7,1,0.88,0,0.79,0,0.93,0.81,1,0.77,0,3,1,4088,0.98,1518,90,A,1541,83,B,810,65,D,57,65,D,NULL,NULL,NULL,3926,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I005,705,72I005705,JENKS,"JENKS HS","High School",50,"JENKS HS",165,79,"C    ",160,71,"C    ",325,75,"C    ",,0,,0,"> 0.95","> 0.95",1,0.91,5,0.88,1,0.93,0.77,1,0.77,0,4,1,4686,0.99,1523,86,B,1546,79,C,781,57,F,692,82,B,0,0,N/,4542,78,C,"High School",50,25,25,9,90,A-,72I005,A
2016,72,I005,705,72I005705,JENKS,"JENKS HS",NULL,NULL,"JENKS HS",169,63,"D    ",187,59,"F    ",356,61,"D    ",N/A,0,N/A,0,"> 0.95","> 0.95",1,0.9,5,0.83,0,0.88,0.79,1,0.79,0,3,1,5036,0.98,679,87,B,750,87,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,1429,87,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I005,505,72I005505,JENKS,"JENKS MS",NULL,NULL,"Jenks MS",338,66,"D    ",299,61,"D    ",637,64,"D    ",0.95,6,0.05,2,0.74,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5672,0.99,1536,81,B,1542,81,B,742,63,D,737,75,C,11,100,A,4568,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I005,505,72I005505,JENKS,"JENKS MS","Middle School",50,"JENKS MS",375,48,"F    ",372,58,"F    ",747,53,"F    ","> 0.95",6,"< 0.05",2,0.9,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,6644,0.99,1564,78,C,1566,79,C,838,66,D,1576,76,C,0,0,N/,5544,76,C,"Middle School",50,25,25,10,82,B-,72I005,B
2016,72,I005,505,72I005505,JENKS,"JENKS MS",NULL,NULL,"JENKS MS",367,54,"F    ",373,51,"F    ",740,52,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,5806,0.99,1469,83,B,1493,81,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,2962,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I005,115,72I005115,JENKS,"JENKS WEST ES",NULL,NULL,"Jenks West ES",72,64,"D    ",74,73,"C    ",146,68,"D    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1342,1.00,653,79,C,656,83,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1309,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I005,115,72I005115,JENKS,"JENKS WEST ES",Elementary,50,"JENKS WEST ES",74,65,"D    ",75,73,"C    ",149,69,"D    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,1366,1.00,655,79,C,656,82,B,0,0,N/,0,0,N/,0,0,N/,1311,81,B,Elementary,50,25,25,10,90,A-,72I005,A
2016,72,I005,115,72I005115,JENKS,"JENKS WEST ES",NULL,NULL,"JENKS WEST ES",86,58,"F    ",86,70,"C    ",172,64,"D    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1496,1.00,348,85,B,349,89,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,697,87,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I005,125,72I005125,JENKS,"JENKS WEST INTERMEDIATE ES",NULL,NULL,"Jenks West Intermediate ES",126,66,"D    ",128,73,"C    ",254,70,"C    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2251,1.00,615,78,C,615,80,B,304,70,C,NULL,NULL,A,NULL,NULL,NULL,1845,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I005,125,72I005125,JENKS,"JENKS WEST INTERMEDIATE ES",Elementary,50,"JENKS WEST INTERMEDIATE ES",162,48,"F    ",162,54,"F    ",324,51,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,2470,1.00,662,79,C,663,83,B,350,68,D,351,92,A,0,0,N/,2026,81,B,Elementary,50,25,25,10,84,B,72I005,B
2016,72,I005,125,72I005125,JENKS,"JENKS WEST INTERMEDIATE ES",NULL,NULL,"JENKS WEST INTERMEDIATE ES",161,57,"F    ",161,43,"F    ",322,50,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,2124,1.00,646,83,B,645,81,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,1291,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I005,120,72I005120,JENKS,"SOUTHEAST ES",NULL,NULL,"Southeast ES",33,73,"C    ",35,86,"B    ",68,79,"C    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,622,1.00,307,88,B,307,85,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,614,86,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I005,120,72I005120,JENKS,"SOUTHEAST ES",Elementary,50,"SOUTHEAST ES",36,83,"B    ",36,89,"B    ",72,86,"B    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,638,1.00,311,92,A,311,90,A,0,0,N/,0,0,N/,0,0,N/,622,91,A,Elementary,50,25,25,10,101,A+,72I005,A
2016,72,I005,120,72I005120,JENKS,"SOUTHEAST ES",NULL,NULL,"SOUTHEAST ES",40,90,"A    ",40,85,"B    ",80,88,"B    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,652,1.00,161,98,A,161,96,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,322,97,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,59,C002,105,59C002105,JENNINGS,"JENNINGS PUBLIC SCHOOL",NULL,NULL,"Jennings Public School",20,70,"C    ",20,50,"F    ",40,60,"D    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,349,1.00,112,77,C,112,70,C,30,73,C,30,80,B,NULL,NULL,NULL,284,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,59,C002,105,59C002105,JENNINGS,"JENNINGS PUBLIC SCHOOL","Middle School",50,"JENNINGS PUBLIC SCHOOL",23,35,"F    ",23,35,"F    ",46,35,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,414,1.00,120,69,D,120,57,F,44,68,D,62,71,C,0,0,N/,346,65,D,"Middle School",50,25,25,8,67,D+,59C002,D
2016,59,C002,105,59C002105,JENNINGS,"JENNINGS PUBLIC SCHOOL",NULL,NULL,"JENNINGS PUBLIC SCHOOL",22,41,"F    ",22,41,"F    ",44,41,"F    ",0.95,6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,328,1.00,90,73,C,90,68,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,180,71,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,55,G007,987,55G007987,"JOHN W REX CHARTER ELEMENTARY","JOHN W REX CHARTER ELEMENTARY",Elementary,0,"JOHN W REX CHARTER ELEMENTARY",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,0,0.00,0,0,N/,0,0,N/,0,0,N/,0,0,N/,0,0,N/,0,0,N/,Elementary,0,0,0,0,0,N/A,55G007,NULL
2016,55,G007,987,55G007987,"JOHN W REX CHARTER ELEMENTARY","JOHN W REX CHARTER ELEMENTARY",NULL,NULL,"JOHN W REX CHARTER ELEMENTARY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,120,1.00,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,55,I009,105,55I009105,JONES,"JONES ES",NULL,NULL,"Jones ES",36,58,"F    ",37,38,"F    ",73,48,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,759,1.00,245,72,C,245,70,C,78,51,F,78,62,D,NULL,NULL,NULL,646,67,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,55,I009,105,55I009105,JONES,"JONES ES",Elementary,50,"JONES ES",41,49,"F    ",41,49,"F    ",82,49,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,754,1.00,239,73,C,239,69,D,82,73,C,82,80,B,0,0,N/,642,72,C,Elementary,50,25,25,10,78,C+,55I009,C
2016,55,I009,105,55I009105,JONES,"JONES ES",NULL,NULL,"JONES ES",37,49,"F    ",37,68,"D    ",74,58,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,644,1.00,150,75,C,150,85,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,300,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,55,I009,705,55I009705,JONES,"JONES HS",NULL,NULL,"Jones HS",16,56,"F    ",21,52,"F    ",37,54,"F    ",NULL,NULL,NULL,NULL,0.67,0.88,0,0.91,5,0.91,1,0.7,0.61,0,0.73,0,4,1,556,0.99,142,85,B,239,74,C,89,55,F,43,74,C,NULL,NULL,NULL,513,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,55,I009,705,55I009705,JONES,"JONES HS","High School",50,"JONES HS",18,72,"C    ",20,80,"B    ",38,76,"C    ",,0,,0,0.78,"> 0.95",1,0.94,5,0.84,0,0.72,0.60,0,0.78,0,3,1,446,0.99,154,84,B,218,70,C,0,0,**,0,0,C,0,0,N/,437,75,C,"High School",50,25,25,7,85,B,55I009,B
2016,55,I009,705,55I009705,JONES,"JONES HS",NULL,NULL,"JONES HS",17,53,"F    ",21,29,"F    ",38,39,"F    ",N/A,0,N/A,0,0.91,"> 0.95",1,0.77,0,0.69,0,0.7,0.57,0,0.76,0,2,0,583,0.99,72,82,B,88,78,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,160,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,55,I009,505,55I009505,JONES,"JONES MS",NULL,NULL,"Jones MS",49,63,"D    ",54,70,"C    ",103,67,"D    ",0.95,6,0.05,2,0.31,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,780,0.99,247,72,C,247,64,D,77,55,F,NULL,NULL,C,NULL,NULL,NULL,649,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,55,I009,505,55I009505,JONES,"JONES MS","Middle School",50,"JONES MS",61,70,"C    ",61,74,"C    ",122,72,"C    ","> 0.95",6,"< 0.05",2,0.28,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,898,1.00,255,81,B,255,75,C,81,58,F,176,66,D,0,0,N/,767,73,C,"Middle School",50,25,25,8,84,B,55I009,B
2016,55,I009,505,55I009505,JONES,"JONES MS",NULL,NULL,"JONES MS",62,53,"F    ",62,40,"F    ",124,47,"F    ","> 0.95",6,"< 0.05",2,0.56,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,857,1.00,253,83,B,253,73,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,506,78,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,67,C054,105,67C054105,JUSTICE,"JUSTICE PUBLIC SCHOOL",NULL,NULL,"Justice Public School",11,18,"F    ",11,91,"A    ",22,55,"F    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,239,1.00,73,42,F,74,41,F,27,19,F,NULL,NULL,F,NULL,NULL,NULL,201,40,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,67,C054,105,67C054105,JUSTICE,"JUSTICE PUBLIC SCHOOL","Middle School",50,"JUSTICE PUBLIC SCHOOL",14,29,"F    ",14,36,"F    ",28,32,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,229,0.99,68,62,D,68,50,F,18,56,F,31,45,F,0,0,N/,185,54,F,"Middle School",50,25,25,8,59,F,67C054,F
2016,67,C054,105,67C054105,JUSTICE,"JUSTICE PUBLIC SCHOOL",NULL,NULL,"JUSTICE PUBLIC SCHOOL",15,47,"F    ",15,60,"D    ",30,53,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,252,1.00,62,61,D,62,74,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,124,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,66,C009,105,66C009105,JUSTUS-TIAWAH,"JUSTUS-TIAWAH PUBLIC SCHOOL",NULL,NULL,"Justus-Tiawah Public School",57,61,"D    ",57,77,"C    ",114,69,"D    ",0.95,6,0.05,2,0.77,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,987,0.99,306,76,C,306,80,B,104,59,F,NULL,NULL,B,NULL,NULL,NULL,821,76,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,66,C009,105,66C009105,JUSTUS-TIAWAH,"JUSTUS-TIAWAH PUBLIC SCHOOL","Middle School",50,"JUSTUS-TIAWAH PUBLIC SCHOOL",61,56,"F    ",61,49,"F    ",122,52,"F    ",0.95,6,"< 0.05",2,0.39,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,1022,1.00,293,80,B,293,77,C,112,64,D,156,80,B,0,0,N/,854,77,C,"Middle School",50,25,25,10,82,B-,66C009,B
2016,66,C009,105,66C009105,JUSTUS-TIAWAH,"JUSTUS-TIAWAH PUBLIC SCHOOL",NULL,NULL,"JUSTUS-TIAWAH PUBLIC SCHOOL",58,53,"F    ",58,60,"D    ",116,57,"F    ","> 0.95",6,"< 0.05",2,0.43,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,886,1.00,236,84,B,236,86,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,472,85,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,21,I003,105,21I003105,KANSAS,"KANSAS ES",NULL,NULL,"Kansas ES",22,50,"F    ",22,45,"F    ",44,48,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,483,1.00,144,67,D,144,74,C,54,46,F,54,81,B,NULL,NULL,NULL,396,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,21,I003,105,21I003105,KANSAS,"KANSAS ES",Elementary,50,"KANSAS ES",23,43,"F    ",23,35,"F    ",46,39,"F    ",0.94,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,496,1.00,153,65,D,153,71,C,47,53,F,47,77,C,0,0,N/,400,68,D,Elementary,50,25,25,10,72,C-,21I003,C
2016,21,I003,105,21I003105,KANSAS,"KANSAS ES",NULL,NULL,"KANSAS ES",27,41,"F    ",27,41,"F    ",54,41,"F    ",0.94,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,488,1.00,112,70,C,112,74,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,224,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,21,I003,715,21I003715,KANSAS,"KANSAS HS",NULL,NULL,"Kansas HS",13,77,"C    ",11,82,"B    ",24,79,"C    ",NULL,NULL,NULL,NULL,0.54,0.65,0,0.91,5,0.82,0,0.48,0.55,0,0.58,0,3,1,470,1.00,139,89,B,166,78,C,64,38,F,81,77,C,NULL,NULL,NULL,450,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,21,I003,715,21I003715,KANSAS,"KANSAS HS","High School",50,"KANSAS HS",14,64,"D    ",18,78,"C    ",32,72,"C    ",,0,,0,0.39,"> 0.95",1,0.94,5,0.88,1,0.23,0.42,0,0.54,0,3,1,466,1.00,116,85,B,172,86,B,70,24,F,60,72,C,0,0,N/,418,73,C,"High School",50,25,25,8,85,B,21I003,B
2016,21,I003,715,21I003715,KANSAS,"KANSAS HS",NULL,NULL,"KANSAS HS",16,44,"F    ",18,67,"D    ",34,56,"F    ",N/A,0,N/A,0,0.4,"> 0.95",1,"> 0.95",5,0.93,1,"> 0.95",0.34,1,0.51,0,4,1,494,0.99,64,80,B,76,88,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,140,84,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,21,I003,505,21I003505,KANSAS,"KANSAS MS",NULL,NULL,"Kansas MS",36,44,"F    ",36,47,"F    ",72,46,"F    ",0.95,6,0.05,2,0.09,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,594,0.99,172,62,D,171,60,D,54,35,F,53,66,D,NULL,NULL,NULL,450,58,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,21,I003,505,21I003505,KANSAS,"KANSAS MS","Middle School",50,"KANSAS MS",42,36,"F    ",42,21,"F    ",84,29,"F    ","> 0.95",6,"< 0.05",2,0.06,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,698,0.99,174,70,C,174,48,F,63,51,F,125,63,D,0,0,N/,536,59,F,"Middle School",50,25,25,8,61,D-,21I003,D
2016,21,I003,505,21I003505,KANSAS,"KANSAS MS",NULL,NULL,"KANSAS MS",40,45,"F    ",39,59,"F    ",79,52,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,576,0.97,162,75,C,161,64,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,323,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I031,105,19I031105,KELLYVILLE,"KELLYVILLE ES",NULL,NULL,"Kellyville ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.93,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160,1.00,75,55,F,75,60,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,57,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I031,105,19I031105,KELLYVILLE,"KELLYVILLE ES",Elementary,100,"KELLYVILLE ES",,,,,,,,,"",0.92,0,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,148,1.00,70,46,F,70,36,F,0,0,N/,0,0,N/,0,0,N/,140,41,F,Elementary,100,0,0,0,41,F,19I031,F
2016,19,I031,105,19I031105,KELLYVILLE,"KELLYVILLE ES",NULL,NULL,"KELLYVILLE ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.94,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,138,1.00,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I031,705,19I031705,KELLYVILLE,"KELLYVILLE HS",NULL,NULL,"Kellyville HS",NULL,NULL,"A    ",NULL,NULL,NULL,23,96,"A    ",NULL,NULL,NULL,NULL,0.59,0.66,0,0.87,0,0.84,0,0.5,0.52,0,0.70,0,3,1,499,0.97,146,86,B,178,82,B,70,41,F,78,76,C,NULL,NULL,NULL,472,76,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I031,705,19I031705,KELLYVILLE,"KELLYVILLE HS","High School",50,"KELLYVILLE HS",14,93,"A    ",16,81,"B    ",30,87,"B    ",,0,,0,0.51,"> 0.95",1,0.82,0,0.71,0,0.49,0.45,0,0.69,0,1,0,457,0.99,139,88,B,174,70,C,62,37,F,61,70,C,0,0,N/,436,71,C,"High School",50,25,25,1,80,B-,19I031,B
2016,19,I031,705,19I031705,KELLYVILLE,"KELLYVILLE HS",NULL,NULL,"KELLYVILLE HS",18,78,"C    ",22,41,"F    ",40,57,"F    ",N/A,0,N/A,0,0.66,"> 0.95",1,0.79,0,0.72,0,0.48,0.50,0,0.54,0,2,0,506,0.99,76,87,B,91,54,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,167,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I031,505,19I031505,KELLYVILLE,"KELLYVILLE MS",NULL,NULL,"Kellyville MS",37,51,"F    ",33,42,"F    ",70,47,"F    ",0.94,6,0.05,2,0.3,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,629,1.00,164,59,F,164,48,F,83,54,F,NULL,NULL,D,NULL,NULL,NULL,496,55,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,19,I031,505,19I031505,KELLYVILLE,"KELLYVILLE MS","Middle School",50,"KELLYVILLE MS",36,53,"F    ",36,50,"F    ",72,51,"F    ",0.94,6,"< 0.05",2,0.4,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,668,0.99,152,64,D,152,50,F,83,54,F,152,64,D,0,0,N/,539,58,F,"Middle School",50,25,25,10,69,D+,19I031,D
2016,19,I031,505,19I031505,KELLYVILLE,"KELLYVILLE MS",NULL,NULL,"KELLYVILLE MS",35,57,"F    ",35,46,"F    ",70,51,"F    ",0.93,0,"< 0.05",2,0.36,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,564,1.00,144,77,C,146,64,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,290,71,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,19,I031,110,19I031110,KELLYVILLE,"KELLYVILLE UPPER ES",NULL,NULL,"Kellyville Upper ES",53,32,"F    ",54,57,"F    ",107,45,"F    ",0.94,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,746,1.00,231,55,F,231,63,D,77,48,F,NULL,NULL,D,NULL,NULL,NULL,618,59,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
