Year,County,DistrictCode,District,School.Name,Site.Number,School.Code,"School Type",Hispanic,"Native American",Asian,"African American","Pacific Islander",White,"Two or More Races",Total
2016,OKLAHOMA,55Z005,"ABLE CHARTER ABLE LEARNING","ABLE CHARTER SCHOOL 6TH-8TH",971,55Z005971,"Virtual Charter",2,1,0,1,0,7,0,11
2016,OKLAHOMA,55Z005,"ABLE CHARTER ABLE LEARNING","ABLE CHARTER SCHOOL 9TH-12TH",972,55Z005972,"Virtual Charter",11,5,0,4,0,24,0,44
2014,BRYAN,07I003,ACHILLE,"ACHILLE ES",105,07I003105,"Elementary School",5,49,0,1,0,145,5,205
2015,BRYAN,07I003,ACHILLE,"ACHILLE ES",105,07I003105,"Elementary School",8,55,0,3,0,144,4,214
2016,BRYAN,07I003,ACHILLE,"ACHILLE ES",105,07I003105,"Elementary School",13,60,0,3,0,138,10,224
2014,BRYAN,07I003,ACHILLE,"ACHILLE HS",705,07I003705,"High School",2,26,0,4,0,63,2,97
2015,BRYAN,07I003,ACHILLE,"ACHILLE HS",705,07I003705,"High School",1,22,0,4,0,70,3,100
2016,BRYAN,07I003,ACHILLE,"ACHILLE HS",705,07I003705,"High School",3,28,0,3,0,62,4,100
2014,PONTOTOC,62I019,ADA,"ADA EC CTR",105,62I019105,"Elementary School",60,137,4,15,0,168,72,456
2015,PONTOTOC,62I019,ADA,"ADA EC CTR",105,62I019105,"Elementary School",69,150,4,17,0,184,69,493
2016,PONTOTOC,62I019,ADA,"ADA EC CTR",105,62I019105,"Elementary School",70,102,4,10,0,166,68,420
2014,PONTOTOC,62I019,ADA,"ADA HS",705,62I019705,"High School",31,147,6,24,1,241,32,482
2015,PONTOTOC,62I019,ADA,"ADA HS",705,62I019705,"High School",42,151,6,22,0,225,38,484
2016,PONTOTOC,62I019,ADA,"ADA HS",705,62I019705,"High School",47,162,4,24,1,249,46,533
2014,PONTOTOC,62I019,ADA,"ADA JHS",610,62I019610,"Middle School",43,186,6,24,1,244,53,557
2015,PONTOTOC,62I019,ADA,"ADA JHS",610,62I019610,"Middle School",51,195,6,25,1,241,53,572
2016,PONTOTOC,62I019,ADA,"ADA JHS",610,62I019610,"Middle School",56,178,6,25,0,233,34,532
2014,PONTOTOC,62I019,ADA,"HAYES ES",110,62I019110,"Elementary School",50,122,3,13,1,171,87,447
2015,PONTOTOC,62I019,ADA,"HAYES ES",110,62I019110,"Elementary School",47,110,6,10,0,164,85,422
2016,PONTOTOC,62I019,ADA,"HAYES ES",110,62I019110,"Elementary School",61,125,5,13,0,185,86,475
2014,PONTOTOC,62I019,ADA,"WASHINGTON ES",125,62I019125,"Elementary School",40,110,4,12,1,165,36,368
2015,PONTOTOC,62I019,ADA,"WASHINGTON ES",125,62I019125,"Elementary School",36,117,2,9,2,163,51,380
2016,PONTOTOC,62I019,ADA,"WASHINGTON ES",125,62I019125,"Elementary School",53,101,2,7,0,149,74,386
2014,PONTOTOC,62I019,ADA,"WILLARD ES",130,62I019130,"Elementary School",38,124,3,16,0,178,17,376
2015,PONTOTOC,62I019,ADA,"WILLARD ES",130,62I019130,"Elementary School",42,111,5,18,0,188,24,388
2016,PONTOTOC,62I019,ADA,"WILLARD ES",130,62I019130,"Elementary School",37,102,6,10,1,160,26,342
2014,MAYES,46I002,ADAIR,"ADAIR HS",705,46I002705,"High School",0,124,1,0,1,168,1,295
2015,MAYES,46I002,ADAIR,"ADAIR HS",705,46I002705,"High School",0,116,1,2,1,182,1,303
2016,MAYES,46I002,ADAIR,"ADAIR HS",705,46I002705,"High School",4,139,1,0,1,164,2,311
2014,MAYES,46I002,ADAIR,"ADAIR MS",505,46I002505,"Middle School",4,77,0,0,0,140,3,224
2015,MAYES,46I002,ADAIR,"ADAIR MS",505,46I002505,"Middle School",7,85,0,3,0,116,4,215
2016,MAYES,46I002,ADAIR,"ADAIR MS",505,46I002505,"Middle School",9,96,0,2,0,90,4,201
2014,MAYES,46I002,ADAIR,"BERNITA HUGHES ES",105,46I002105,"Elementary School",18,213,1,5,0,285,5,527
2015,MAYES,46I002,ADAIR,"BERNITA HUGHES ES",105,46I002105,"Elementary School",17,253,1,8,0,251,3,533
2016,MAYES,46I002,ADAIR,"BERNITA HUGHES ES",105,46I002105,"Elementary School",19,264,2,6,0,231,2,524
2014,OTTAWA,58I026,AFTON,"AFTON ES",105,58I026105,"Elementary School",12,176,2,6,0,188,0,384
2015,OTTAWA,58I026,AFTON,"AFTON ES",105,58I026105,"Elementary School",14,158,2,4,0,217,0,395
2016,OTTAWA,58I026,AFTON,"AFTON ES",105,58I026105,"Elementary School",17,155,2,4,0,202,0,380
2014,OTTAWA,58I026,AFTON,"AFTON HS",705,58I026705,"High School",4,44,3,0,0,99,0,150
2015,OTTAWA,58I026,AFTON,"AFTON HS",705,58I026705,"High School",3,68,2,0,0,97,0,170
2016,OTTAWA,58I026,AFTON,"AFTON HS",705,58I026705,"High School",4,66,0,0,0,105,0,175
2014,LINCOLN,41I134,AGRA,"AGRA ES",105,41I134105,"Elementary School",20,77,0,4,0,221,4,326
2015,LINCOLN,41I134,AGRA,"AGRA ES",105,41I134105,"Elementary School",18,65,0,5,0,223,6,317
2016,LINCOLN,41I134,AGRA,"AGRA ES",105,41I134105,"Elementary School",12,51,0,1,0,170,3,237
2014,LINCOLN,41I134,AGRA,"AGRA HS",705,41I134705,"High School",4,40,0,2,0,58,0,104
2015,LINCOLN,41I134,AGRA,"AGRA HS",705,41I134705,"High School",3,37,0,1,0,66,0,107
2016,LINCOLN,41I134,AGRA,"AGRA HS",705,41I134705,"High School",5,36,0,3,0,50,0,94
2014,PUSHMATAHA,64C002,ALBION,"ALBION PUBLIC SCHOOL",105,64C002105,"Elementary School",3,53,0,2,0,19,3,80
2015,PUSHMATAHA,64C002,ALBION,"ALBION PUBLIC SCHOOL",105,64C002105,"Elementary School",2,41,0,2,0,31,2,78
2016,PUSHMATAHA,64C002,ALBION,"ALBION PUBLIC SCHOOL",105,64C002105,"Elementary School",0,39,0,2,0,31,1,73
2014,GRADY,26I056,ALEX,"ALEX ES",105,26I056105,"Elementary School",4,8,0,2,0,194,6,214
2015,GRADY,26I056,ALEX,"ALEX ES",105,26I056105,"Elementary School",3,18,0,2,0,172,13,208
2016,GRADY,26I056,ALEX,"ALEX ES",105,26I056105,"Elementary School",6,21,0,6,0,178,16,227
2014,GRADY,26I056,ALEX,"ALEX HS",715,26I056715,"High School",9,8,0,2,1,79,5,104
2015,GRADY,26I056,ALEX,"ALEX HS",715,26I056715,"High School",9,5,0,1,1,81,4,101
2016,GRADY,26I056,ALEX,"ALEX HS",715,26I056715,"High School",4,4,0,0,1,79,4,92
2014,OKLAHOMA,55G003,"ALEXIS RAINBOW (CHARTER)","ALEXIS RAINBOW CS",973,55G003973,"Charter School",0,0,0,42,0,0,4,46
2015,OKLAHOMA,55G003,"ALEXIS RAINBOW (CHARTER)","ALEXIS RAINBOW CS",973,55G003973,"Charter School",1,0,2,61,0,1,3,68
2014,MAJOR,44I004,ALINE-CLEO,"ALINE-CLEO ES",105,44I004105,"Elementary School",7,5,0,0,0,98,2,112
2015,MAJOR,44I004,ALINE-CLEO,"ALINE-CLEO ES",105,44I004105,"Elementary School",9,0,0,0,0,98,2,109
2016,MAJOR,44I004,ALINE-CLEO,"ALINE-CLEO ES",105,44I004105,"Elementary School",3,0,0,0,0,97,4,104
2014,MAJOR,44I004,ALINE-CLEO,"ALINE-CLEO HS",705,44I004705,"High School",1,2,0,0,0,39,1,43
2015,MAJOR,44I004,ALINE-CLEO,"ALINE-CLEO HS",705,44I004705,"High School",0,3,0,0,0,42,1,46
2016,MAJOR,44I004,ALINE-CLEO,"ALINE-CLEO HS",705,44I004705,"High School",1,2,1,0,0,45,1,50
2014,PONTOTOC,62I001,ALLEN,"ALLEN ES",105,62I001105,"Elementary School",6,126,1,3,2,206,0,344
2015,PONTOTOC,62I001,ALLEN,"ALLEN ES",105,62I001105,"Elementary School",9,141,2,2,2,202,11,369
2016,PONTOTOC,62I001,ALLEN,"ALLEN ES",105,62I001105,"Elementary School",10,135,1,3,2,197,14,362
2014,PONTOTOC,62I001,ALLEN,"ALLEN HS",705,62I001705,"High School",1,49,0,0,0,80,0,130
2015,PONTOTOC,62I001,ALLEN,"ALLEN HS",705,62I001705,"High School",4,42,0,0,0,92,0,138
2016,PONTOTOC,62I001,ALLEN,"ALLEN HS",705,62I001705,"High School",5,51,1,1,0,81,0,139
2014,CREEK,19C035,ALLEN-BOWDEN,"ALLEN-BOWDEN PUBLIC SCHOOL",105,19C035105,"Elementary School",39,130,0,4,1,202,8,384
2015,CREEK,19C035,ALLEN-BOWDEN,"ALLEN-BOWDEN PUBLIC SCHOOL",105,19C035105,"Elementary School",43,126,0,1,1,208,3,382
2016,CREEK,19C035,ALLEN-BOWDEN,"ALLEN-BOWDEN PUBLIC SCHOOL",105,19C035105,"Elementary School",53,117,0,2,1,224,6,403
2014,JACKSON,33I018,ALTUS,"ALTUS HS",705,33I018705,"High School",300,13,12,65,2,438,76,906
2015,JACKSON,33I018,ALTUS,"ALTUS HS",705,33I018705,"High School",310,6,12,71,4,412,75,890
2016,JACKSON,33I018,ALTUS,"ALTUS HS",705,33I018705,"High School",321,7,13,64,4,424,73,906
2014,JACKSON,33I018,ALTUS,"ALTUS INTERMEDIATE SCHOOL",145,33I018145,"Elementary School",215,5,7,47,3,206,43,526
2015,JACKSON,33I018,ALTUS,"ALTUS INTERMEDIATE SCHOOL",145,33I018145,"Elementary School",201,8,4,43,1,188,50,495
2016,JACKSON,33I018,ALTUS,"ALTUS INTERMEDIATE SCHOOL",145,33I018145,"Elementary School",187,4,6,28,5,162,53,445
2014,JACKSON,33I018,ALTUS,"ALTUS JHS",625,33I018625,"Middle School",212,5,4,43,1,228,22,515
2015,JACKSON,33I018,ALTUS,"ALTUS JHS",625,33I018625,"Middle School",191,6,5,45,4,211,35,497
2016,JACKSON,33I018,ALTUS,"ALTUS JHS",625,33I018625,"Middle School",197,5,10,41,5,203,32,493
2014,JACKSON,33I018,ALTUS,"RIVERS ES",105,33I018105,"Elementary School",55,0,3,22,2,251,38,371
2015,JACKSON,33I018,ALTUS,"RIVERS ES",105,33I018105,"Elementary School",48,1,4,21,2,213,37,326
2016,JACKSON,33I018,ALTUS,"RIVERS ES",105,33I018105,"Elementary School",58,1,0,20,2,205,33,319
2014,JACKSON,33I018,ALTUS,"ROOSEVELT ES",120,33I018120,"Elementary School",141,0,4,71,0,100,0,316
2015,JACKSON,33I018,ALTUS,"ROOSEVELT ES",120,33I018120,"Elementary School",136,3,4,70,0,96,1,310
2016,JACKSON,33I018,ALTUS,"ROOSEVELT ES",120,33I018120,"Elementary School",125,2,5,64,0,93,1,290
2014,JACKSON,33I018,ALTUS,"SUNSET ES",125,33I018125,"Elementary School",144,5,5,17,0,253,41,465
2015,JACKSON,33I018,ALTUS,"SUNSET ES",125,33I018125,"Elementary School",160,6,2,14,1,275,32,490
2016,JACKSON,33I018,ALTUS,"SUNSET ES",125,33I018125,"Elementary School",174,2,1,19,0,275,47,518
2014,JACKSON,33I018,ALTUS,"WASHINGTON ES",130,33I018130,"Elementary School",219,4,1,33,1,90,40,388
2015,JACKSON,33I018,ALTUS,"WASHINGTON ES",130,33I018130,"Elementary School",224,4,2,23,0,63,13,329
2016,JACKSON,33I018,ALTUS,"WASHINGTON ES",130,33I018130,"Elementary School",179,3,1,15,0,118,13,329
2014,JACKSON,33I018,ALTUS,"WILL ROGERS ES",135,33I018135,"Elementary School",135,7,2,16,0,115,23,298
2015,JACKSON,33I018,ALTUS,"WILL ROGERS ES",135,33I018135,"Elementary School",100,7,1,12,0,111,18,249
2016,JACKSON,33I018,ALTUS,"WILL ROGERS ES",135,33I018135,"Elementary School",105,3,1,12,3,115,10,249
2014,WOODS,76I001,ALVA,"ALVA HS",705,76I001705,"High School",18,15,5,4,0,210,2,254
2015,WOODS,76I001,ALVA,"ALVA HS",705,76I001705,"High School",26,17,4,6,1,199,1,254
2016,WOODS,76I001,ALVA,"ALVA HS",705,76I001705,"High School",35,16,4,8,1,193,5,262
2014,WOODS,76I001,ALVA,"ALVA MS",505,76I001505,"Middle School",20,12,2,9,1,170,2,216
2015,WOODS,76I001,ALVA,"ALVA MS",505,76I001505,"Middle School",27,9,5,7,0,155,8,211
2016,WOODS,76I001,ALVA,"ALVA MS",505,76I001505,"Middle School",24,7,0,7,0,157,11,206
2014,WOODS,76I001,ALVA,"LINCOLN ES",105,76I001105,"Elementary School",13,3,3,1,0,109,14,143
2015,WOODS,76I001,ALVA,"LINCOLN ES",105,76I001105,"Elementary School",20,5,1,4,0,98,9,137
2016,WOODS,76I001,ALVA,"LINCOLN ES",105,76I001105,"Elementary School",22,5,2,4,0,76,5,114
2014,WOODS,76I001,ALVA,"LONGFELLOW ES",110,76I001110,"Elementary School",30,8,4,4,0,158,10,214
2015,WOODS,76I001,ALVA,"LONGFELLOW ES",110,76I001110,"Elementary School",18,10,2,8,0,171,7,216
2016,WOODS,76I001,ALVA,"LONGFELLOW ES",110,76I001110,"Elementary School",18,9,4,9,0,136,3,179
2014,WOODS,76I001,ALVA,"WASHINGTON ES",115,76I001115,"Elementary School",14,14,4,9,0,156,0,197
2015,WOODS,76I001,ALVA,"WASHINGTON ES",115,76I001115,"Elementary School",22,12,7,4,0,172,4,221
2016,WOODS,76I001,ALVA,"WASHINGTON ES",115,76I001115,"Elementary School",23,8,5,6,2,207,7,258
2014,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET ES",105,26I128105,"Elementary School",9,4,0,2,0,230,19,264
2015,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET ES",105,26I128105,"Elementary School",14,9,1,8,0,222,6,260
2016,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET ES",105,26I128105,"Elementary School",19,12,0,7,0,216,4,258
2014,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET HS",715,26I128715,"High School",4,15,0,0,0,90,6,115
2015,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET HS",715,26I128715,"High School",8,9,0,0,0,79,8,104
2016,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET HS",715,26I128715,"High School",5,5,0,0,0,90,8,108
2014,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET JHS",615,26I128615,"Middle School",3,6,0,0,0,115,7,131
2015,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET JHS",615,26I128615,"Middle School",3,5,0,1,0,97,7,113
2016,GRADY,26I128,AMBER-POCASSET,"AMBER-POCASSET JHS",615,26I128615,"Middle School",9,7,0,0,0,89,6,111
2014,CADDO,08I020,ANADARKO,"ANADARKO EAST ES",105,08I020105,"Elementary School",57,194,1,7,0,41,0,300
2015,CADDO,08I020,ANADARKO,"ANADARKO EAST ES",105,08I020105,"Elementary School",50,217,1,9,0,31,0,308
2016,CADDO,08I020,ANADARKO,"ANADARKO EAST ES",105,08I020105,"Elementary School",44,198,1,10,0,37,0,290
2014,CADDO,08I020,ANADARKO,"ANADARKO HS",705,08I020705,"High School",64,300,3,18,0,108,0,493
2015,CADDO,08I020,ANADARKO,"ANADARKO HS",705,08I020705,"High School",100,283,0,21,0,95,0,499
2016,CADDO,08I020,ANADARKO,"ANADARKO HS",705,08I020705,"High School",89,276,1,16,0,88,1,471
2014,CADDO,08I020,ANADARKO,"ANADARKO MS",510,08I020510,"Middle School",61,279,0,18,0,73,0,431
2015,CADDO,08I020,ANADARKO,"ANADARKO MS",510,08I020510,"Middle School",65,270,1,14,1,71,0,422
2016,CADDO,08I020,ANADARKO,"ANADARKO MS",510,08I020510,"Middle School",79,240,1,13,1,77,0,411
2014,CADDO,08I020,ANADARKO,"MISSION ES",120,08I020120,"Elementary School",64,226,3,13,0,77,0,383
2015,CADDO,08I020,ANADARKO,"MISSION ES",120,08I020120,"Elementary School",71,221,0,15,1,67,3,378
2016,CADDO,08I020,ANADARKO,"MISSION ES",120,08I020120,"Elementary School",72,245,1,16,0,59,1,394
2014,CADDO,08I020,ANADARKO,"SUNSET ES",115,08I020115,"Elementary School",56,212,2,9,0,42,1,322
2015,CADDO,08I020,ANADARKO,"SUNSET ES",115,08I020115,"Elementary School",61,210,1,12,0,41,0,325
2016,CADDO,08I020,ANADARKO,"SUNSET ES",115,08I020115,"Elementary School",49,212,0,12,0,43,0,316
2014,OSAGE,57C052,ANDERSON,"ANDERSON PUBLIC SCHOOL",105,57C052105,"Elementary School",14,36,0,5,1,199,38,293
2015,OSAGE,57C052,ANDERSON,"ANDERSON PUBLIC SCHOOL",105,57C052105,"Elementary School",10,40,0,5,0,188,28,271
2016,OSAGE,57C052,ANDERSON,"ANDERSON PUBLIC SCHOOL",105,57C052105,"Elementary School",6,39,0,4,0,209,24,282
2014,PUSHMATAHA,64I013,ANTLERS,"ANTLERS HS",705,64I013705,"High School",10,70,0,1,2,164,14,261
2015,PUSHMATAHA,64I013,ANTLERS,"ANTLERS HS",705,64I013705,"High School",11,61,0,0,1,158,32,263
2016,PUSHMATAHA,64I013,ANTLERS,"ANTLERS HS",705,64I013705,"High School",15,45,0,1,0,146,62,269
2014,PUSHMATAHA,64I013,ANTLERS,"BRANTLY ES",105,64I013105,"Elementary School",18,182,1,3,0,298,34,536
2015,PUSHMATAHA,64I013,ANTLERS,"BRANTLY ES",105,64I013105,"Elementary School",16,204,3,5,0,288,22,538
2016,PUSHMATAHA,64I013,ANTLERS,"BRANTLY ES",105,64I013105,"Elementary School",21,197,1,4,0,282,25,530
2014,PUSHMATAHA,64I013,ANTLERS,"OBUCH MS",510,64I013510,"Middle School",11,38,0,1,0,87,69,206
2015,PUSHMATAHA,64I013,ANTLERS,"OBUCH MS",510,64I013510,"Middle School",13,48,0,0,0,109,54,224
2016,PUSHMATAHA,64I013,ANTLERS,"OBUCH MS",510,64I013510,"Middle School",11,71,0,0,0,101,42,225
2014,CUSTER,20I005,ARAPAHO-BUTLER,"ARAPAHO-BUTLER ES",105,20I005105,"Elementary School",46,14,0,1,0,234,9,304
2015,CUSTER,20I005,ARAPAHO-BUTLER,"ARAPAHO-BUTLER ES",105,20I005105,"Elementary School",45,10,0,1,0,241,12,309
2016,CUSTER,20I005,ARAPAHO-BUTLER,"ARAPAHO-BUTLER ES",105,20I005105,"Elementary School",40,17,4,4,0,261,13,339
2014,CUSTER,20I005,ARAPAHO-BUTLER,"ARAPAHO-BUTLER HS",715,20I005715,"High School",9,0,1,0,0,73,4,87
2015,CUSTER,20I005,ARAPAHO-BUTLER,"ARAPAHO-BUTLER HS",715,20I005715,"High School",8,3,0,0,0,79,1,91
2016,CUSTER,20I005,ARAPAHO-BUTLER,"ARAPAHO-BUTLER HS",715,20I005715,"High School",11,2,0,0,0,79,3,95
2014,CARTER,10I019,ARDMORE,"ARDMORE HS",705,10I019705,"High School",91,80,8,156,0,307,144,786
2015,CARTER,10I019,ARDMORE,"ARDMORE HS",705,10I019705,"High School",108,90,12,152,1,295,131,789
2016,CARTER,10I019,ARDMORE,"ARDMORE HS",705,10I019705,"High School",113,87,15,144,3,284,123,769
2014,CARTER,10I019,ARDMORE,"ARDMORE MS",505,10I019505,"Middle School",84,83,11,108,3,262,92,643
2015,CARTER,10I019,ARDMORE,"ARDMORE MS",505,10I019505,"Middle School",104,73,7,119,4,265,88,660
2016,CARTER,10I019,ARDMORE,"ARDMORE MS",505,10I019505,"Middle School",115,76,5,116,2,242,105,661
2014,CARTER,10I019,ARDMORE,"CHARLES EVANS ES",110,10I019110,"Elementary School",75,80,8,114,1,303,124,705
2015,CARTER,10I019,ARDMORE,"CHARLES EVANS ES",110,10I019110,"Elementary School",88,74,9,89,0,290,127,677
2016,CARTER,10I019,ARDMORE,"CHARLES EVANS ES",110,10I019110,"Elementary School",91,65,8,86,0,276,131,657
2014,CARTER,10I019,ARDMORE,"JEFFERSON ES",120,10I019120,"Elementary School",55,27,0,46,0,78,48,254
2015,CARTER,10I019,ARDMORE,"JEFFERSON ES",120,10I019120,"Elementary School",68,25,0,43,0,67,58,261
2016,CARTER,10I019,ARDMORE,"JEFFERSON ES",120,10I019120,"Elementary School",61,31,0,42,1,67,53,255
2014,CARTER,10I019,ARDMORE,"LINCOLN ES",125,10I019125,"Elementary School",43,40,4,35,2,122,44,290
2015,CARTER,10I019,ARDMORE,"LINCOLN ES",125,10I019125,"Elementary School",46,35,3,29,1,127,34,275
2016,CARTER,10I019,ARDMORE,"LINCOLN ES",125,10I019125,"Elementary School",44,32,4,33,0,122,52,287
2014,CARTER,10I019,ARDMORE,"WILL ROGERS ES",135,10I019135,"Elementary School",81,43,6,69,2,218,81,500
2015,CARTER,10I019,ARDMORE,"WILL ROGERS ES",135,10I019135,"Elementary School",69,52,8,61,2,210,82,484
2016,CARTER,10I019,ARDMORE,"WILL ROGERS ES",135,10I019135,"Elementary School",82,39,8,67,0,170,59,425
2014,"LE FLORE",40I091,ARKOMA,"ARKOMA HS",715,40I091715,"High School",2,5,1,3,0,68,17,96
2015,"LE FLORE",40I091,ARKOMA,"ARKOMA HS",715,40I091715,"High School",3,5,1,1,0,76,15,101
2016,"LE FLORE",40I091,ARKOMA,"ARKOMA HS",715,40I091715,"High School",5,6,2,0,0,87,16,116
2015,"LE FLORE",40I091,ARKOMA,"ARKOMA JHS",605,40I091605,"Middle School",1,1,0,0,0,41,15,58
2016,"LE FLORE",40I091,ARKOMA,"ARKOMA JHS",605,40I091605,"Middle School",0,0,0,0,0,38,16,54
2014,"LE FLORE",40I091,ARKOMA,"SINGLETON ES",105,40I091105,"Elementary School",10,6,0,0,0,223,79,318
2015,"LE FLORE",40I091,ARKOMA,"SINGLETON ES",205,40I091205,"Elementary School",11,8,0,0,0,184,61,264
2016,"LE FLORE",40I091,ARKOMA,"SINGLETON ES",205,40I091205,"Elementary School",9,4,0,0,0,162,53,228
2014,ELLIS,23I003,ARNETT,"ARNETT ES",105,23I003105,"Elementary School",15,3,0,1,0,122,3,144
2015,ELLIS,23I003,ARNETT,"ARNETT ES",105,23I003105,"Elementary School",12,5,0,2,0,132,2,153
2016,ELLIS,23I003,ARNETT,"ARNETT ES",105,23I003105,"Elementary School",21,1,0,5,0,125,2,154
2014,ELLIS,23I003,ARNETT,"ARNETT HS",705,23I003705,"High School",6,2,0,1,0,50,0,59
2015,ELLIS,23I003,ARNETT,"ARNETT HS",705,23I003705,"High School",4,2,0,1,0,49,0,56
2016,ELLIS,23I003,ARNETT,"ARNETT HS",705,23I003705,"High School",3,1,0,0,0,54,0,58
2014,POTTAWATOMIE,63I112,ASHER,"ASHER ES",105,63I112105,"Elementary School",14,65,0,1,0,107,0,187
2015,POTTAWATOMIE,63I112,ASHER,"ASHER ES",105,63I112105,"Elementary School",15,60,0,1,0,113,0,189
2016,POTTAWATOMIE,63I112,ASHER,"ASHER ES",105,63I112105,"Elementary School",11,63,0,1,0,111,0,186
2014,POTTAWATOMIE,63I112,ASHER,"ASHER HS",705,63I112705,"High School",9,29,0,1,0,41,0,80
2015,POTTAWATOMIE,63I112,ASHER,"ASHER HS",705,63I112705,"High School",10,27,0,1,0,47,0,85
2016,POTTAWATOMIE,63I112,ASHER,"ASHER HS",705,63I112705,"High School",7,23,0,1,0,40,0,71
2014,OKLAHOMA,55E004,"ASTEC CHARTERS","ASTEC CHARTER HS",983,55E004983,"Charter School",294,5,17,32,0,35,0,383
2015,OKLAHOMA,55E004,"ASTEC CHARTERS","ASTEC CHARTER HS",972,55E004972,"Charter School",350,5,18,29,0,28,4,434
2016,OKLAHOMA,55E004,"ASTEC CHARTERS","ASTEC CHARTER HS",972,55E004972,"Charter School",401,4,15,22,0,24,2,468
2014,OKLAHOMA,55E004,"ASTEC CHARTERS","ASTEC CHARTER MS",971,55E004971,"Charter School",352,3,13,17,0,18,9,412
2015,OKLAHOMA,55E004,"ASTEC CHARTERS","ASTEC CHARTER MS",971,55E004971,"Charter School",353,8,12,19,0,20,5,417
2016,OKLAHOMA,55E004,"ASTEC CHARTERS","ASTEC CHARTER MS",971,55E004971,"Charter School",389,7,14,25,0,20,5,460
2014,ATOKA,03I015,ATOKA,"ATOKA ES",120,03I015120,"Elementary School",18,121,6,45,0,191,16,397
2015,ATOKA,03I015,ATOKA,"ATOKA ES",120,03I015120,"Elementary School",26,127,4,40,0,222,41,460
2016,ATOKA,03I015,ATOKA,"ATOKA ES",120,03I015120,"Elementary School",28,130,7,35,0,224,45,469
2014,ATOKA,03I015,ATOKA,"ATOKA HS",705,03I015705,"High School",11,98,1,17,0,131,6,264
2015,ATOKA,03I015,ATOKA,"ATOKA HS",705,03I015705,"High School",19,100,1,19,0,141,14,294
2016,ATOKA,03I015,ATOKA,"ATOKA HS",705,03I015705,"High School",21,120,3,23,0,165,3,335
2014,ATOKA,03I015,ATOKA,"MCCALL MS",505,03I015505,"Middle School",15,50,3,19,0,93,1,181
2015,ATOKA,03I015,ATOKA,"MCCALL MS",505,03I015505,"Middle School",13,51,5,16,0,90,12,187
2016,ATOKA,03I015,ATOKA,"MCCALL MS",505,03I015505,"Middle School",12,40,6,14,0,93,27,192
2014,OSAGE,57C035,AVANT,"AVANT PUBLIC SCHOOL",105,57C035105,"Elementary School",1,31,0,0,0,32,28,92
2015,OSAGE,57C035,AVANT,"AVANT PUBLIC SCHOOL",105,57C035105,"Elementary School",2,36,0,0,0,29,13,80
2016,OSAGE,57C035,AVANT,"AVANT PUBLIC SCHOOL",105,57C035105,"Elementary School",1,30,0,0,1,34,12,78
2014,BEAVER,04I075,BALKO,"BALKO ES",105,04I075105,"Elementary School",20,0,0,0,0,89,0,109
2015,BEAVER,04I075,BALKO,"BALKO ES",105,04I075105,"Elementary School",12,0,0,1,0,94,0,107
2016,BEAVER,04I075,BALKO,"BALKO ES",105,04I075105,"Elementary School",10,0,0,1,0,107,0,118
2014,BEAVER,04I075,BALKO,"BALKO HS",705,04I075705,"High School",2,0,0,0,0,40,1,43
2015,BEAVER,04I075,BALKO,"BALKO HS",705,04I075705,"High School",1,2,0,0,0,41,0,44
2016,BEAVER,04I075,BALKO,"BALKO HS",705,04I075705,"High School",1,2,0,0,0,41,0,44
2014,CANADIAN,09C031,BANNER,"BANNER PUBLIC SCHOOL",105,09C031105,"Elementary School",19,7,1,1,1,145,15,189
2015,CANADIAN,09C031,BANNER,"BANNER PUBLIC SCHOOL",105,09C031105,"Elementary School",31,3,5,0,1,152,17,209
2016,CANADIAN,09C031,BANNER,"BANNER PUBLIC SCHOOL",105,09C031105,"Elementary School",26,1,3,4,1,149,20,204
2014,OSAGE,57I029,BARNSDALL,"BARNSDALL ES",105,57I029105,"Elementary School",4,0,0,2,0,104,125,235
2015,OSAGE,57I029,BARNSDALL,"BARNSDALL ES",105,57I029105,"Elementary School",3,0,0,1,0,97,119,220
2016,OSAGE,57I029,BARNSDALL,"BARNSDALL ES",105,57I029105,"Elementary School",6,0,0,0,0,94,112,212
2014,OSAGE,57I029,BARNSDALL,"BARNSDALL HS",715,57I029715,"High School",8,1,0,0,0,64,51,124
2015,OSAGE,57I029,BARNSDALL,"BARNSDALL HS",715,57I029715,"High School",6,1,0,0,0,66,53,126
2016,OSAGE,57I029,BARNSDALL,"BARNSDALL HS",715,57I029715,"High School",10,2,0,0,0,71,67,150
2014,OSAGE,57I029,BARNSDALL,"BARNSDALL JHS",615,57I029615,"Middle School",2,0,0,0,0,35,42,79
2015,OSAGE,57I029,BARNSDALL,"BARNSDALL JHS",615,57I029615,"Middle School",3,0,0,0,0,35,51,89
2016,OSAGE,57I029,BARNSDALL,"BARNSDALL JHS",615,57I029615,"Middle School",1,1,0,1,0,28,40,71
2014,WASHINGTON,74I030,BARTLESVILLE,"BARTLESVILLE HS",705,74I030705,"High School",46,108,18,50,2,576,25,825
