Year,SchoolCode,DistrictCode,Site,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE
2016,76I001110,76I001,LONGFELLOW ELEMENTARY,69748.5,157499.5,0.03,0.17,0.25,0.52,0.3,0.58,0.11,179,12.21,42743,0.304,13.38,1,0.5,0.34,1
2014,24I057510,24I057,LONGFELLOW MIDDLE SCHOOL,56810,33323,0.06,0.16,0.35,0.98,0.22,0.63,0.15,463,23.43,43985.75,0.387,10.16,3.52,1.92,1.89,2
2014,14I029502,14I029,LONGFELLOW MIDDLE SCHOOL,69395,55637,0.06,0.18,0.32,0.57,0.44,0.49,0.07,693,35.79,46637.76,0.275,12.35,7.7,3,2.5,3
2015,24I057510,24I057,LONGFELLOW MIDDLE SCHOOL,58949.32,34706.02,0.06,0.14,0.34,0.945,0.21,0.64,0.15,490,26.88,42940.36,0.248,8.62,4,1.08,2.73,2
2015,14I029502,14I029,LONGFELLOW MIDDLE SCHOOL,70620.91,56850.76,0.06,0.18,0.32,0.544,0.44,0.5,0.07,745,35.6,46894.3,0.243,12.7,7.9,2.92,3,2.89
2016,24I057510,24I057,LONGFELLOW MIDDLE SCHOOL,59926.04,36582.45,0.06,0.14,0.33,0.93,0.22,0.64,0.15,514,23.95,44143.27,0.369,10.49,4,1.75,3.11,2
2016,14I029502,14I029,LONGFELLOW MIDDLE SCHOOL,71495.25,60163.65,0.05,0.18,0.32,0.519,0.42,0.51,0.07,709,35.85,46610.54,0.233,12.58,8.34,3,2.5,2.88
2014,08I012105,08I012,LOOKEBA-SICKLES ELEMENTARY,53471,27427,0.04,0.2,0.31,0.76,0.17,0.69,0.14,187,9.46,44103.34,0.507,17.21,0.31,0.02,0.11,0.29
2015,08I012105,08I012,LOOKEBA-SICKLES ELEMENTARY,60115.58,26544.29,0.04,0.12,0.27,0.618,0.18,0.67,0.14,191,9.15,44609,0.465,15.73,0.44,0.02,0.11,0.29
2016,08I012105,08I012,LOOKEBA-SICKLES ELEMENTARY,57174.03,26738.23,0.05,0.12,0.25,0.838,0.17,0.68,0.15,179,9.14,43098.62,0.357,13.55,1,0.02,0.11,0.29
2014,08I012705,08I012,LOOKEBA-SICKLES HIGH SCHOOL,53471,27427,0.04,0.2,0.31,0.6,0.17,0.69,0.14,75,5.89,50723.74,0.314,17.61,0,0.02,0.57,0.9
2015,08I012705,08I012,LOOKEBA-SICKLES HIGH SCHOOL,60115.58,26544.29,0.04,0.12,0.27,0.575,0.18,0.67,0.14,87,5.53,48923.86,0.385,14.29,0,0.02,0.61,0.97
2016,08I012705,08I012,LOOKEBA-SICKLES HIGH SCHOOL,57174.03,26738.23,0.05,0.12,0.25,0.721,0.17,0.68,0.15,86,6.47,46646.61,0.446,16.15,0.57,0.02,0.43,0.97
2014,11C010105,11C010,LOWREY ELEMENTARY,55699,30916,0.03,0.14,0.22,0.83,0.3,0.59,0.12,153,11.86,44824.03,0.494,17.58,1,0,0.14,0.42
2015,11C010105,11C010,LOWREY ELEMENTARY,53252.17,33519.64,0.03,0.2,0.14,0.836,0.19,0.65,0.16,134,11.76,44094.9,0.405,16.11,1,0,1.12,0.4
2016,11C010105,11C010,LOWREY ELEMENTARY,59702.36,33256.15,0.03,0.21,0.19,0.877,0.19,0.66,0.16,138,10.66,41148.5,0.456,14.66,1,0,0.14,0.4
