Year,SchoolCode,DistrictCode,Site,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE
2015,09I057105,09I057,UNION CITY ELEMENTARY,76044.87,52423.97,0.04,0.08,0.09,0.586,0.17,0.72,0.11,193,9,43175.67,0,13.56,0.29,0,0,0.71
2016,09I057105,09I057,UNION CITY ELEMENTARY,79770.16,59688.95,0.04,0.06,0.1,0.561,0.18,0.72,0.1,196,9,43608.89,0,15.56,0.29,0,0.3,0.71
2014,09I057705,09I057,UNION CITY HIGH SCHOOL,68319,50333,0.06,0.13,0.04,0.54,0.15,0.72,0.13,98,7.57,40789.33,0,7.04,0.29,0,0,0.43
2015,09I057705,09I057,UNION CITY HIGH SCHOOL,76044.87,52423.97,0.04,0.08,0.09,0.48,0.17,0.72,0.11,102,9,41544.88,0,7.56,1,0,0,0.43
2016,09I057705,09I057,UNION CITY HIGH SCHOOL,79770.16,59688.95,0.04,0.06,0.1,0.432,0.18,0.72,0.1,95,8.5,42570.12,0.059,9.24,1,0,0.2,0.43
2014,36I071130,36I071,UNION ELEMENTARY,56172,51704,0.08,0.18,0.37,0.67,0.21,0.65,0.13,368,15.72,41806.5,0.145,9.45,5,1,2.5,1
2015,36I071130,36I071,UNION ELEMENTARY,55886.5,52816,0.08,0.19,0.4,0.776,0.22,0.66,0.13,366,16.05,43235.08,0.125,10.35,5,1,2,1
2016,36I071130,36I071,UNION ELEMENTARY,56366.7,54723.53,0.08,0.18,0.39,0.737,0.2,0.66,0.13,350,15.56,43613.92,0.129,10.74,4.34,0.55,2.35,1
2014,72I009705,72I009,UNION HIGH SCHOOL,68895,48109,0.06,0.12,0.35,0.57,0.33,0.57,0.1,3336,138.29,45825.19,0.342,12.82,11.45,9,6.88,17.26
2015,72I009705,72I009,UNION HIGH SCHOOL,69989.81,48711.63,0.05,0.13,0.37,0.548,0.33,0.57,0.1,3500,145.2,45992.03,0.324,11.92,13.99,9,7.67,16
2016,72I009705,72I009,UNION HIGH SCHOOL,71735.71,50043.66,0.05,0.12,0.36,0.564,0.33,0.56,0.1,3489,147.08,46861.55,0.366,13.5,14,8,8.05,15.92
2014,72I009720,72I009,UNION NINTH GRADE CENTER,68895,48109,0.06,0.12,0.35,0.63,0.33,0.57,0.1,1217,55.34,42644.26,0.245,8.78,7,3,2.76,3
2015,72I009720,72I009,UNION NINTH GRADE CENTER,69989.81,48711.63,0.05,0.13,0.37,0.607,0.33,0.57,0.1,1236,58.48,44728.87,0.267,9.9,7,2,3.74,3
2016,72I009720,72I009,UNION NINTH GRADE CENTER,71735.71,50043.66,0.05,0.12,0.36,0.616,0.33,0.56,0.1,1301,56.56,44922.97,0.311,10.39,6.4,2,3.88,4
2016,33I001105,33I001,NAVAJO ELEMENTARY,77065.58,22591.41,0.03,0.11,0.15,0.419,0.36,0.56,0.08,270,18.14,42451.21,0.138,14.51,1,0.33,0.33,1
2016,33I001705,33I001,NAVAJO HIGH SCHOOL,77065.58,22591.41,0.03,0.11,0.15,0.324,0.36,0.56,0.08,102,7.83,44539.28,0.19,18.37,0.5,0.33,0.33,0.67
2016,33I001610,33I001,NAVAJO JR HIGH SCHOOL,77065.58,22591.41,0.03,0.11,0.15,0.432,0.36,0.56,0.08,111,7.69,42526.09,0.347,18.93,0.5,0.33,0.33,0.67
2014,48I011110,48I011,VALLIANT ELEMENTARY,45603,64573,0.16,0.27,0.31,0.78,0.11,0.68,0.2,385,23,42827.39,0.217,15.17,2,1,0.33,1
2015,48I011110,48I011,VALLIANT ELEMENTARY,51808.87,67887.36,0.12,0.25,0.34,0.782,0.13,0.67,0.2,381,23,44005.65,0.217,16.17,2,1,0.33,1
2016,48I011110,48I011,VALLIANT ELEMENTARY,49662.9,85425.7,0.11,0.24,0.37,0.782,0.11,0.69,0.2,389,21.67,43644.02,0.185,15.36,2,1,0.33,1
2014,48I011705,48I011,VALLIANT HIGH SCHOOL,45603,64573,0.16,0.27,0.31,0.73,0.11,0.68,0.2,329,22.14,45914.59,0.329,13.99,1.29,1,0.33,0.43
2015,48I011705,48I011,VALLIANT HIGH SCHOOL,51808.87,67887.36,0.12,0.25,0.34,0.758,0.13,0.67,0.2,326,20.43,44722.83,0.322,12.03,1,1,0.33,0.57
2016,48I011705,48I011,VALLIANT HIGH SCHOOL,49662.9,85425.7,0.11,0.24,0.37,0.747,0.11,0.69,0.2,320,19.34,44270.98,0.362,12.76,1,1,0.33,1.08
2014,48I011505,48I011,VALLIANT MIDDLE SCHOOL,45603,64573,0.16,0.27,0.31,0.79,0.11,0.68,0.2,220,14.57,45985.31,0.255,15.54,1,1,0.34,1
2015,48I011505,48I011,VALLIANT MIDDLE SCHOOL,51808.87,67887.36,0.12,0.25,0.34,0.801,0.13,0.67,0.2,196,14.7,46846.26,0.262,16.21,1,1,0.34,0.57
2016,48I011505,48I011,VALLIANT MIDDLE SCHOOL,49662.9,85425.7,0.11,0.24,0.37,0.813,0.11,0.69,0.2,187,12.54,46068.09,0.342,15.04,1,1,0.34,1
2014,55I089440,55I089,VAN BUREN ELEMENTARY,51403,48041,0.09,0.27,0.47,0.94,0.21,0.56,0.23,438,23.48,49626.62,0.233,14.55,1,0.3,2.67,1
2015,55I089440,55I089,VAN BUREN ELEMENTARY,53011.22,49735.22,0.08,0.27,0.47,0.83,0.22,0.55,0.22,454,27.61,51500.4,0.225,11.93,1.5,0.28,2.78,1
2016,55I089440,55I089,VAN BUREN ELEMENTARY,53956.08,50805.13,0.08,0.28,0.47,0.802,0.22,0.55,0.23,424,28.18,52314.99,0.181,13.1,1.5,0.3,1.46,1
2014,72I003125,72I003,VANDEVER ELEMENTARY,77858,42674,0.06,0.08,0.25,0.54,0.29,0.65,0.07,417,24.33,43275.13,0.164,11.73,3.55,1,7,1
2015,72I003125,72I003,VANDEVER ELEMENTARY,78668.01,44028.2,0.06,0.08,0.27,0.527,0.29,0.64,0.07,438,23.77,42063.85,0.126,10.18,6,1,7.5,1
2016,72I003125,72I003,VANDEVER ELEMENTARY,78767.8,44984.51,0.06,0.08,0.3,0.573,0.29,0.64,0.06,473,24.14,42527.09,0.124,11.97,6,1,7.54,1
2014,62I009105,62I009,VANOSS ELEMENTARY,59113,33137,0.05,0.14,0.22,0.65,0.18,0.66,0.16,413,22.25,41505.64,0.467,8.47,3,0.14,1.12,1.86
2015,62I009105,62I009,VANOSS ELEMENTARY,57160.12,32874.66,0.07,0.14,0.24,0.641,0.17,0.65,0.18,396,21.52,42226.33,0.524,10.27,2.71,0.14,1.57,0.86
2016,62I009105,62I009,VANOSS ELEMENTARY,57232.8,32290.53,0.09,0.13,0.2,0.651,0.19,0.66,0.15,407,22.13,42897.51,0.555,12.01,2.71,0.14,1.57,0.86
2014,62I009705,62I009,VANOSS HIGH SCHOOL,59113,33137,0.05,0.14,0.22,0.64,0.18,0.66,0.16,110,11.14,45054.4,0.629,12.84,1,1,0.43,1.06
2015,62I009705,62I009,VANOSS HIGH SCHOOL,57160.12,32874.66,0.07,0.14,0.24,0.635,0.17,0.65,0.18,137,11.03,45205.11,0.596,13.45,1,1,0.43,1
2016,62I009705,62I009,VANOSS HIGH SCHOOL,57232.8,32290.53,0.09,0.13,0.2,0.628,0.19,0.66,0.15,156,11.28,45468,0.595,15.28,1,1,0.43,1
2014,67I007105,67I007,VARNUM ELEMENTARY,58560,21708,0.05,0.21,0.49,0.8,0.18,0.66,0.16,227,11.5,39867.8,0.087,7.62,0.72,0.25,0.25,0.5
2015,67I007105,67I007,VARNUM ELEMENTARY,58715.31,22837.37,0.05,0.22,0.4,0.706,0.17,0.64,0.18,218,12.15,43525.92,0.218,11.29,1.47,0.25,0.25,0.5
2016,67I007105,67I007,VARNUM ELEMENTARY,56891.4,23798.72,0.06,0.19,0.3,0.752,0.14,0.7,0.16,210,10.57,47603.73,0.183,14.44,0.5,0.25,0.25,0.5
2014,67I007705,67I007,VARNUM HIGH SCHOOL,58560,21708,0.05,0.21,0.49,0.66,0.18,0.66,0.16,67,6.36,41778.74,0.315,14.19,0.29,0.25,0.39,0.5
2015,67I007705,67I007,VARNUM HIGH SCHOOL,58715.31,22837.37,0.05,0.22,0.4,0.693,0.17,0.64,0.18,75,6.66,39971.02,0.429,9.85,0.29,0.25,0.25,1
2016,67I007705,67I007,VARNUM HIGH SCHOOL,56891.4,23798.72,0.06,0.19,0.3,0.623,0.14,0.7,0.16,77,6.44,39841.96,0.466,7.95,0.5,0.25,0.25,0.57
2014,69I015105,69I015,VELMA-ALMA ELEMENTARY,55841,90095,0.03,0.11,0.24,0.48,0.17,0.66,0.18,250,14.31,43829.23,0.14,14.93,1,0.43,0.43,1
2015,69I015105,69I015,VELMA-ALMA ELEMENTARY,60398.26,92881.94,0.03,0.1,0.29,0.385,0.17,0.71,0.13,273,15.45,43488.09,0.194,13.76,1,0.34,0.43,1
2016,69I015105,69I015,VELMA-ALMA ELEMENTARY,65611.78,90862.97,0.04,0.11,0.26,0.459,0.14,0.73,0.13,253,14.25,44596.3,0.351,14.58,1,0.29,0.33,1
2014,69I015715,69I015,VELMA-ALMA HIGH SCHOOL,55841,90095,0.03,0.11,0.24,0.36,0.17,0.66,0.18,117,8.78,47281.09,0.537,22.71,0.57,0.29,0.29,0.57
2015,69I015715,69I015,VELMA-ALMA HIGH SCHOOL,60398.26,92881.94,0.03,0.1,0.29,0.336,0.17,0.71,0.13,128,8.9,47039.67,0.351,20.57,0.5,0.33,0.29,0.51
2016,69I015715,69I015,VELMA-ALMA HIGH SCHOOL,65611.78,90862.97,0.04,0.11,0.26,0.463,0.14,0.73,0.13,123,9.09,48288.84,0.329,22.34,0.5,0.29,0.33,0.5
2014,69I015505,69I015,VELMA-ALMA MIDDLE SCHOOL,55841,90095,0.03,0.11,0.24,0.32,0.17,0.66,0.18,84,7.13,45182.16,0.18,13.48,0.43,0.29,0.29,0.43
2015,69I015505,69I015,VELMA-ALMA MIDDLE SCHOOL,60398.26,92881.94,0.03,0.1,0.29,0.384,0.17,0.71,0.13,86,7.65,44595.11,0.114,11.8,0.5,0.33,0.29,0.49
2016,69I015505,69I015,VELMA-ALMA MIDDLE SCHOOL,65611.78,90862.97,0.04,0.11,0.26,0.459,0.14,0.73,0.13,109,8,44874.05,0.124,14.01,0.5,0.29,0.34,0.5
2014,26I099105,26I099,VERDEN ELEMENTARY,49109,41211,0.02,0.08,0.11,0.67,0.19,0.62,0.19,168,11.17,42250.31,0.134,14.55,0.38,0.33,2,1
2015,26I099105,26I099,VERDEN ELEMENTARY,58702.51,34889.8,0.03,0.08,0.17,0.7,0.18,0.61,0.21,180,11.78,41343.61,0.053,11.79,0.14,0.42,2,1
2016,26I099105,26I099,VERDEN ELEMENTARY,61581.23,35417.29,0.04,0.08,0.18,0.776,0.17,0.65,0.18,192,11.85,41682.34,0.042,12.13,0.17,0.42,1.9,1
2014,26I099705,26I099,VERDEN HIGH SCHOOL,49109,41211,0.02,0.08,0.11,0.49,0.19,0.62,0.19,82,5.23,49537.74,0.287,21.88,0.29,0.33,0.38,0.25
2015,26I099705,26I099,VERDEN HIGH SCHOOL,58702.51,34889.8,0.03,0.08,0.17,0.482,0.18,0.61,0.21,85,5.51,48967.72,0.273,22.55,0.57,0.42,0.17,0.25
2016,26I099705,26I099,VERDEN HIGH SCHOOL,61581.23,35417.29,0.04,0.08,0.18,0.577,0.17,0.65,0.18,85,5.37,47989.01,0.293,22.58,0.5,0.42,0.07,0.25
2014,66I008105,66I008,VERDIGRIS ELEMENTARY,81940,92928,0.03,0.03,0.21,0.35,0.24,0.72,0.04,393,25.21,41735.74,0.119,16.55,1.73,1,0.5,1.29
2015,66I008105,66I008,VERDIGRIS ELEMENTARY,80244.64,88183.08,0.03,0.04,0.2,0.299,0.26,0.69,0.05,395,21.71,42894.49,0.184,15.65,2,0,0.5,2
2016,66I008105,66I008,VERDIGRIS ELEMENTARY,82096.66,93960.08,0.05,0.05,0.22,0.348,0.26,0.68,0.05,408,22.71,42875.28,0.132,16.52,2,0,0.5,2
2014,66I008705,66I008,VERDIGRIS HIGH SCHOOL,81940,92928,0.03,0.03,0.21,0.16,0.24,0.72,0.04,276,17.43,43474.32,0.197,14.64,2.14,1,0.5,1
2015,66I008705,66I008,VERDIGRIS HIGH SCHOOL,80244.64,88183.08,0.03,0.04,0.2,0.178,0.26,0.69,0.05,281,18.71,44613.77,0.229,16.31,2.29,1,0.5,1
2016,66I008705,66I008,VERDIGRIS HIGH SCHOOL,82096.66,93960.08,0.05,0.05,0.22,0.191,0.26,0.68,0.05,273,16.51,46521.27,0.303,17.74,1.71,1,0.5,1
2014,66I008615,66I008,VERDIGRIS JR HIGH SCHOOL,81940,92928,0.03,0.03,0.21,0.14,0.24,0.72,0.04,285,15.57,42798.64,0.147,14.23,2.29,0.5,0.5,1
2015,66I008615,66I008,VERDIGRIS JR HIGH SCHOOL,80244.64,88183.08,0.03,0.04,0.2,0.188,0.26,0.69,0.05,298,12.57,44157.95,0.136,16.69,1.43,0.5,0.5,1
2016,66I008615,66I008,VERDIGRIS JR HIGH SCHOOL,82096.66,93960.08,0.05,0.05,0.22,0.253,0.26,0.68,0.05,316,14.53,44083.83,0.275,17.8,1.29,0.5,0.5,1
2014,66I008305,66I008,VERDIGRIS UPPER ELEMENTARY,81940,92928,0.03,0.03,0.21,0.28,0.24,0.72,0.04,279,15.64,42908.46,0.128,14.24,2,0.5,0.5,1
2015,66I008305,66I008,VERDIGRIS UPPER ELEMENTARY,80244.64,88183.08,0.03,0.04,0.2,0.26,0.26,0.69,0.05,292,14.71,44055.25,0.136,16.3,2,0.5,0.5,1
2016,66I008305,66I008,VERDIGRIS UPPER ELEMENTARY,82096.66,93960.08,0.05,0.05,0.22,0.288,0.26,0.68,0.05,285,14.72,44069.79,0.068,16.82,2,0.5,0.5,1
2014,68I002105,68I002,VIAN ELEMENTARY,45760,19117,0.16,0.24,0.56,0.82,0.17,0.66,0.17,514,24.98,40405.64,0.04,8.54,1.68,0,1.83,2
2015,68I002105,68I002,VIAN ELEMENTARY,47232.04,19484.16,0.13,0.25,0.55,0.841,0.16,0.66,0.17,528,22.7,41396.63,0.044,8.69,1.68,0,1.33,2
2016,68I002105,68I002,VIAN ELEMENTARY,44682.65,21714.05,0.14,0.26,0.49,0.849,0.19,0.63,0.18,469,23.84,42082.67,0.168,11.18,1.51,0,0.66,2
2014,68I002705,68I002,VIAN HIGH SCHOOL,45760,19117,0.16,0.24,0.56,0.71,0.17,0.66,0.17,259,18.33,45273.83,0.283,15.02,1,1,2,1.5
2015,68I002705,68I002,VIAN HIGH SCHOOL,47232.04,19484.16,0.13,0.25,0.55,0.707,0.16,0.66,0.17,287,17.53,45739.12,0.353,15.59,1,1,2.15,1.5
2016,68I002705,68I002,VIAN HIGH SCHOOL,44682.65,21714.05,0.14,0.26,0.49,0.715,0.19,0.63,0.18,281,15.96,45956.89,0.345,17.74,1.51,1,2.25,1
2014,68I002505,68I002,VIAN MIDDLE SCHOOL,45760,19117,0.16,0.24,0.56,0.79,0.17,0.66,0.17,215,12.01,43550.54,0.167,12.68,2.32,1,1.34,1
2015,68I002505,68I002,VIAN MIDDLE SCHOOL,47232.04,19484.16,0.13,0.25,0.55,0.724,0.16,0.66,0.17,210,11.82,42656.6,0.169,13.22,2.32,1,1.51,1
2016,68I002505,68I002,VIAN MIDDLE SCHOOL,44682.65,21714.05,0.14,0.26,0.49,0.715,0.19,0.63,0.18,221,12.57,43335.19,0.173,15.15,2.39,1,1.5,1
2014,22I005105,22I005,VICI ELEMENTARY,54643,55582,0.03,0.16,0.23,0.51,0.22,0.66,0.12,254,15.5,40356.26,0.081,7.8,0,0.25,0.95,0.88
2015,22I005105,22I005,VICI ELEMENTARY,59646.02,55848.81,0.04,0.17,0.26,0.459,0.21,0.67,0.12,257,16.15,41476.41,0.077,8.54,0,0.5,0.98,1
2016,22I005105,22I005,VICI ELEMENTARY,59549.66,57622.49,0.04,0.16,0.27,0.512,0.24,0.65,0.1,254,16.45,37006.69,0.139,9.76,1.5,0.38,1.93,1
2014,22I005705,22I005,VICI HIGH SCHOOL,54643,55582,0.03,0.16,0.23,0.58,0.22,0.66,0.12,84,9.75,41097.54,0.244,16.41,0.25,0.5,0.5,1
2015,22I005705,22I005,VICI HIGH SCHOOL,59646.02,55848.81,0.04,0.17,0.26,0.484,0.21,0.67,0.12,93,8.54,44306.7,0.264,13.63,0,0.5,0.5,1.25
2016,22I005705,22I005,VICI HIGH SCHOOL,59549.66,57622.49,0.04,0.16,0.27,0.461,0.24,0.65,0.1,89,9,45004.78,0.369,18.83,0.5,0.5,0.75,2
2014,18I065200,18I065,VINITA ELEMENTARY,48121,27616,0.06,0.21,0.36,0.74,0.13,0.69,0.19,777,40,45897.58,0.175,14.73,6,2,5.5,1.88
2015,18I065200,18I065,VINITA ELEMENTARY,48599.86,28480.39,0.08,0.2,0.35,0.738,0.14,0.67,0.19,764,40.26,45905.11,0.18,14.7,7,2,5.5,2
2016,18I065200,18I065,VINITA ELEMENTARY,48292.11,32666.79,0.08,0.22,0.43,0.736,0.15,0.68,0.17,741,40.91,45484.49,0.264,14.93,6,2,5,2
2014,18I065705,18I065,VINITA HIGH SCHOOL,48121,27616,0.06,0.21,0.36,0.65,0.13,0.69,0.19,540,32.08,44859.38,0.234,14.09,2.23,2,2.42,2.44
2015,18I065705,18I065,VINITA HIGH SCHOOL,48599.86,28480.39,0.08,0.2,0.35,0.61,0.14,0.67,0.19,513,31.19,45726.41,0.174,14.18,2.65,2,2.67,2.15
2016,18I065705,18I065,VINITA HIGH SCHOOL,48292.11,32666.79,0.08,0.22,0.43,0.649,0.15,0.68,0.17,490,27.91,48286.62,0.242,17.15,3.04,2,3.17,2.25
2014,19I039505,19I039,VIRGIL COOPER MIDDLE SCHOOL,48815,30286,0.1,0.18,0.38,0.81,0.15,0.68,0.17,151,9.34,43642.21,0,15.2,0.91,0,0.08,0.75
2015,19I039505,19I039,VIRGIL COOPER MIDDLE SCHOOL,51092.66,33201.9,0.1,0.19,0.41,0.785,0.14,0.69,0.17,135,9.1,43877.38,0,15.66,1,0,0.43,1
2016,19I039505,19I039,VIRGIL COOPER MIDDLE SCHOOL,52615.62,35121.47,0.06,0.15,0.44,0.897,0.17,0.67,0.15,107,8.67,44818.76,0,15.5,0.98,0,0.42,1
2014,55I007115,55I007,VIRGINIA SMITH ELEMENTARY,61134,35740,0.06,0.14,0.3,0.57,0.17,0.69,0.14,436,19.5,41962.05,0.205,12.49,2,1,2,1
2015,55I007115,55I007,VIRGINIA SMITH ELEMENTARY,63549.39,37646.84,0.05,0.13,0.29,0.513,0.19,0.69,0.12,450,18.61,40556.5,0.059,10.66,1.95,1,1.66,1.05
2016,55I007115,55I007,VIRGINIA SMITH ELEMENTARY,65434.34,37572.45,0.04,0.12,0.24,0.519,0.19,0.7,0.11,451,20.1,40010.1,0.055,10.57,2,1,1.66,1
2014,73I019710,73I019,WAGONER HIGH SCHOOL,49230,27449,0.12,0.2,0.49,0.6,0.16,0.7,0.15,648,35.39,40718.58,0.066,9.48,3.63,2,1.3,3.1
2015,73I019710,73I019,WAGONER HIGH SCHOOL,48747.97,28671.34,0.1,0.19,0.45,0.613,0.14,0.7,0.15,620,35.63,41047.6,0.147,10.32,4.05,2,2.37,3.2
2016,73I019710,73I019,WAGONER HIGH SCHOOL,49278,28480.69,0.09,0.19,0.41,0.569,0.15,0.69,0.16,668,36.18,42034.91,0.17,12.61,4.17,2,2.37,3.2
2014,73I019505,73I019,WAGONER MIDDLE SCHOOL,49230,27449,0.12,0.2,0.49,0.7,0.16,0.7,0.15,508,31.17,41903.37,0.115,13.89,5.4,2,1.3,2.2
2015,73I019505,73I019,WAGONER MIDDLE SCHOOL,48747.97,28671.34,0.1,0.19,0.45,0.721,0.14,0.7,0.15,506,29.33,43021.24,0.074,13.26,3.54,2,1.63,2.2
2016,73I019505,73I019,WAGONER MIDDLE SCHOOL,49278,28480.69,0.09,0.19,0.41,0.72,0.15,0.69,0.16,521,29.82,42599.6,0.121,13.91,4,1.46,1.13,2.2
2014,51C009105,51C009,WAINWRIGHT ELEMENTARY,47450,24686,0.1,0.2,0.22,0.82,0.09,0.77,0.14,130,7.98,44006.51,0.179,14.65,0,0,0.2,0.4
2015,51C009105,51C009,WAINWRIGHT ELEMENTARY,47357.09,26375.89,0.07,0.23,0.2,0.828,0.09,0.76,0.15,122,8.14,41624.09,0.246,14.51,0.14,0,0.2,0.4
2016,51C009105,51C009,WAINWRIGHT ELEMENTARY,46852.36,30944.09,0.06,0.22,0.32,0.857,0.13,0.72,0.15,98,7.71,42599.43,0.259,15.26,0.29,0,0.2,0.4
2014,15I001505,15I001,WALLACE BYRD MIDDLE SCHOOL,45486,104491,0.09,0.22,0.47,0.8,0.13,0.69,0.19,104,8.89,44960.05,0.427,17.77,1,0.5,2.39,2
2015,15I001505,15I001,WALLACE BYRD MIDDLE SCHOOL,50593.38,102000.06,0.09,0.23,0.45,0.794,0.13,0.72,0.16,102,8.63,46201.02,0.457,18.17,1.1,0.5,1.83,2
2016,15I001505,15I001,WALLACE BYRD MIDDLE SCHOOL,58088.08,111855.59,0.1,0.21,0.51,0.817,0.14,0.69,0.16,115,9.49,46633.53,0.501,20.7,1.33,0.5,1.03,2
2014,17I001105,17I001,WALTERS ELEMENTARY,55445,24268,0.06,0.13,0.28,0.66,0.16,0.72,0.12,346,20,44427.7,0.05,16.2,1,1.08,1,1
2015,17I001105,17I001,WALTERS ELEMENTARY,55900.76,25437.07,0.08,0.17,0.27,0.634,0.19,0.68,0.13,352,21,44972.81,0.048,16.76,1,1,1,1
2016,17I001105,17I001,WALTERS ELEMENTARY,54331.73,25387.82,0.09,0.18,0.34,0.659,0.17,0.69,0.14,352,20,45715.5,0,18.5,1,1,2,1
2014,17I001705,17I001,WALTERS HIGH SCHOOL,55445,24268,0.06,0.13,0.28,0.5,0.16,0.72,0.12,222,13.43,43650.09,0.213,14.03,0,0.43,0.29,0.86
2015,17I001705,17I001,WALTERS HIGH SCHOOL,55900.76,25437.07,0.08,0.17,0.27,0.448,0.19,0.68,0.13,212,13.38,42823.82,0.186,15.1,0,0.44,0.43,0.91
2016,17I001705,17I001,WALTERS HIGH SCHOOL,54331.73,25387.82,0.09,0.18,0.34,0.474,0.17,0.69,0.14,211,13.79,44617.42,0.088,17.66,0,0.5,0.29,1
2014,17I001505,17I001,WALTERS MIDDLE SCHOOL,55445,24268,0.06,0.13,0.28,0.58,0.16,0.72,0.12,165,9.21,37832.65,0.194,12.5,0.71,0.43,0.29,0.71
2015,17I001505,17I001,WALTERS MIDDLE SCHOOL,55900.76,25437.07,0.08,0.17,0.27,0.576,0.19,0.68,0.13,172,10.45,36740.94,0.102,13.2,0.86,0.44,0.43,1
2016,17I001505,17I001,WALTERS MIDDLE SCHOOL,54331.73,25387.82,0.09,0.18,0.34,0.649,0.17,0.69,0.14,148,10.44,39467.2,0.13,11.82,0.53,0.1,0.29,0.87
2014,63I115105,63I115,WANETTE ELEMENTARY,48608,43796,0.06,0.16,0.29,0.84,0.08,0.72,0.19,147,10.36,40649.72,0.241,6.25,0.67,0.14,0.9,0.64
2015,63I115105,63I115,WANETTE ELEMENTARY,48347.57,47533.57,0.05,0.17,0.32,0.867,0.08,0.73,0.19,128,9.29,38131.34,0.098,5.44,0.67,0,1.95,0.71
2016,63I115105,63I115,WANETTE ELEMENTARY,50933.54,49980.05,0.07,0.16,0.28,0.846,0.09,0.75,0.16,117,8.33,40889.62,0.2,7.26,0.64,0,2.24,0.5
2014,63I115705,63I115,WANETTE HIGH SCHOOL,48608,43796,0.06,0.16,0.29,1.09,0.08,0.72,0.19,59,4.11,41091.93,0.197,7.43,0.83,0.47,0.29,0.15
2015,63I115705,63I115,WANETTE HIGH SCHOOL,48347.57,47533.57,0.05,0.17,0.32,0.623,0.08,0.73,0.19,61,4.22,41446.16,0.107,5.69,0.83,0.43,0.31,1
2016,63I115705,63I115,WANETTE HIGH SCHOOL,50933.54,49980.05,0.07,0.16,0.28,0.733,0.09,0.75,0.16,60,4.18,42355.04,0.28,4.92,0.7,0.43,0.63,0.5
2014,35I037105,35I037,WAPANUCKA ELEMENTARY,48833,36950,0.09,0.16,0.41,0.79,0.16,0.64,0.2,172,10.57,42794.93,0.5,14.37,0.5,0,0.29,0.5
2015,35I037105,35I037,WAPANUCKA ELEMENTARY,55336.51,53616.46,0.06,0.13,0.39,0.661,0.16,0.62,0.21,189,10.86,43835.99,0.487,13.55,0.5,0,0.29,0.25
2016,35I037105,35I037,WAPANUCKA ELEMENTARY,57796.21,55580.88,0.08,0.18,0.46,0.716,0.19,0.6,0.22,204,10.43,43853.57,0.37,12.92,0.43,0,0.29,0.79
2014,35I037705,35I037,WAPANUCKA HIGH SCHOOL,48833,36950,0.09,0.16,0.41,0.66,0.16,0.64,0.2,62,5.29,45554.11,0.432,11.86,0.5,0.14,0.14,0.5
2015,35I037705,35I037,WAPANUCKA HIGH SCHOOL,55336.51,53616.46,0.06,0.13,0.39,0.517,0.16,0.62,0.21,58,5,44282.86,0.457,13.97,0.5,0.14,0.14,0.25
2016,35I037705,35I037,WAPANUCKA HIGH SCHOOL,57796.21,55580.88,0.08,0.18,0.46,0.39,0.19,0.6,0.22,59,4.86,44472.51,0.441,15.21,0.29,0.14,0.14,0.79
2014,07I004105,07I004,WARD EAST ELEMENTARY,46995,21577,0.12,0.21,0.39,0.79,0.14,0.65,0.21,194,10.73,43463.01,0.146,17.46,2.43,0.57,0.71,0.57
2015,07I004105,07I004,WARD EAST ELEMENTARY,48406.96,24014.91,0.12,0.18,0.32,0.782,0.13,0.67,0.2,170,12.57,43164.65,0.102,15.89,1,0.38,0.43,0.71
2016,07I004105,07I004,WARD EAST ELEMENTARY,48570.16,24401.83,0.14,0.16,0.27,0.79,0.12,0.68,0.21,162,10.79,41889.2,0.139,10.21,1,0.5,0.43,0.5
2014,57I011105,57I011,WARD ELEMENTARY,48445,58260,0.06,0.15,0.25,0.67,0.08,0.78,0.14,106,6.33,42800.76,0.158,14.42,0,0.33,0.33,1.1
2015,57I011105,57I011,WARD ELEMENTARY,48917.94,65419.11,0.06,0.19,0.29,0.6,0.08,0.78,0.14,105,7.53,42791.21,0.266,14.05,0,0.33,0.33,0
2016,57I011105,57I011,WARD ELEMENTARY,51780.95,158985.18,0.05,0.16,0.28,0.736,0.09,0.77,0.14,106,7.33,42061.36,0.273,13.82,0,0.33,0.34,0
2014,07I004110,07I004,WARD WEST ELEMENTARY,46995,21577,0.12,0.21,0.39,0.8,0.14,0.65,0.21,366,17.86,39231.66,0.112,13.08,2.57,0.57,0.86,1
2015,07I004110,07I004,WARD WEST ELEMENTARY,48406.96,24014.91,0.12,0.18,0.32,0.802,0.13,0.67,0.2,369,17.86,39686.1,0.112,13.96,2,0.57,0.57,1
2016,07I004110,07I004,WARD WEST ELEMENTARY,48570.16,24401.83,0.14,0.16,0.27,0.801,0.12,0.68,0.21,351,17.31,40879.92,0.305,15.13,2,0.5,0.57,1
2014,51I074105,51I074,WARNER ELEMENTARY,67770,17521,0.09,0.11,0.4,0.72,0.2,0.7,0.1,539,31.31,42793.86,0.187,9.95,2.32,1.48,3.46,1
2015,51I074105,51I074,WARNER ELEMENTARY,58740.13,17748.04,0.08,0.14,0.44,0.692,0.2,0.69,0.11,572,32.39,43934.39,0.215,10.81,2.77,0.98,3.43,1
