,Year,SchoolCode,SchoolName,IndexScore,LetterGrade,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
3505,2015,58I018505,COMMERCE MS,68.0,D,38758.16,27586.58,0.14,0.25,0.46,0.8270000000000001,0.09,0.68,0.23,179.0,11.17,47645.17,0.299,18.7,1.5,0.5,0.5,1.0,0.2961,0.2905,0.0,0.0056,0.0112,0.3464,0.0503,179.0
3506,2014,58I014510,QUAPAW MS,60.0,D,47214.0,28894.0,0.12,0.23,0.3,0.7,0.1,0.73,0.17,128.0,9.43,47046.03,0.16699999999999998,19.68,2.14,0.29,0.57,1.0,0.0,0.3906,0.0078,0.0078,0.0,0.5859,0.0078,128.0
3507,2015,58I014510,QUAPAW MS,61.0,D,46157.55,28293.64,0.13,0.26,0.34,0.754,0.11,0.73,0.17,138.0,8.29,45577.72,0.242,19.18,2.0,0.29,0.29,1.0,0.0072,0.3986,0.0072,0.0072,0.0072,0.5652,0.0072,138.0
3508,2014,58I001505,WYANDOTTE MS,52.0,F,53270.0,23160.0,0.08,0.2,0.24,0.64,0.14,0.69,0.18,185.0,13.43,40461.81,0.245,7.0,1.14,0.33,0.33,0.86,0.0324,0.4703,0.0216,0.0162,0.0,0.4378,0.0216,185.0
3521,2014,61I001610,HARTSHORNE JHS,74.0,C,67516.0,22636.0,0.08,0.13,0.32,0.76,0.17,0.65,0.17,214.0,13.77,45400.01,0.56,13.72,1.86,0.42,0.5,1.0,0.0561,0.5748,0.0,0.013999999999999999,0.0,0.3178,0.0374,214.0
3522,2015,61I001610,HARTSHORNE JHS,65.0,D,66163.92,22131.01,0.07,0.14,0.39,0.7709999999999999,0.16,0.68,0.16,214.0,12.67,45191.33,0.39899999999999997,12.79,1.57,0.36,0.29,1.0,0.0607,0.5888,0.0,0.0187,0.0,0.2897,0.0421,214.0
3534,2014,63I003505,BETHEL MS,80.0,B,67239.0,19427.0,0.05,0.14,0.19,0.53,0.16,0.75,0.09,320.0,19.09,44289.1,0.23,15.95,2.72,1.0,0.58,1.5,0.0219,0.1969,0.0125,0.0125,0.0031,0.75,0.0031,320.0
3546,2015,64I001610,RATTAN JHS,82.0,B,48494.75,12839.33,0.14,0.18,0.39,0.723,0.15,0.73,0.13,65.0,5.63,46370.98,0.332,18.9,0.55,0.1,0.16,0.5,0.0462,0.4462,0.0,0.0,0.0,0.4615,0.0462,65.0
3553,2014,66I003510,CHELSEA MS,69.0,D,53549.0,26282.0,0.11,0.19,0.35,0.67,0.15,0.66,0.19,202.0,13.46,41882.74,0.07400000000000001,13.51,3.39,0.62,0.81,1.29,0.0396,0.5545,0.0,0.0099,0.0,0.3515,0.0446,202.0
3554,2015,66I003510,CHELSEA MS,70.0,C,53975.53,27533.07,0.09,0.18,0.34,0.72,0.15,0.67,0.18,186.0,12.53,43195.31,0.08,14.94,2.43,1.0,0.33,1.7,0.0376,0.5484,0.0,0.0108,0.0,0.371,0.0323,186.0
3555,2014,66I006510,SEQUOYAH MS,85.0,B,64023.0,25391.0,0.04,0.08,0.2,0.43,0.16,0.75,0.09,295.0,17.35,43894.21,0.20600000000000002,12.25,1.29,0.9,1.57,1.0,0.0305,0.3864,0.0068,0.0102,0.0,0.5492,0.0169,295.0
3556,2015,66I006510,SEQUOYAH MS,84.0,B,66773.37,26211.52,0.04,0.07,0.22,0.40399999999999997,0.15,0.76,0.1,297.0,17.14,43494.05,0.225,12.31,1.43,0.9,0.71,1.0,0.0303,0.36700000000000005,0.0034,0.0,0.0,0.5589,0.0404,297.0
3572,2014,69I034600,CENTRAL HIGH JHS,88.0,B,61202.0,29342.0,0.08,0.18,0.26,0.43,0.23,0.66,0.12,82.0,4.07,41095.92,0.38799999999999996,16.07,0.33,0.26,0.33,0.5,0.0244,0.0976,0.0,0.0244,0.0,0.8171,0.0366,82.0
3602,2014,26I051610,NINNEKAH JHS,86.0,B,61209.0,45453.0,0.05,0.16,0.41,0.81,0.12,0.71,0.17,74.0,4.14,49787.83,0.483,14.45,0.0,0.29,0.29,0.57,0.0405,0.1622,0.0,0.0135,0.0,0.7703,0.0135,74.0
3603,2014,26I068505,RUSH SPRINGS MS,73.0,C,40374.0,37170.0,0.03,0.23,0.34,0.64,0.13,0.6,0.27,118.0,6.5,42999.08,0.33,17.37,1.33,0.43,1.94,1.0,0.0169,0.0932,0.0085,0.0,0.0,0.8644,0.0169,118.0
3605,2015,29I066510,HOLLIS MS,61.0,D,50838.87,35303.74,0.07,0.23,0.35,0.873,0.21,0.58,0.21,118.0,9.67,43382.89,0.121,13.67,1.0,0.37,0.67,0.83,0.4831,0.0085,0.0,0.1186,0.0085,0.3051,0.0763,118.0
3606,2015,31I020505,STIGLER MS,68.0,D,46063.8,21076.65,0.08,0.19,0.38,0.655,0.12,0.66,0.22,400.0,17.47,46211.34,0.221,13.19,1.93,1.0,0.79,0.95,0.025,0.0625,0.01,0.0,0.0,0.5775,0.325,400.0
3609,2015,36I087505,TONKAWA MS,66.0,D,54858.18,37681.1,0.07,0.2,0.36,0.5429999999999999,0.21,0.63,0.16,151.0,8.77,45365.74,0.446,14.14,1.28,0.42,1.54,0.5,0.053,0.3113,0.0,0.0132,0.0,0.6159,0.0066,151.0
3614,2015,40I002505,SPIRO MS,78.0,C,47958.64,28950.64,0.1,0.21,0.32,0.758,0.11,0.62,0.27,256.0,15.14,45227.09,0.36200000000000004,14.56,1.86,1.0,2.46,1.0,0.0469,0.3281,0.0078,0.0898,0.0,0.5273,0.0,256.0
3619,2014,45I003505,KINGSTON MS,84.0,B,48011.0,49765.0,0.1,0.2,0.4,0.84,0.13,0.69,0.18,284.0,18.76,41132.98,0.154,8.99,1.0,0.5,0.0,1.56,0.0387,0.4577,0.0,0.0035,0.0,0.4789,0.0211,284.0
3620,2015,45I003505,KINGSTON MS,75.0,C,53719.81,51228.78,0.1,0.21,0.36,0.815,0.13,0.7,0.17,297.0,19.14,42206.75,0.105,11.07,1.63,1.0,0.0,1.17,0.0236,0.4377,0.0034,0.0,0.0,0.5051,0.0303,297.0
3623,2014,47I002515,DIBBLE MS,70.0,C,49173.0,19398.0,0.03,0.17,0.48,0.56,0.1,0.71,0.19,162.0,9.43,41905.11,0.13699999999999998,12.12,1.0,0.43,0.29,1.0,0.1049,0.0679,0.0,0.0123,0.0,0.6358,0.179,162.0
3625,2014,48I014505,SMITHVILLE MS,90.0,A,42401.0,25247.0,0.12,0.23,0.42,0.89,0.11,0.72,0.17,71.0,3.72,45381.16,0.308,17.73,0.5,0.29,0.29,0.5,0.0141,0.4507,0.0,0.0282,0.0,0.507,0.0,71.0
3626,2015,49I019505,CHECOTAH MS,68.0,D,46687.38,35115.03,0.12,0.2,0.31,0.8909999999999999,0.13,0.68,0.19,330.0,20.54,43888.3,0.353,15.1,2.57,1.0,0.54,1.0,0.0121,0.3545,0.0,0.0515,0.0,0.5091,0.0727,330.0
3629,2014,51I002505,HASKELL MS,82.0,B,49524.0,26882.0,0.13,0.19,0.27,0.74,0.13,0.66,0.21,180.0,11.49,41768.76,0.221,12.16,3.33,0.5,0.29,1.0,0.0556,0.3056,0.0,0.0833,0.0,0.55,0.0056,180.0
3634,2015,56I003505,MORRIS MS,71.0,C,62270.33,17290.06,0.07,0.15,0.39,0.593,0.17,0.77,0.07,248.0,12.94,41034.08,0.135,12.62,2.13,0.5,0.58,1.0,0.0081,0.3145,0.0,0.0605,0.0,0.5363,0.0806,248.0
3640,2014,60I103615,YALE JHS,58.0,F,58118.0,30830.0,0.07,0.2,0.2,0.64,0.13,0.71,0.17,75.0,6.07,41663.65,0.235,14.21,0.83,0.14,0.29,0.72,0.04,0.2533,0.0,0.0,0.0,0.5067,0.2,75.0
3641,2015,60I103615,YALE JHS,59.0,F,60685.75,47247.78,0.11,0.19,0.2,0.583,0.14,0.71,0.15,60.0,6.58,42158.74,0.278,10.09,0.83,0.14,0.19,0.45,0.0333,0.3333,0.0,0.0,0.0,0.5833,0.05,60.0
3646,2015,66I007610,FOYIL JHS,62.0,D,55721.52,20612.43,0.12,0.18,0.34,0.727,0.11,0.75,0.14,128.0,5.37,44164.43,0.08,13.71,1.0,0.25,0.25,0.93,0.0391,0.3438,0.0156,0.0156,0.0078,0.5156,0.0625,128.0
3648,2015,68I005610,ROLAND JHS,73.0,C,46819.08,21717.6,0.11,0.28,0.48,0.7390000000000001,0.09,0.75,0.16,249.0,15.81,44245.6,0.23199999999999998,13.53,1.83,0.67,1.67,1.0,0.0402,0.2369,0.004,0.0402,0.0,0.51,0.1687,249.0
3649,2014,69I021605,EMPIRE JHS,64.0,D,70688.0,26069.0,0.04,0.09,0.23,0.66,0.17,0.74,0.09,65.0,4.72,42374.76,0.151,14.67,0.14,0.29,0.29,0.43,0.1231,0.0,0.0,0.0154,0.0,0.8615,0.0,65.0
3652,2014,73I017610,COWETA JHS,81.0,B,69647.0,27924.0,0.07,0.11,0.29,0.46,0.21,0.65,0.14,531.0,25.73,42343.79,0.092,10.28,4.0,1.19,3.6,2.0,0.0414,0.2712,0.0075,0.0282,0.0,0.6516,0.0,531.0
3663,2015,67I002510,WEWOKA MS,58.0,F,35325.64,19468.24,0.13,0.38,0.51,0.853,0.11,0.68,0.21,102.0,4.97,40612.36,0.078,11.72,1.0,0.0,0.14,0.83,0.0098,0.2843,0.0,0.1078,0.0,0.4412,0.1569,102.0
3665,2015,03I015505,MCCALL MS,68.0,D,43916.23,30627.22,0.14,0.33,0.55,0.727,0.12,0.69,0.19,187.0,11.98,43298.16,0.24,12.59,2.0,0.0,0.2,0.63,0.0695,0.2727,0.0267,0.0856,0.0,0.4813,0.0642,187.0
3670,2015,72I001667,TULSA MET JHS,26.0,F,57115.75,57723.51,0.09,0.23,0.49,1.0,0.26,0.59,0.15,45.0,6.96,47373.94,0.465,8.26,0.5,0.5,0.66,1.5,0.3556,0.0667,0.0222,0.1778,0.0,0.2667,0.1111,45.0
3671,2014,72I001574,TRAICE MS,41.0,F,56448.0,56175.0,0.09,0.23,0.48,0.23,0.25,0.59,0.15,213.0,5.64,45786.27,0.266,5.01,6.0,1.0,0.25,1.0,0.0892,0.0986,0.0047,0.27699999999999997,0.0,0.3991,0.1315,213.0
3672,2014,66I007610,FOYIL JHS,58.0,F,52558.0,19489.0,0.12,0.18,0.33,0.8,0.1,0.75,0.15,133.0,7.86,41008.4,0.055,8.98,1.29,0.25,0.25,1.43,0.0526,0.406,0.0,0.015,0.0,0.4887,0.0376,133.0
3765,2015,16I001530,CACHE 5TH AND 6TH GRADE MS,86.0,B,88895.64,59662.95,0.07,0.15,0.28,0.47200000000000003,0.26,0.68,0.06,307.0,14.98,47073.17,0.43200000000000005,14.05,4.24,0.49,0.67,1.06,0.114,0.1629,0.0065,0.0879,0.0065,0.5961,0.0261,307.0
4074,2015,72I011515,OWASSO 6TH GRADE CTR,83.0,B,84527.13,49526.83,0.05,0.07,0.22,0.319,0.31,0.62,0.08,718.0,34.25,48444.63,0.301,13.93,3.5,1.5,2.5,2.0,0.0905,0.1295,0.032,0.0487,0.0,0.6518,0.0474,718.0
4400,2014,16I001530,CACHE 5TH AND 6TH GRADE MS,76.0,C,85252.0,63664.0,0.09,0.19,0.31,0.51,0.27,0.68,0.05,279.0,12.6,47197.97,0.431,15.66,2.02,0.49,1.5,1.0,0.1075,0.1649,0.0,0.0968,0.0,0.6057,0.0251,279.0
4749,2014,72I011515,OWASSO 6TH GRADE CTR,82.0,B,83064.0,48767.0,0.05,0.07,0.22,0.31,0.31,0.62,0.07,725.0,34.22,48346.25,0.243,14.42,3.48,1.85,2.49,2.0,0.0828,0.1614,0.0234,0.0455,0.0014,0.6648,0.0207,725.0
