,Year,SchoolCode,SchoolName,IndexScore,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,6_Math_Advanced,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory
1695,2016,36I125505,NEWKIRK MS,70,52057.14,46938.28,0.08,0.18,0.36,0.721,0.13,0.76,0.11,244,13.3,43842.62,0.191,11.9,2.17,0.84,0.57,1.0,0.040999999999999995,0.2787,0.0,0.0041,0.0,0.6721,0.0041,244.0,0.32299999999999995,0.05,0.627,0.0948,0.21,0.6952,0.1463,0.23,0.6237,0.0847,0.23,0.6853,0.1368,0.43,0.4332,0.2535,0.35,0.3965,0.0957,0.13,0.7743,0.03,0.5,0.47,,,
1702,2016,40I020505,PANAMA MS,76,42310.82,29881.04,0.11,0.26,0.36,0.883,0.08,0.7,0.22,94,5.28,42940.15,0.243,10.21,0.0,0.14,0.43,1.4,0.0638,0.3617,0.0106,0.0213,0.0,0.5426,0.0,94.0,,,,,,,0.1053,0.19,0.7047,0.2162,0.06,0.7238,0.1768,0.32,0.5032,0.374,0.15,0.47600000000000003,0.114,0.24,0.6459999999999999,0.0282,0.53,0.4418,,,
1704,2016,40I002505,SPIRO MS,74,49606.18,32962.73,0.07,0.23,0.32,0.747,0.11,0.65,0.24,237,13.88,44423.39,0.41700000000000004,14.55,2.0,1.0,2.68,1.0,0.0338,0.3249,0.0084,0.0928,0.0,0.519,0.0211,237.0,0.1679,0.27,0.5621,0.0704,0.12,0.8096,0.2236,0.14,0.6364,0.14400000000000002,0.1,0.7559999999999999,0.2331,0.37,0.3969,0.032,0.36,0.608,0.166,0.17,0.664,0.0413,0.41,0.5487,0.1131,0.13,0.7569
1705,2016,40I052610,TALIHINA JHS,52,39943.82,11537.52,0.14,0.3,0.41,0.758,0.16,0.64,0.2,95,7.57,42804.97,0.151,13.67,0.0,0.29,0.86,0.43,0.0526,0.6,0.0105,0.0,0.0,0.3368,0.0,95.0,,,,,,,0.0,0.43,0.57,0.0648,0.46,0.4752,0.027000000000000003,0.73,0.243,0.0,0.82,0.18,0.0497,0.29,0.6603,0.044000000000000004,0.56,0.396,0.38,0.0,0.62
1708,2016,42I002515,CRESCENT MS,55,60053.32,37706.43,0.03,0.1,0.29,0.5710000000000001,0.16,0.74,0.1,133,6.87,44354.14,0.626,12.39,1.0,0.57,0.69,0.3,0.0376,0.1504,0.0,0.0526,0.0,0.7594,0.0,133.0,0.0781,0.29,0.6319,0.0216,0.46,0.5184,0.099,0.45,0.451,0.114,0.24,0.6459999999999999,0.0494,0.62,0.3306,0.0512,0.68,0.2688,0.1554,0.26,0.5846,0.0663,0.49,0.4437,,,
1712,2016,45I003505,KINGSTON MS,89,51700.99,53645.32,0.09,0.2,0.37,0.887,0.12,0.7,0.18,265,17.76,43220.47,0.162,11.67,2.0,1.0,0.17,1.0,0.0264,0.4868,0.0038,0.0075,0.0,0.4302,0.0453,265.0,0.5568,0.04,0.4032,0.0553,0.21,0.7347,0.2944,0.08,0.6256,0.2444,0.06,0.6956,0.6006,0.09,0.3094,0.84,0.0,0.16,0.45,0.0,0.55,0.2739,0.17,0.5561,,,
1715,2016,47I005510,WASHINGTON MS,81,84212.91,27739.09,0.02,0.03,0.22,0.28,0.22,0.68,0.1,214,10.0,40554.1,0.271,12.43,1.71,0.79,1.76,1.13,0.0561,0.1262,0.0,0.0047,0.0,0.8084,0.0047,214.0,0.1826,0.17,0.6474,0.016,0.2,0.784,0.2552,0.12,0.6248,0.18,0.1,0.72,0.1071,0.37,0.5229,0.1216,0.24,0.6384,0.08800000000000001,0.12,0.792,0.035,0.3,0.665,0.59,0.0,0.41
1719,2016,48I014505,SMITHVILLE MS,74,48025.45,28506.21,0.12,0.16,0.27,0.8809999999999999,0.13,0.71,0.16,42,3.43,45728.86,0.16699999999999998,17.54,0.5,0.5,0.14,0.5,0.0,0.5,0.0,0.0238,0.0,0.4762,0.0,42.0,0.22,0.0,0.78,0.0979,0.11,0.7921,0.0,0.08,0.92,0.0736,0.08,0.8464,0.3,0.0,0.7,0.54,0.1,0.36,0.09,0.1,0.81,0.27,0.1,0.63,,,
1722,2016,50I010505,DAVIS MS,66,57192.37,71771.31,0.03,0.13,0.22,0.53,0.18,0.64,0.17,319,19.13,45438.9,0.22699999999999998,17.61,2.33,0.5,0.58,1.17,0.047,0.27899999999999997,0.0031,0.0125,0.0031,0.5925,0.0627,319.0,0.105,0.25,0.645,0.032,0.2,0.768,0.18,0.28,0.54,0.1785,0.15,0.6715,0.22399999999999998,0.3,0.47600000000000003,0.0,0.83,0.17,0.0902,0.18,0.7298,0.0737,0.33,0.5963,0.0979,0.11,0.7921
1730,2016,57I011505,SHIDLER MS,70,51780.95,158985.18,0.05,0.16,0.28,0.6779999999999999,0.09,0.77,0.14,59,5.33,43979.56,0.375,16.0,0.0,0.33,0.33,1.0,0.0169,0.2881,0.0,0.0,0.0,0.5254,0.1695,59.0,0.1139,0.33,0.5561,0.17,0.0,0.83,0.415,0.17,0.415,0.0,0.08,0.92,0.0405,0.55,0.4095,0.1638,0.09,0.7462,0.09,0.0,0.91,0.0495,0.45,0.5005,,,
1744,2016,64I001610,RATTAN JHS,61,51491.58,13080.3,0.1,0.16,0.38,0.677,0.15,0.69,0.15,68,5.13,46646.0,0.218,19.5,0.0,0.2,0.16,0.5,0.0294,0.3235,0.0,0.0,0.0,0.5588,0.0882,68.0,,,,,,,0.1064,0.24,0.6536,0.1292,0.24,0.6308,0.06,0.5,0.44,0.0696,0.42,0.5104,0.0552,0.31,0.6348,0.0696,0.42,0.5104,,,
1747,2016,66I003510,CHELSEA MS,65,55575.79,28723.42,0.09,0.17,0.32,0.73,0.15,0.68,0.17,189,10.88,43744.85,0.0,14.42,3.0,1.0,0.0,1.7,0.0106,0.5820000000000001,0.0,0.0159,0.0,0.381,0.0106,189.0,0.07,0.3,0.63,0.0144,0.52,0.4656,0.0896,0.36,0.5504,0.0602,0.14,0.7998,0.1095,0.27,0.6205,0.1095,0.27,0.6205,0.1584,0.12,0.7216,0.1206,0.33,0.5494,,,
1757,2016,72I005505,JENKS MS,79,101403.17,66782.73,0.04,0.09,0.25,0.355,0.5,0.45,0.05,1635,78.33,49438.05,0.318,14.76,17.6,3.5,5.18,4.25,0.1297,0.0685,0.0966,0.0593,0.0031,0.5621,0.0807,1635.0,,,,,,,0.2548,0.09,0.6552,0.22,0.12,0.66,0.3239,0.21,0.4661,0.0135,0.55,0.4365,0.252,0.1,0.648,0.2574,0.22,0.5226,0.5141,0.03,0.4559
1760,2016,74I018510,CANEY VALLEY MS,69,74346.65,41487.63,0.06,0.07,0.2,0.7140000000000001,0.16,0.72,0.12,154,9.31,44020.73,0.245,15.92,0.72,0.33,0.22,1.0,0.0195,0.3247,0.013000000000000001,0.0065,0.0,0.526,0.1104,154.0,0.1386,0.37,0.4914,0.0,0.3,0.7,0.0525,0.25,0.6975,0.2214,0.18,0.5986,0.1098,0.39,0.5002,0.0536,0.33,0.6164,0.1968,0.18,0.6232,0.0671,0.39,0.5429,0.1204,0.14,0.7396
1763,2016,03I015505,MCCALL MS,74,44213.76,31489.97,0.12,0.32,0.48,0.677,0.14,0.66,0.2,192,12.26,41298.3,0.28600000000000003,12.02,2.0,0.0,0.3,1.0,0.0625,0.2083,0.0313,0.0729,0.0,0.4844,0.1406,192.0,0.1975,0.21,0.5925,0.0747,0.17,0.7553,0.3344,0.12,0.5456,0.332,0.17,0.498,0.0704,0.56,0.3696,0.1344,0.36,0.5056,0.2275,0.09,0.6825,0.0944,0.41,0.4956,,,
1770,2016,31I020505,STIGLER MS,74,44695.13,21645.13,0.1,0.19,0.38,0.6990000000000001,0.12,0.67,0.21,382,17.27,46483.7,0.24100000000000002,14.12,2.23,1.0,0.78,0.96,0.0445,0.0654,0.0105,0.0,0.0,0.5785,0.301,382.0,0.182,0.09,0.728,0.0304,0.24,0.7296,0.0864,0.28,0.6336,0.0711,0.21,0.7189,0.06,0.4,0.54,0.18899999999999997,0.3,0.511,0.14400000000000002,0.1,0.7559999999999999,0.0244,0.39,0.5856,,,
1778,2016,55I053505,CROOKED OAK MS,58,36428.9,56576.54,0.1,0.31,0.6,0.99,0.07,0.57,0.36,307,15.86,53234.95,0.342,14.48,1.5,1.0,0.42,2.0,0.684,0.0163,0.0,0.1661,0.0,0.0749,0.0586,307.0,0.0195,0.61,0.3705,0.0,0.65,0.35,0.0324,0.46,0.5076,0.0483,0.31,0.6417,0.0258,0.57,0.4042,0.23399999999999999,0.22,0.546,0.086,0.14,0.774,0.0252,0.37,0.6048,,,
1779,2016,56I003505,MORRIS MS,77,62350.99,17924.13,0.06,0.16,0.39,0.68,0.15,0.77,0.08,250,14.68,42706.94,0.14,13.62,1.95,0.5,0.87,1.0,0.02,0.35200000000000004,0.0,0.055999999999999994,0.0,0.508,0.064,250.0,0.3854,0.06,0.5546,0.0438,0.27,0.6862,0.1914,0.13,0.6786,0.083,0.17,0.747,0.287,0.3,0.413,0.2592,0.19,0.5508,0.0935,0.15,0.7565,0.138,0.31,0.552,1.0,0.0,0.0
1781,2016,59I006505,CLEVELAND MS,60,61091.0,30417.9,0.07,0.13,0.28,0.758,0.16,0.7,0.14,405,22.62,46369.23,0.318,14.23,3.0,0.83,1.21,2.0,0.0444,0.2,0.0,0.0049,0.0,0.6765,0.0741,405.0,0.027999999999999997,0.44,0.532,0.0058,0.42,0.5742,0.1794,0.31,0.5106,0.1738,0.21,0.6162,0.046,0.54,0.414,0.0531,0.41,0.5369,0.17,0.15,0.68,0.051,0.49,0.45899999999999996,0.2496,0.04,0.7104
1788,2016,61I080510,PUTERBAUGH MS,64,50880.2,29839.44,0.07,0.24,0.43,0.682,0.16,0.68,0.17,444,24.91,45669.25,0.344,12.89,3.92,1.0,1.14,1.14,0.1036,0.2027,0.0045,0.0383,0.0068,0.4054,0.2387,444.0,,,,,,,0.1771,0.23,0.5929,0.1428,0.16,0.6972,0.0784,0.51,0.4116,0.0306,0.49,0.4794,0.153,0.15,0.6970000000000001,0.1044,0.42,0.4756,0.5194,0.02,0.4606
1789,2016,64I013510,OBUCH MS,62,51170.45,21178.04,0.1,0.31,0.32,0.76,0.14,0.65,0.2,225,15.03,45794.08,0.2,14.05,2.0,1.0,0.5,2.0,0.0489,0.3156,0.0,0.0,0.0,0.4489,0.1867,225.0,0.1314,0.27,0.5986,0.0335,0.33,0.6365,0.16,0.2,0.64,0.1848,0.16,0.6552,0.1334,0.42,0.4466,0.3154,0.17,0.5146,0.1044,0.13,0.7656,0.1407,0.33,0.5293,,,
1790,2016,40I026615,BOKOSHE JHS,76,44737.35,26431.65,0.12,0.28,0.43,0.9790000000000001,0.09,0.73,0.18,48,3.71,43720.79,0.5770000000000001,13.5,0.29,0.29,0.29,0.29,0.1042,0.1875,0.0,0.0,0.0,0.6875,0.0208,48.0,,,,,,,0.0,0.56,0.44,0.4984,0.11,0.3916,0.1653,0.43,0.4047,0.0406,0.71,0.2494,0.14,0.0,0.86,0.0798,0.43,0.4902,0.0,0.36,0.64
1792,2016,40I091605,ARKOMA JHS,77,36394.31,17031.53,0.16,0.3,0.37,0.87,0.11,0.67,0.22,54,3.29,41224.15,0.435,12.61,0.14,0.14,0.14,0.5,0.0,0.0,0.0,0.0,0.0,0.7037,0.2963,54.0,,,,,,,0.3045,0.13,0.5655,0.1411,0.17,0.6889,0.69,0.0,0.31,0.2475,0.25,0.5025,0.138,0.08,0.782,0.2387,0.23,0.5313,,,
1793,2016,46I001610,PRYOR JHS,79,53970.43,157814.12,0.07,0.23,0.31,0.555,0.21,0.68,0.12,604,39.43,49808.1,0.261,14.68,2.32,1.8,1.14,2.47,0.0579,0.4106,0.0099,0.0083,0.0017,0.4901,0.0215,604.0,,,,,,,0.21600000000000003,0.2,0.584,0.1428,0.16,0.6972,0.196,0.3,0.504,0.1752,0.27,0.5548,0.2726,0.06,0.6674,0.1587,0.31,0.5313,0.2607,0.21,0.5293
2532,2014,06I009615,OKEENE JR-SR HS (JR),88,56228.0,63014.0,0.02,0.05,0.2,0.61,0.18,0.71,0.12,46,3.58,40925.06,0.28,19.89,0.25,0.5,0.75,0.38,0.1304,0.0435,0.0,0.0,0.0,0.8261,0.0,46.0,,,,,,,0.1411,0.17,0.6889,0.06,0.25,0.69,0.3318,0.21,0.4582,0.3108,0.16,0.5292,0.16,0.0,0.84,0.1008,0.37,0.5292,,,
2534,2014,09I069510,MUSTANG NORTH MS,85,78773.0,41668.0,0.05,0.05,0.25,0.37,0.26,0.67,0.08,767,46.23,44340.11,0.22399999999999998,9.84,3.08,2.1,2.75,3.0,0.1108,0.0548,0.0795,0.0522,0.0039,0.6336,0.0652,767.0,,,,,,,0.2905,0.17,0.5395,0.2262,0.13,0.6438,0.522,0.13,0.348,0.23399999999999999,0.22,0.546,0.2162,0.06,0.7238,0.1541,0.33,0.5159,0.9,0.0,0.1
2535,2014,09I022510,PIEDMONT MS,87,92293.0,40082.0,0.04,0.04,0.1,0.23,0.39,0.55,0.06,513,26.06,43261.56,0.23,11.62,3.0,1.0,1.68,1.5,0.0877,0.1423,0.0292,0.0409,0.0,0.6745,0.0253,513.0,,,,,,,0.156,0.22,0.624,0.315,0.1,0.585,0.5307,0.13,0.3393,0.1702,0.26,0.5698,0.2047,0.11,0.6853,0.11900000000000001,0.3,0.581,0.7,0.0,0.3
2536,2015,09I027520,YUKON MS,79,75086.45,39897.74,0.05,0.07,0.26,0.419,0.29,0.64,0.07,1801,80.47,46893.11,0.22699999999999998,12.15,12.0,4.0,5.41,5.0,0.0994,0.0522,0.0233,0.0378,0.0011,0.7668,0.0194,1801.0,0.1387,0.27,0.5913,0.0444,0.26,0.6956,0.1564,0.32,0.5236,0.2184,0.16,0.6216,0.3555,0.21,0.4345,0.2184,0.16,0.6216,0.23399999999999999,0.1,0.6659999999999999,0.2232,0.28,0.4968,0.9,0.0,0.1
2539,2014,14I002610,BRINK JHS,97,72627.0,41624.0,0.05,0.09,0.26,0.26,0.26,0.65,0.09,964,44.68,45165.78,0.33299999999999996,12.45,7.0,3.0,1.4,3.0,0.1006,0.0602,0.0788,0.0394,0.001,0.5633,0.1566,964.0,,,,,,,0.5432,0.03,0.4268,0.3895,0.05,0.5605,0.5246,0.14,0.3354,0.3649,0.11,0.5251,0.2068,0.06,0.7332,0.2418,0.22,0.5382,0.93,0.0,0.07
2540,2015,14I002610,BRINK JHS,92,74017.72,43667.52,0.05,0.09,0.28,0.26899999999999996,0.26,0.66,0.09,986,44.37,46703.36,0.428,13.31,6.8,3.0,1.4,2.97,0.1146,0.0598,0.0913,0.0436,0.0,0.5335,0.1572,986.0,,,,,,,0.4416,0.04,0.5184,0.3185,0.09,0.5915,0.4565,0.17,0.3735,0.1292,0.24,0.6308,0.2976,0.04,0.6624,0.3154,0.17,0.5146,0.94,0.0,0.06
2541,2014,14I002650,HIGHLAND EAST JHS,85,72627.0,41624.0,0.05,0.09,0.26,0.44,0.26,0.65,0.09,728,39.33,45861.61,0.203,13.15,8.45,2.0,1.5,2.0,0.114,0.0755,0.0247,0.0618,0.0,0.5948,0.1291,728.0,,,,,,,0.2772,0.16,0.5628,0.2093,0.09,0.7007,0.5632,0.12,0.3168,0.2072,0.26,0.5328,0.21600000000000003,0.1,0.684,0.1932,0.31,0.4968,0.78,0.0,0.22
2542,2015,14I002650,HIGHLAND EAST JHS,88,74017.72,43667.52,0.05,0.09,0.28,0.414,0.26,0.66,0.09,681,38.7,46469.42,0.233,13.58,8.0,2.0,1.5,2.0,0.0984,0.047,0.0308,0.0793,0.0015,0.5639,0.1791,681.0,,,,,,,0.27899999999999997,0.1,0.621,0.2632,0.06,0.6768,0.4956,0.16,0.3444,0.105,0.25,0.645,0.24,0.04,0.72,0.2765,0.21,0.5135,0.6,0.0,0.4
2543,2014,14I002680,WEST JHS,85,72627.0,41624.0,0.05,0.09,0.26,0.58,0.26,0.65,0.09,621,34.35,44951.53,0.261,11.17,10.0,2.0,2.0,2.29,0.1997,0.0837,0.0821,0.095,0.0064,0.4042,0.1288,621.0,,,,,,,0.2697,0.13,0.6003,0.2295,0.15,0.6205,0.5808,0.12,0.2992,0.168,0.3,0.532,0.1068,0.11,0.7832,0.1536,0.36,0.4864,0.9,0.0,0.1
2544,2015,14I002680,WEST JHS,82,74017.72,43667.52,0.05,0.09,0.28,0.5710000000000001,0.26,0.66,0.09,631,35.53,45092.62,0.19699999999999998,10.12,8.5,2.0,2.0,2.0,0.2044,0.0586,0.0761,0.0967,0.0016,0.401,0.1616,631.0,,,,,,,0.3115,0.11,0.5785,0.187,0.15,0.6629999999999999,0.5208,0.16,0.3192,0.2112,0.12,0.6688,0.2256,0.06,0.7144,0.195,0.35,0.455,0.94,0.0,0.06
2547,2014,18I006505,KETCHUM MS,75,49920.0,85181.0,0.09,0.24,0.38,0.66,0.15,0.67,0.18,131,8.51,46776.86,0.402,16.85,1.0,0.2,0.5,1.0,0.0305,0.4733,0.0076,0.0,0.0,0.4885,0.0,131.0,0.1806,0.14,0.6794,0.1659,0.21,0.6241,0.2314,0.11,0.6586,0.19399999999999998,0.03,0.7759999999999999,0.4704,0.16,0.3696,0.03,0.5,0.47,0.1782,0.19,0.6318,0.0504,0.44,0.5096,0.1659,0.21,0.6241
2548,2015,18I006505,KETCHUM MS,61,51840.61,93039.12,0.1,0.24,0.4,0.705,0.16,0.68,0.15,129,8.76,45761.85,0.531,17.48,1.0,0.32,1.51,1.0,0.0388,0.4419,0.0078,0.0,0.0,0.5116,0.0,129.0,0.0,0.46,0.54,0.0632,0.21,0.7268,0.1809,0.33,0.4891,0.1204,0.14,0.7396,0.2112,0.36,0.4288,0.0,0.62,0.38,0.0736,0.08,0.8464,0.0784,0.44,0.4816,0.03,0.4,0.57
2549,2014,19I018505,RONGEY MS,85,62525.0,43798.0,0.07,0.12,0.2,0.6,0.17,0.68,0.15,90,4.92,41377.95,0.174,12.87,0.72,0.43,0.33,0.86,0.0778,0.1222,0.0,0.0111,0.0,0.7667,0.0222,90.0,,,,,,,0.3072,0.04,0.6528,0.1953,0.07,0.7347,0.2001,0.31,0.4899,0.5551,0.09,0.3549,0.1001,0.09,0.8099,0.0627,0.43,0.5073,,,
2553,2014,24I057505,EMERSON MS,83,56810.0,33323.0,0.06,0.16,0.35,0.78,0.22,0.63,0.15,408,25.99,46922.17,0.369,15.06,3.62,1.0,1.65,2.0,0.223,0.0245,0.0025,0.0392,0.0417,0.5637,0.1054,408.0,0.14400000000000002,0.28,0.5760000000000001,0.126,0.16,0.7140000000000001,0.1848,0.16,0.6552,0.2407,0.17,0.5893,0.6052,0.11,0.2848,0.1116,0.38,0.5084,0.099,0.1,0.8009999999999999,0.0871,0.33,0.5829,0.76,0.0,0.24
2554,2015,24I057505,EMERSON MS,68,58949.32,34706.02,0.06,0.14,0.34,0.777,0.21,0.64,0.15,417,21.84,46768.2,0.389,15.53,4.02,1.0,1.68,2.0,0.19899999999999998,0.0192,0.0096,0.0456,0.06,0.6067,0.06,417.0,0.0756,0.46,0.4644,0.0272,0.32,0.6528,0.0923,0.29,0.6177,0.17600000000000002,0.12,0.7040000000000001,0.4644,0.14,0.3956,0.0135,0.55,0.4365,0.1958,0.11,0.6942,0.1716,0.34,0.4884,0.34,0.0,0.66
2557,2014,33I018625,ALTUS JHS,86,55217.0,27049.0,0.09,0.17,0.35,0.64,0.18,0.64,0.17,515,34.1,45282.82,0.20800000000000002,16.72,4.0,1.86,1.0,2.0,0.4117,0.0097,0.0078,0.0835,0.0019,0.4427,0.0427,515.0,,,,,,,0.297,0.1,0.603,0.1716,0.22,0.6084,0.4067,0.17,0.4233,0.195,0.22,0.585,0.184,0.08,0.736,0.096,0.4,0.504,0.57,0.0,0.43
2558,2015,33I018625,ALTUS JHS,74,53695.28,28924.39,0.08,0.16,0.34,0.632,0.18,0.63,0.19,497,30.34,45241.08,0.19,16.12,4.0,2.0,1.0,2.0,0.3843,0.0121,0.0101,0.0905,0.008,0.4245,0.0704,497.0,,,,,,,0.396,0.1,0.504,0.221,0.15,0.629,0.1508,0.42,0.4292,0.0488,0.39,0.5612,0.0858,0.22,0.6942,0.0301,0.57,0.3999,0.45,0.0,0.55
2560,2015,39I001510,WILBURTON MS,93,53396.39,29423.01,0.09,0.19,0.37,0.6829999999999999,0.13,0.72,0.14,189,12.0,46604.53,0.191,12.98,1.29,1.0,1.14,1.0,0.037000000000000005,0.3386,0.0,0.0,0.0,0.6138,0.0106,189.0,0.2838,0.14,0.5762,0.0186,0.07,0.9114,0.364,0.09,0.546,0.1932,0.08,0.7268,0.2898,0.37,0.3402,0.1748,0.08,0.7452,0.1936,0.12,0.6864,0.0255,0.49,0.4845,,,
2561,2014,40I052610,TALIHINA JHS,59,35665.0,10409.0,0.21,0.34,0.55,0.88,0.15,0.63,0.22,116,9.43,43283.03,0.076,9.94,0.0,0.43,0.86,0.57,0.0431,0.5172,0.0,0.0172,0.0,0.4052,0.0172,116.0,,,,,,,0.0558,0.38,0.5642,0.1332,0.26,0.6068,0.1092,0.48,0.4108,0.0896,0.36,0.5504,0.012,0.4,0.588,0.024,0.52,0.456,0.33,0.0,0.67
2562,2015,46I016505,SALINA MS,76,43225.47,19920.83,0.06,0.24,0.5,0.738,0.12,0.71,0.17,168,9.88,42348.01,0.20199999999999999,12.7,0.82,0.5,2.51,1.0,0.0119,0.6667,0.0,0.006,0.0,0.2917,0.0238,168.0,0.4806,0.11,0.4094,0.0,0.32,0.68,0.2059,0.29,0.5041,0.0204,0.32,0.6596,0.4,0.2,0.4,0.624,0.04,0.336,0.1312,0.18,0.6888,0.1008,0.37,0.5292,,,
2563,2014,47I001505,NEWCASTLE MS,86,78172.0,44986.0,0.04,0.06,0.26,0.27,0.25,0.62,0.14,395,20.57,43504.91,0.276,13.03,2.38,0.83,1.0,0.97,0.0861,0.2405,0.0,0.0025,0.0,0.5848,0.0861,395.0,0.1344,0.16,0.7056,0.2548,0.09,0.6552,0.17600000000000002,0.2,0.624,0.2912,0.09,0.6188,0.6768,0.06,0.2632,0.0804,0.33,0.5896,0.209,0.05,0.741,0.2346,0.31,0.4554,0.3913,0.09,0.5187
2564,2015,47I001505,NEWCASTLE MS,84,83589.62,47279.13,0.03,0.07,0.27,0.245,0.28,0.63,0.09,432,20.13,44414.28,0.282,14.61,3.34,0.83,1.0,2.0,0.0856,0.2315,0.0,0.0046,0.0023,0.5833,0.0926,432.0,0.0936,0.22,0.6864,0.051,0.15,0.799,0.3094,0.09,0.6006,0.243,0.1,0.657,0.4452,0.16,0.3948,0.0536,0.33,0.6164,0.2047,0.11,0.6853,0.18,0.28,0.54,0.4462,0.03,0.5238
2565,2015,52I001605,PERRY JHS,74,57941.15,46163.71,0.06,0.15,0.18,0.48700000000000004,0.23,0.65,0.12,187,11.71,42136.6,0.183,16.56,1.86,0.14,1.14,1.0,0.0588,0.12300000000000001,0.016,0.0374,0.0053,0.738,0.0214,187.0,,,,,,,0.324,0.19,0.486,0.1449,0.31,0.5451,0.1891,0.39,0.4209,0.0248,0.38,0.5952,0.1079,0.17,0.7221,0.0864,0.46,0.4536,0.35,0.0,0.65
2566,2014,55I006505,DEER CREEK MS,90,143543.0,61770.0,0.05,0.03,0.11,0.09,0.59,0.39,0.02,758,37.31,45843.14,0.348,12.56,6.82,2.0,3.99,2.0,0.0449,0.0409,0.0528,0.0475,0.0013,0.8087,0.004,758.0,,,,,,,0.4324,0.06,0.5076,0.2883,0.07,0.6417,0.637,0.09,0.273,0.24,0.25,0.51,0.2392,0.08,0.6808,0.2204,0.24,0.5396,0.96,0.0,0.04
